Path,RGB_5,P-5,RGB_4,P-4,RGB_3,P-3,RGB_2,P-2,RGB_1,P-1
E:/Organized Photos/2003/2003-07-11 10-42-20.jpg,"[224.3582048988745, 225.14393224392597, 229.15895401066354]",0.065314163,"[44.070902681592294, 38.13547035716704, 42.77527190572424]",0.117235802,"[90.91944657217482, 88.9602419420485, 90.62166500042808]",0.15987083,"[130.19976880706545, 129.51354769286547, 129.5630517467322]",0.306943738,"[164.18248763972144, 164.51201823266723, 165.96811112269512]",0.350635466
E:/Organized Photos/2003/2003-07-11 10-45-12.jpg,"[35.494131455399064, 31.77406103286385, 29.362676056338028]",0.143134371,"[73.88075742067554, 66.15916069600819, 56.68526100307062]",0.164397513,"[153.28448275862067, 148.07158920539732, 138.36919040479762]",0.216339557,"[115.15176640230713, 107.45061283345348, 96.06885364095169]",0.220692147,"[184.22176913425346, 179.9987452948557, 174.4363237139272]",0.255436411
E:/Organized Photos/2003/2003-07-11 11-02-46.jpg,"[107.5789456369275, 63.188106937669446, 59.1782134985032]",0.129874612,"[125.8580354691138, 114.61849201867258, 109.1244890240553]",0.149493941,"[46.62028642315219, 42.283823975097235, 53.18020361932826]",0.153428088,"[196.80057718269484, 183.8998079187066, 174.87630753285367]",0.21033179,"[161.282512014047, 150.75606120584968, 144.0440832059872]",0.35687157
E:/Organized Photos/2003/2003-07-11 11-02-57.jpg,"[161.17212709911098, 81.30186038854129, 78.19838656568979]",0.063332755,"[70.83707243999, 63.49627278239467, 75.71048971002598]",0.149175459,"[134.6690737662479, 121.85366651224895, 119.64479385235845]",0.194732103,"[179.76550361575192, 166.69673719141423, 158.65896840772638]",0.276015579,"[217.08983036822517, 205.67895738518834, 199.80019859329744]",0.316744105
E:/Organized Photos/2003/2003-07-11 11-04-00.jpg,"[46.94752779451825, 42.636711687562524, 49.53643882617858]",0.122623653,"[103.26629360936597, 77.31343006281492, 73.9918812114779]",0.155993251,"[210.3388652207976, 202.21862382579275, 199.8189850002246]",0.221800765,"[132.503716813472, 120.73922114384834, 113.98049024852236]",0.237936163,"[168.62084459630418, 156.59981807724566, 150.1417918561351]",0.261646168
E:/Organized Photos/2003/2003-07-11 11-13-51.jpg,"[232.0064916493785, 226.49566239791545, 222.28892379348423]",0.064163443,"[182.66217921950843, 170.95249525763833, 156.15855832209925]",0.128888169,"[68.69716284479759, 49.54217687302857, 44.493362987594]",0.167613331,"[150.5518857193722, 133.65819790904274, 114.18019920476354]",0.221817813,"[121.2734860394745, 84.51441748592073, 63.428800245507]",0.417517244
E:/Organized Photos/2003/2003-07-11 13-03-49.jpg,"[100.68255627364695, 89.85016267463594, 87.53345503260844]",0.072305274,"[37.26055303016698, 35.403349084571666, 37.57360619508779]",0.14713645,"[161.6906926743754, 158.49616521797108, 151.72716677093862]",0.167134704,"[248.3209971748827, 247.8849114840169, 247.28826278631578]",0.280430677,"[207.45120797145472, 204.9310629609846, 197.40955788292368]",0.332992896
E:/Organized Photos/2003/2003-07-11 13-04-06.jpg,"[125.55304740406321, 121.43566591422122, 115.86531226486079]",0.110637822,"[42.04970472440946, 33.61368110236221, 33.49557086614173]",0.167069871,"[202.7105143377333, 199.8629949931725, 191.60582612653613]",0.1793747,"[168.29705681040386, 167.0530458590007, 157.78439425051337]",0.2393333,"[237.93855042016807, 236.39653361344537, 233.8358718487395]",0.303584307
E:/Organized Photos/2003/2003-07-11 13-45-49.jpg,"[52.52000729971409, 51.592919277328356, 55.66764401727602]",0.132790286,"[197.68648382680126, 187.2626754235837, 176.33070554509652]",0.150276328,"[254.02498548255969, 253.8982540358486, 253.8439162246909]",0.209227821,"[127.572434653063, 121.12897837569416, 120.23660331362007]",0.215282083,"[225.8303955143699, 223.37230839824525, 218.0919061688601]",0.292423482
E:/Organized Photos/2003/2003-07-11 13-46-26.jpg,"[144.29282603435763, 133.3090975078636, 139.40267360270997]",0.138043305,"[246.40498941465916, 246.20266636150367, 247.73313497739875]",0.148161637,"[186.1940136409053, 184.6221382336331, 189.0107302663018]",0.191141494,"[49.488610727021275, 51.582199257695926, 64.00280183392763]",0.229624372,"[214.97992647487874, 214.38244733617313, 213.6624555056312]",0.293029192
E:/Organized Photos/2003/2003-07-11 13-49-31.jpg,"[149.24818627667605, 144.7726505545006, 135.38558299827736]",0.087226668,"[68.7865218925818, 67.20094878236138, 64.32772437560983]",0.185162398,"[18.434449055422668, 17.234354143317248, 17.422534557093645]",0.190584602,"[169.1886779127024, 165.3307022298109, 160.0490871488427]",0.250625599,"[110.69407688814974, 109.25415969242609, 102.26745888668312]",0.286400733
E:/Organized Photos/2003/2003-07-11 14-17-48.jpg,"[87.18828725596659, 98.30317852592329, 106.02860416791353]",0.166895003,"[123.54116993351357, 129.74290969707434, 131.36864593512345]",0.183087485,"[60.2195552024309, 67.22222803019206, 68.57661990089265]",0.204835195,"[34.84667050222054, 41.06880401828148, 32.79495193706244]",0.220217394,"[154.10788795585137, 164.14213170819176, 182.33799502263707]",0.224964923
E:/Organized Photos/2003/2003-07-12 09-41-42.jpg,"[118.07685352622062, 99.10307414104882, 93.54611211573237]",0.08527109,"[194.07280219780222, 197.2802197802198, 194.1998626373626]",0.113369846,"[177.10805300713562, 122.59768943255183, 51.73360516479784]",0.214675081,"[103.91645569620253, 56.471729957805906, 12.721237693389595]",0.279439068,"[52.20837253057384, 29.404045155221073, 14.604186265286922]",0.307244915
E:/Organized Photos/2003/2003-07-12 10-09-10.jpg,"[32.26062676827603, 51.76455500289003, 35.42429497125127]",0.164698948,"[87.30812448884919, 117.65090642685396, 84.83781015270188]",0.193147183,"[193.29450591993876, 213.79016015268235, 195.2368231185542]",0.200245745,"[143.80965856043065, 166.30965628325575, 148.5686241766118]",0.207871237,"[243.3347611949529, 246.30665824054282, 248.41434822330106]",0.234036887
E:/Organized Photos/2003/2003-07-12 10-16-24.jpg,"[85.30089933611202, 89.78500849158532, 93.08677242550554]",0.096195571,"[202.12263462852874, 216.3656290485465, 201.45247324771242]",0.139936118,"[154.57886762137434, 170.66473538765803, 158.54266313121406]",0.140429726,"[118.96535995878845, 130.35317960018855, 125.78653785613109]",0.204072956,"[252.99855702706364, 253.32031078888545, 252.9731770227178]",0.419365629
E:/Organized Photos/2003/2003-07-12 10-16-42.jpg,"[192.0888613721007, 212.378906176153, 207.61837391534422]",0.114623111,"[138.55607262740327, 162.9252312952528, 164.12939877104944]",0.157353193,"[60.89082901595893, 76.03489346027878, 86.82312884860224]",0.166066639,"[95.63492063492082, 117.67201306197299, 122.77373808327911]",0.216297196,"[252.19146040862978, 253.31103268567102, 252.6871049275]",0.34565986
E:/Organized Photos/2003/2003-07-12 10-45-08.jpg,"[193.30214165111522, 212.6300986403625, 184.98813649693446]",0.06448425,"[73.36216735748174, 102.05454436234763, 37.37637412146327]",0.098214433,"[130.6345505172843, 145.15835465103095, 131.38659362053758]",0.131781114,"[67.60685158787662, 78.17986586591259, 83.65263010305432]",0.253632195,"[27.770531510468984, 40.515740662785205, 23.345394374680247]",0.451888008
E:/Organized Photos/2003/2003-07-12 10-46-49.jpg,"[247.07167585089238, 248.1492901134524, 241.46007131280476]",0.045183919,"[180.3532539462753, 197.71809471060647, 139.76669066740521]",0.054440825,"[108.41925816831288, 121.3778314950295, 108.91103462628307]",0.192560328,"[75.64067535268282, 89.88899074674114, 80.6214821722418]",0.329125391,"[29.093961249388176, 38.64748653890232, 23.02202570155702]",0.378689537
E:/Organized Photos/2003/2003-07-12 11-06-11.jpg,"[178.36977868115346, 192.06611050588248, 208.72235586003893]",0.152436996,"[29.021407572649668, 44.72525835733308, 38.02036470455528]",0.165195914,"[135.96211847534633, 149.36043743878741, 161.07983719474018]",0.189140196,"[63.550165930703216, 81.1562507475253, 74.17649572853993]",0.240034064,"[97.23991861820728, 112.42980289778608, 119.75410206380506]",0.253192829
E:/Organized Photos/2003/2003-07-20 17-30-27.jpg,"[241.41018707449302, 244.88184195407956, 234.38898023600527]",0.12098294,"[71.19280598894306, 77.98379306274225, 69.81460149133349]",0.164297035,"[168.68978369864448, 189.55300044486674, 145.45237642928433]",0.165206246,"[104.75724265278849, 121.3174634488938, 120.84374217043818]",0.204187899,"[33.997607063770324, 32.403348010631206, 23.081420501081563]",0.34532588
E:/Organized Photos/2003/2003-07-20 17-30-46.jpg,"[233.49172286940527, 225.5775597792765, 213.749233599019]",0.119846168,"[175.17221999197108, 166.84343637093536, 155.36170212765958]",0.174858349,"[71.90115532734274, 59.16880616174581, 60.19576379974325]",0.210045595,"[129.97621283255086, 116.52300469483565, 97.84381846635365]",0.22829775,"[98.73174481168333, 120.00666154240328, 141.96874199333845]",0.266952138
E:/Organized Photos/2003/2003-07-20 17-31-08.jpg,"[162.12928736398712, 70.4295539417314, 77.8942139177453]",0.138791855,"[173.26412357511168, 155.63550050502369, 149.63036824958056]",0.172652221,"[72.85752780447629, 62.10089618606007, 41.20454509447704]",0.202011733,"[230.40852360811468, 226.17033256349998, 224.90330334816724]",0.215111347,"[101.7343898545785, 114.02591127647135, 120.37374854755171]",0.271432844
E:/Organized Photos/2003/2003-07-20 17-31-49.jpg,"[191.93495145631067, 46.394174757281554, 79.27766990291263]",0.05844187,"[84.12581742087364, 75.39497776615218, 49.90530996599529]",0.115346864,"[139.64263574790493, 107.86717942830902, 90.87636321891861]",0.247691327,"[194.36286670604449, 195.9469383736956, 179.96475684189804]",0.285576502,"[162.21780604133548, 148.80653815580288, 144.48439984101748]",0.292943437
E:/Organized Photos/2003/2003-07-20 17-34-26.jpg,"[215.3479359730413, 224.06276326874473, 218.37405223251892]",0.148626058,"[60.55759468957439, 48.87153455681374, 25.41897696212417]",0.178358037,"[156.24562006183442, 192.93610443146684, 217.96805221573342]",0.191174556,"[117.21285838401388, 104.90674775557484, 71.32203880683463]",0.217720163,"[178.5648854961832, 174.82762866289093, 135.19133218419108]",0.264121185
E:/Organized Photos/2003/2003-07-20 17-34-43.jpg,"[202.26797175292708, 221.08322159649555, 202.73558594797507]",0.145359097,"[100.8643940223342, 97.30339938690597, 71.79120593387346]",0.198422674,"[84.40489216669407, 118.61751228119162, 150.0220871044312]",0.213725317,"[47.55917517547467, 44.325877996783525, 24.265649349839805]",0.218160821,"[153.17564009942797, 160.36531279464165, 141.25302753866302]",0.224332091
E:/Organized Photos/2003/2003-07-20 17-38-28.jpg,"[238.4269451145958, 241.37628166465615, 230.21773220747878]",0.116066484,"[186.87520765499377, 221.42341683832808, 107.52236028972024]",0.131776981,"[122.84903569053425, 116.85394960467006, 105.0255671321954]",0.232701742,"[55.57211555587221, 49.23200227977058, 37.45406618459016]",0.238496413,"[188.13270303781766, 166.9340049597023, 165.28245505269683]",0.280958381
E:/Organized Photos/2003/2003-07-20 17-39-09.jpg,"[198.69627623491647, 210.6118568462594, 137.44339835961082]",0.136873987,"[228.06636246153604, 230.88917279496846, 222.4209691066213]",0.164192166,"[48.31615327763936, 45.42151350780649, 32.97957331960777]",0.214699878,"[167.96498570697736, 148.19253525564164, 152.6880594728497]",0.241126409,"[106.34932603841521, 108.67243596488146, 92.66339330597728]",0.24310756
E:/Organized Photos/2003/2003-07-20 18-15-25.jpg,"[222.0283944243676, 221.81104801239027, 207.0877645844089]",0.155359903,"[113.72650771388501, 91.80504908835908, 71.81299672744274]",0.176736697,"[59.42167689161554, 50.53251533742332, 41.32719836400819]",0.192519517,"[177.7434392265193, 178.26381215469613, 158.68853591160223]",0.235563432,"[139.41309648206195, 136.19958202716822, 124.61720654824101]",0.239820451
E:/Organized Photos/2003/2003-07-20 18-15-34.jpg,"[102.59158258803409, 129.33600053425997, 150.04912207321127]",0.125261657,"[132.23342925411598, 94.47222317951542, 83.93097437134558]",0.174841301,"[57.573567441364375, 50.20232172274434, 42.00390746293423]",0.212276003,"[212.16673497979988, 207.6582921991906, 193.65301952654298]",0.243210104,"[169.55686662168043, 166.10068795826237, 168.13465075420325]",0.244410935
E:/Organized Photos/2003/2003-07-20 19-01-36.jpg,"[50.4720258835242, 57.06847519495607, 56.06344781815179]",0.039120101,"[205.08392424712824, 192.9650605402052, 163.52987271033854]",0.102316732,"[119.21319678035204, 141.08537941355354, 61.423078805849045]",0.190172616,"[166.59110325420326, 172.22167063520772, 110.25474661471503]",0.260916474,"[144.75146670904152, 163.40941045606272, 81.29852375655503]",0.407474077
E:/Organized Photos/2003/2003-07-20 19-01-50.jpg,"[193.60398783917103, 180.2575719951948, 168.31985933169062]",0.038744018,"[40.51247672803571, 56.70764206980105, 23.966989272732597]",0.180406345,"[74.85048950187822, 99.23794785488029, 36.65506502746815]",0.194378234,"[122.53172726998523, 144.84478895565272, 64.61288973477896]",0.205938647,"[149.24045186403518, 163.132724954573, 82.97780241451842]",0.380532756
E:/Organized Photos/2003/2003-07-20 19-02-05.jpg,"[233.59890301395967, 228.92788876047902, 216.1981545686348]",0.043070778,"[89.43265360492867, 101.88835433201965, 65.14195038019652]",0.176644742,"[170.76023126865164, 176.1656206096778, 115.58506521576471]",0.192746562,"[43.88566345145424, 51.68292869974654, 37.77803916155243]",0.206477716,"[137.45023306462048, 152.81147809930883, 80.223687691358]",0.381060202
E:/Organized Photos/2003/2003-07-20 19-02-53.jpg,"[174.59562153886762, 171.98100153096175, 124.44060820541262]",0.101584197,"[67.0199826404156, 87.71768880459769, 38.83780259781992]",0.119789859,"[34.38229892987244, 46.12779919007677, 26.13600210556123]",0.221564938,"[143.6919642857144, 155.45274662766107, 86.38201046914786]",0.269719033,"[118.48703632109674, 138.9550287491318, 60.90875134966119]",0.287341973
E:/Organized Photos/2003/2003-07-20 19-16-40.jpg,"[180.65595178302362, 185.8588648920141, 239.03766951280767]",0.166210253,"[64.98656429942419, 45.67274472168906, 57.478406909788866]",0.173490658,"[110.88654353562005, 111.89031285337354, 170.287598944591]",0.210710972,"[155.32346647646224, 96.90228245363767, 110.28316690442227]",0.220965686,"[196.01741654571842, 218.50689404934687, 145.36465892597968]",0.228622431
E:/Organized Photos/2003/2003-07-20 19-17-02.jpg,"[60.98752843414084, 44.581229864511165, 34.110761914891334]",0.135078554,"[173.6496663823532, 192.79463350644016, 95.42093855605098]",0.169472565,"[113.39752228631352, 117.59568432092284, 84.26802045097003]",0.17595741,"[210.0403595353675, 202.01391435679417, 211.74230971340768]",0.249163629,"[151.94079317465275, 151.93189778975045, 160.9550302092986]",0.270327843
E:/Organized Photos/2003/2003-07-20 19-17-53.jpg,"[207.55732484076432, 205.12738853503183, 202.80573248407643]",0.0287086,"[35.7060732498841, 66.07000463606862, 36.17663421418637]",0.181499207,"[71.30732425469267, 112.50828119249172, 59.98233345601766]",0.213625355,"[112.82443257676904, 152.7716955941255, 88.38918558077437]",0.242710813,"[147.55555555555554, 182.61647173489277, 110.27485380116958]",0.333456025
E:/Organized Photos/2003/2003-07-20 19-18-27.jpg,"[226.50071530758225, 219.94849785407726, 207.51216022889844]",0.056483709,"[40.13215258855587, 49.84196185286103, 34.5524523160763]",0.12120301,"[93.9300111982083, 119.49944008958566, 49.81298992161254]",0.148229828,"[171.08424621804903, 182.28873239436618, 110.86254564423578]",0.306539243,"[141.58742501666296, 162.27793823594763, 81.17973783603647]",0.36754421
E:/Organized Photos/2003/2003-07-20 19-18-41.jpg,"[226.89387928591654, 194.87731809451844, 172.37421680677568]",0.064126765,"[175.77193368342904, 176.48276923922904, 119.2913035110392]",0.184386985,"[117.48260627308261, 132.09058051409505, 62.71681385383843]",0.200771383,"[62.37576045121587, 67.74940139408668, 86.62449672762106]",0.226440841,"[145.4768590143484, 156.7199500935746, 89.62460386774802]",0.324274026
E:/Organized Photos/2003/2003-07-20 19-20-40.jpg,"[232.3244082194412, 210.1959405962563, 192.24413769118618]",0.088628455,"[57.87210433926382, 58.70451089244679, 59.36735003761582]",0.145331459,"[100.37377455686558, 111.56327684545651, 66.2723286208292]",0.182983907,"[171.397413465196, 176.93087612526904, 111.50114872575112]",0.254830184,"[139.3600475500924, 156.86748920055643, 77.32768989530067]",0.328225995
E:/Organized Photos/2003/2003-07-20 19-22-47.jpg,"[217.0181653042688, 210.19255222524967, 196.18498334847104]",0.113893159,"[189.57380756578942, 182.717927631579, 144.48725328947367]",0.169141167,"[113.76301806588735, 99.64824654622741, 78.45678356358484]",0.186321125,"[141.58246846559155, 134.57815743254037, 122.26664537761458]",0.240524057,"[48.30013959981387, 39.04734760353654, 24.801884597487202]",0.290120491
E:/Organized Photos/2003/2003-07-20 19-23-44.jpg,"[158.16859122401848, 136.284064665127, 88.76443418013857]",0.03364417,"[71.52777777777779, 114.11564625850342, 8.631519274376418]",0.142252023,"[163.1059139784946, 194.30913978494624, 94.6268817204301]",0.144352249,"[104.85174717368963, 148.4077595066804, 31.369732785200412]",0.323274927,"[130.61627103019129, 172.2429131136206, 57.72389951601752]",0.356476631
