Path,RGB_5,P_5,RGB_4,P_4,RGB_3,P_3,RGB_2,P_2,RGB_1,P_1
E:/Organized Photos/2013/2013-01-01 16-01-31.JPG,"[178.39605164216732, 179.02549058846358, 174.67917697569456]",0.160829833,"[27.3345336734438, 32.386614191469306, 39.71331776923784]",0.188402,"[77.60988835751319, 80.60280982763136, 76.01867446494172]",0.20033075,"[129.29354491693516, 114.32733046369506, 91.7620201943639]",0.224391333,"[159.7176656481297, 152.6884242288315, 133.36615922499794]",0.226046083
E:/Organized Photos/2013/2013-01-01 16-35-47.JPG,"[94.06462518039973, 71.50279507665364, 50.161093822182025]",0.0697635,"[36.125045703839284, 29.686031317065495, 20.47949447579697]",0.07818575,"[140.08142718627954, 109.08634103382897, 82.37733972619802]",0.139166833,"[192.61168650475756, 190.44445825165712, 171.46125197261608]",0.348316167,"[176.85615180754496, 170.5213743467339, 145.6815374894861]",0.36456775
E:/Organized Photos/2013/2013-01-01 16-40-07.JPG,"[136.80968256177368, 98.105229696732, 73.27439776565997]",0.104700833,"[238.04913606767198, 241.98057187591053, 233.8819363733276]",0.125327833,"[192.7907291766151, 191.3520967788397, 178.99804353198311]",0.220094583,"[164.93748668010875, 153.72858298223468, 135.29718656590092]",0.241067833,"[73.4522715660301, 50.701928609151324, 27.73324610027426]",0.308808917
E:/Organized Photos/2013/2013-01-01 16-46-29.JPG,"[98.33553611471645, 66.88662776297171, 55.66642228012632]",0.134233333,"[209.56526669419057, 197.78335868968932, 173.9050889923243]",0.156484333,"[31.60484900518035, 22.71829354725485, 20.39591787455813]",0.198052833,"[250.37916613218087, 250.10195349360325, 246.6749419680424]",0.252571917,"[164.41549701356078, 142.73358740141344, 117.26535815908872]",0.258657583
E:/Organized Photos/2013/2013-01-01 16-46-33.JPG,"[27.5958904109589, 24.001522070015216, 22.853120243531198]",0.101814833,"[100.73707533234861, 75.52511078286558, 66.18537666174299]",0.113482917,"[148.91135371179038, 136.47991266375547, 121.98078602620087]",0.198254,"[188.6221127194333, 186.49707422235906, 168.46750846935635]",0.263559917,"[246.47856967915746, 247.48199853049226, 242.1160911094783]",0.322888333
E:/Organized Photos/2013/2013-01-01 16-46-57.JPG,"[154.83751638487638, 109.94456712427778, 77.5069470152554]",0.145719833,"[194.59244205235856, 180.7324072844324, 136.59439741949407]",0.191578833,"[251.9116038155032, 251.96875464207736, 244.95007411107167]",0.196235917,"[52.26837043594592, 33.645647549678046, 32.292730098290825]",0.222224583,"[216.24100187436585, 212.13162124225605, 182.54393576690018]",0.244240833
E:/Organized Photos/2013/2013-01-01 16-47-49.JPG,"[208.5320262682021, 208.08346816408107, 207.3630912724851]",0.079416667,"[83.16871211001038, 60.616885997338485, 57.440632855241795]",0.099817833,"[32.768927962209695, 19.138695709224507, 21.947557188470473]",0.1775135,"[133.20120943358202, 114.04539407377541, 101.53811731505745]",0.186324,"[164.47922841294792, 163.13401771669814, 153.7516847421145]",0.456928
E:/Organized Photos/2013/2013-01-02 18-46-22.JPG,"[240.2767187834653, 233.4207539087598, 222.1579299635896]",0.129842578,"[68.72602124046999, 36.62932383393808, 35.01180211073004]",0.203909857,"[133.29921104860009, 105.70956419046368, 76.98776387225884]",0.206597583,"[184.57972439384073, 146.13940470338252, 103.22578138627696]",0.209484973,"[187.53618394184443, 177.33876500857636, 165.42662473794567]",0.250165009
E:/Organized Photos/2013/2013-01-08 17-10-44.jpg,"[206.5749486652977, 222.26694045174543, 231.21971252566732]",0.084505874,"[41.73931324456901, 34.744218640504556, 43.51436580238261]",0.121983895,"[167.91976659372716, 180.5776805251641, 186.85156819839534]",0.235205036,"[110.82813474734873, 111.46880848409232, 109.81534622582657]",0.249396746,"[144.7903021071338, 149.42472708809345, 149.16628585935518]",0.308908448
E:/Organized Photos/2013/2013-01-12 12-38-29.JPG,"[210.76322636600167, 70.93928881179531, 67.4275802254987]",0.082870624,"[42.72637979420018, 30.226379794200195, 19.508886810102904]",0.151459201,"[93.60401891252957, 70.92513790386131, 53.80811662726557]",0.171975911,"[230.48114593535746, 213.21425073457397, 188.30460333006857]",0.282819281,"[139.75943929459643, 141.53470495139044, 152.54962695003388]",0.310874983
E:/Organized Photos/2013/2013-01-12 12-40-15.JPG,"[250.80933062880328, 250.19675456389456, 245.30831643002028]",0.040257578,"[187.6232931726908, 183.98473895582333, 179.166265060241]",0.110551806,"[47.44703272323904, 38.01109262340543, 30.626733222407097]",0.149305806,"[151.85168539325838, 146.34794007490638, 137.0681647940075]",0.207597814,"[112.86671054796776, 104.98601283528058, 94.64686522955407]",0.492286996
E:/Organized Photos/2013/2013-01-12 12-40-59.JPG,"[202.02619410836073, 170.94516149556281, 125.01220409002734]",0.109299408,"[114.26050154259906, 111.51699666471862, 105.04652041105336]",0.126771029,"[236.44612711280124, 231.60902232265687, 222.56060435772167]",0.201224814,"[63.13453212613967, 58.33148217273082, 53.589301186304716]",0.235410509,"[23.72504434044087, 22.88440818208098, 23.045474345050646]",0.32729424
E:/Organized Photos/2013/2013-01-12 12-43-45.JPG,"[238.96539882796492, 237.65896507533583, 241.96532417602938]",0.02715477,"[35.067800712235965, 32.922322488446376, 33.86112551717786]",0.057380149,"[81.88411550068895, 79.50338857401223, 81.84474337269582]",0.12694912,"[116.55328014165808, 111.61487052100028, 105.85546144792394]",0.321671528,"[142.40622543898013, 136.99316864721413, 131.46767579996197]",0.466844433
E:/Organized Photos/2013/2013-01-12 12-49-37.JPG,"[237.19616000000002, 192.71808000000004, 57.55616]",0.066088864,"[232.53533726963673, 226.68294864913213, 209.2540704956164]",0.121378221,"[71.92994725980282, 53.119009401513416, 57.13334097684015]",0.184110378,"[158.21336760925453, 151.44870296798317, 143.41949053517178]",0.186621932,"[113.0149218379915, 106.26129796305074, 104.48498342018001]",0.441800605
E:/Organized Photos/2013/2013-01-12 17-17-17.jpg,"[157.32377049180332, 148.41074681238618, 134.76183970856104]",0.096110996,"[96.64935064935067, 86.40971931294513, 74.96899874319229]",0.10385679,"[139.92092485549136, 126.64971098265896, 113.73317919075147]",0.205085759,"[120.50642161204607, 106.56532329495127, 93.85850310008857]",0.219265502,"[178.84071782178225, 172.91002475247524, 159.5100247524753]",0.375680953
E:/Organized Photos/2013/2013-01-12 17-18-28.jpg,"[158.74737758012276, 152.4464639628751, 137.32227969256053]",0.095031558,"[96.03473900975915, 87.27688244247472, 74.00787895066703]",0.104360903,"[139.9908931623006, 127.86588505050938, 113.29144043782036]",0.210546024,"[119.39434807951282, 106.67071332381963, 92.31608144232509]",0.225776544,"[178.21640857088687, 173.38113899247844, 158.9632513747552]",0.364284971
E:/Organized Photos/2013/2013-01-12 17-31-41.jpg,"[28.320022233500023, 20.918896058386963, 13.126513448850842]",0.038525472,"[149.85136156778302, 149.5942749743959, 133.92300991478965]",0.174350761,"[117.53434955188918, 110.74359637516554, 87.56156976308799]",0.185204333,"[185.70850850047486, 189.45861635995462, 180.7319587998287]",0.2550574,"[89.65521322422971, 75.6244523811062, 51.096104828518364]",0.346862034
E:/Organized Photos/2013/2013-01-12 19-29-28.JPG,"[237.3210176938891, 220.03175371871026, 189.75673462316885]",0.063327618,"[77.83692868710004, 57.023189819385664, 40.63221017823572]",0.145927664,"[189.3561040597475, 46.96231968708578, 50.388301153740485]",0.150386681,"[233.85105472380766, 73.69695792132525, 76.37720357718645]",0.191296476,"[151.08059392906858, 115.09193359665163, 86.71022005553827]",0.449061561
E:/Organized Photos/2013/2013-01-12 19-42-42.JPG,"[139.4965679657657, 129.58439357821865, 117.56024009879651]",0.073627531,"[204.0129532658767, 184.01151620142514, 170.2013661955195]",0.107030149,"[240.9797914737734, 223.67643546287746, 205.2866363404588]",0.159740244,"[73.41354953556841, 65.51532510212932, 54.16133007736723]",0.185379421,"[253.71241038251864, 253.31634857922964, 245.24639947924658]",0.474222655
E:/Organized Photos/2013/2013-01-12 19-43-14.JPG,"[127.37502714440818, 117.00564603691635, 99.04875135722041]",0.080065359,"[188.15508987444684, 172.67455514407004, 157.86595610152654]",0.096489331,"[76.94572101704254, 68.72780956460544, 53.23786066150597]",0.145176535,"[235.40846781190336, 216.82578518132917, 199.779599745503]",0.15385709,"[253.74115633806414, 252.98734004784725, 245.1556569638251]",0.524411685
E:/Organized Photos/2013/2013-01-12 19-43-46.JPG,"[253.72089617806446, 238.7215404890908, 180.70226973202514]",0.144193339,"[212.1596479072034, 142.91977827392427, 91.19318910873311]",0.157034955,"[145.44849136215268, 88.23849613884244, 46.77684897699229]",0.202586345,"[250.7466388065837, 194.56161474300782, 133.3336530392039]",0.236315359,"[49.56469375322179, 30.205820328975133, 17.225502600871646]",0.259870002
E:/Organized Photos/2013/2013-01-14 10-20-11.jpg,"[197.4079320113314, 182.27762039660055, 171.6012747875354]",0.051075983,"[155.13201147925906, 113.83746412731543, 129.97338899034693]",0.147624637,"[92.92060334825129, 82.87369467926405, 70.91264710757501]",0.224715003,"[251.6768383447454, 252.47469484965765, 225.59601071747545]",0.252424073,"[20.307834955957343, 17.77097821047752, 12.011474269819194]",0.324160304
E:/Organized Photos/2013/2013-01-16 14-26-54.jpg,"[184.76724249902585, 213.15924145992992, 218.90024678529684]",0.063001521,"[67.91319634346435, 158.11180560981327, 187.42237674818335]",0.109681444,"[49.905920370709104, 96.72855313700381, 123.95835619779281]",0.145919601,"[17.155820224719108, 48.16817977528089, 75.76103370786517]",0.193683472,"[3.7146404570475995, 13.661920225050793, 25.608366471599506]",0.487713963
E:/Organized Photos/2013/2013-01-17 17-05-08.jpg,"[236.77085916895226, 219.8167257610962, 173.26545333868958]",0.01536581,"[110.95960645487555, 76.23092271619717, 53.414748747184206]",0.028969852,"[24.691413725152668, 21.700146078333578, 23.87612971341988]",0.20853583,"[21.73210194808571, 34.27339917719727, 54.30797767897672]",0.347147381,"[5.318091705700022, 5.189025703108152, 4.750801994932756]",0.399981127
E:/Organized Photos/2013/2013-01-17 17-05-10.jpg,"[234.6217792902283, 210.47515799708302, 139.4882839086046]",0.026395973,"[133.19999999999993, 92.43327417923696, 56.137355811889975]",0.02958848,"[34.328048857667255, 25.75030061388518, 24.638836149610775]",0.160971366,"[5.5225582156603785, 4.36006230740577, 3.5269942320499377]",0.230638582,"[21.909796633421088, 36.50044955693152, 59.86897037558859]",0.5524056
E:/Organized Photos/2013/2013-01-18 07-49-37.jpg,"[167.88080565061856, 168.0516686822947, 161.9344106219289]",0.062183365,"[103.20542335488982, 104.2628060960586, 103.15852553789179]",0.140384458,"[16.721648062685237, 18.70617834057029, 19.4807374906222]",0.256384514,"[62.973612122677594, 61.736405775905084, 60.46998817573057]",0.26264425,"[244.18571621899795, 248.27344659687762, 248.329615522331]",0.278403414
E:/Organized Photos/2013/2013-01-18 10-17-55.jpg,"[235.98200880948002, 223.59249953471053, 211.61892797319928]",0.050022953,"[199.48357894232365, 180.17724582464723, 159.47259962140254]",0.107652906,"[96.66602840304529, 72.40424159189845, 54.65086288210914]",0.273126497,"[35.29929154511808, 24.903207375322733, 16.271292774589956]",0.274638085,"[151.96249711354756, 131.33039731577483, 108.14017136779356]",0.294559559
E:/Organized Photos/2013/2013-01-18 10-18-03.jpg,"[163.5380591573408, 126.08829217258986, 106.35034714516681]",0.122747511,"[210.66347152565518, 184.65626020120484, 164.4826542422173]",0.132698737,"[240.92216703364213, 231.01981668288167, 216.51595063751336]",0.147980569,"[70.16400010372365, 39.07181568302044, 27.263717456695357]",0.295244517,"[118.48745588955005, 79.722329546918, 61.37712180923681]",0.301328666
E:/Organized Photos/2013/2013-01-18 10-28-17.jpg,"[131.51395102524984, 201.99846636163412, 232.0936536180302]",0.034519726,"[184.20274680680316, 165.91935052392535, 147.15664416201636]",0.160749847,"[230.4340598772908, 223.43400939403637, 208.7049066958776]",0.211484916,"[92.98748882508777, 82.0327678130124, 78.10633654648618]",0.217600227,"[40.024103140963064, 39.78912620849018, 28.687205569748055]",0.375645285
E:/Organized Photos/2013/2013-01-18 10-31-48.jpg,"[219.8633206844708, 195.91057492661275, 169.76322760793343]",0.023899937,"[156.03076862076483, 130.11704763981706, 102.58622945619629]",0.084985843,"[106.84637160870898, 88.47513797353044, 67.77026737394843]",0.186537955,"[22.201964460302545, 20.159968955681165, 16.912486266920663]",0.328057168,"[63.46426748790148, 49.41685437747462, 33.11829740431145]",0.376519097
E:/Organized Photos/2013/2013-01-18 10-32-04.jpg,"[195.79283653398684, 167.82921229795605, 148.01373333747003]",0.041521115,"[132.20267854604901, 107.19038490084543, 84.5616829897638]",0.138328082,"[107.97366191286756, 68.72472418521527, 41.38660321025583]",0.176746799,"[62.328975597878284, 50.400875501337325, 35.26135252391472]",0.281672639,"[24.727017752520556, 18.721589747168476, 14.757765931301869]",0.361731365
E:/Organized Photos/2013/2013-01-18 10-32-10.jpg,"[141.6387900355872, 129.15480427046262, 114.644128113879]",0.031856362,"[121.807541625857, 79.29627815866796, 45.34916748285993]",0.114242043,"[75.82417582417584, 56.74594453165883, 35.525641025641036]",0.206234156,"[35.871846846846836, 29.14279279279279, 26.519144144144143]",0.225952383,"[16.415807560137456, 14.205128205128206, 12.949775310600053]",0.421715056
E:/Organized Photos/2013/2013-01-18 10-32-16.jpg,"[48.44108348875928, 61.71392076893628, 79.32632221276104]",0.06369658,"[173.95665275241316, 134.6117597182366, 100.15080006957136]",0.102959324,"[122.96922133998383, 84.75669419419405, 53.895041227668436]",0.212342333,"[28.990858212994333, 22.676683223896827, 20.920574781255894]",0.288507575,"[93.11807986942036, 62.07837852795063, 34.11021067854924]",0.332494188
E:/Organized Photos/2013/2013-01-18 10-41-33.jpg,"[237.70216342800944, 205.69393403269703, 183.20036852421413]",0.023093957,"[149.83071426792586, 113.34531817060085, 91.39072712741994]",0.074012124,"[19.906307842198064, 18.510588418751063, 13.07164389943146]",0.259135233,"[53.547955777082244, 45.18542278233757, 27.15815224876475]",0.299612829,"[78.44270466877377, 70.35847689464002, 52.10856454594263]",0.344145856
E:/Organized Photos/2013/2013-01-18 11-44-39.jpg,"[190.44672953208536, 203.10559118788672, 208.54616306664656]",0.085826865,"[126.65568111317923, 157.91755295577343, 186.9401858252821]",0.140972923,"[92.79905340034934, 118.37646513103691, 153.9864335442474]",0.206248799,"[56.158989747437005, 55.374359261457236, 54.70296604001726]",0.279491737,"[14.446585711716391, 16.608848867612387, 18.31625956315277]",0.287459676
E:/Organized Photos/2013/2013-01-18 12-04-03.jpg,"[214.8102879314548, 180.80105697805325, 158.58408248090558]",0.167252379,"[186.31864585396582, 126.46890707016935, 104.27305140140608]",0.189979891,"[64.24627188597715, 57.753519960368735, 54.01328453037866]",0.198135808,"[243.47599082672843, 235.07792548049648, 220.5652022319849]",0.221275446,"[144.49490419812753, 88.03871373143559, 70.88427506092556]",0.223356476
E:/Organized Photos/2013/2013-01-18 12-04-19.jpg,"[250.64257244578087, 244.56851160073802, 224.34434972553615]",0.134594917,"[155.2921249686681, 102.82170903709286, 83.1350526721172]",0.182170895,"[196.0941592393881, 142.70244601365783, 122.47132091019333]",0.189239365,"[219.3686946257713, 189.52524510417646, 175.81593776267565]",0.243376321,"[74.88838551940302, 69.5678744050557, 66.6658818840636]",0.250618502
E:/Organized Photos/2013/2013-01-18 12-07-46.jpg,"[250.15447154471545, 248.34688346883468, 235.13821138211387]",0.062101265,"[217.9714058776807, 183.57505957108816, 140.18824463860207]",0.103706983,"[126.67853128512549, 78.00599475458975, 47.548520044960654]",0.216212289,"[49.4983888292159, 34.16827783745078, 22.959899749373434]",0.223207295,"[183.29509215158416, 128.20356181404014, 73.53344377717954]",0.394772168
E:/Organized Photos/2013/2013-01-18 12-11-50.jpg,"[181.03884756169572, 163.66418703506915, 138.05431573975676]",0.147039425,"[249.9907639680729, 249.0486887115165, 241.5952109464082]",0.152359769,"[93.32924372825488, 58.60922907892327, 34.895440395531956]",0.194947181,"[13.916177017478622, 11.240758646336937, 5.983116400148758]",0.233013595,"[140.87685855890203, 99.86796289236244, 65.1316558647859]",0.27264003
E:/Organized Photos/2013/2013-01-18 18-32-27.jpg,"[90.39161381424586, 106.64371835643635, 127.96195329676449]",0.161668214,"[205.74012019283933, 190.51662277134912, 170.56277382565307]",0.169912864,"[133.48066084850313, 93.92506283650083, 65.51217742923244]",0.1882608,"[165.86177732596002, 153.04975473879318, 134.0666797922079]",0.212945817,"[52.29991526295414, 44.237051885521566, 34.93291140325552]",0.267212305
E:/Organized Photos/2013/2013-01-18 18-40-08.jpg,"[159.49917359850386, 184.30341127699393, 220.29116427778018]",0.007554937,"[175.71270228791317, 125.16677052938228, 95.32320977335958]",0.165400127,"[90.38637227351795, 77.34662652214635, 65.50017217538688]",0.22612697,"[50.575567618244776, 42.00562248852815, 31.251994250071895]",0.228176463,"[3.9679318114997955, 3.0040201184934068, 2.0697871089321334]",0.372741504
E:/Organized Photos/2013/2013-01-18 18-40-24.jpg,"[76.15181808661137, 57.36948737765747, 46.97020429860912]",0.158878822,"[148.41906580733317, 106.21134285330416, 80.5577319315798]",0.170291449,"[107.28771463633973, 85.6518272256722, 76.9474405573664]",0.214366044,"[188.7845909514945, 133.6623088456905, 104.75256068405763]",0.224458191,"[7.34952029305204, 5.330479561223425, 3.947557383588866]",0.232005494
E:/Organized Photos/2013/2013-01-18 18-40-26.jpg,"[9.708659166325923, 7.3132339158220026, 5.163184882555395]",0.161748061,"[66.90466847404593, 56.5129455201077, 47.68038220106989]",0.174143884,"[141.7679603605769, 104.35048346464059, 78.71564126723203]",0.17694504,"[185.99921245721154, 136.5694532165797, 108.2424072297987]",0.2256375,"[95.17746397642587, 84.30275121880872, 77.36042273067247]",0.261525515
E:/Organized Photos/2013/2013-01-18 18-40-47.jpg,"[93.90714948932222, 59.71494893221913, 32.55060352831941]",0.088399994,"[7.483102918586789, 5.663594470046083, 3.3748079877112134]",0.105125207,"[174.44975866608158, 129.3935936814392, 101.05616498464238]",0.191191364,"[63.47878025778058, 58.71707010374096, 48.62904746934927]",0.260685118,"[100.73679478534503, 87.7071251966734, 74.84895482130814]",0.354598317
E:/Organized Photos/2013/2013-01-18 18-40-48.jpg,"[5.425658340755311, 4.205139112286794, 2.59638161830194]",0.091067238,"[178.06626821485654, 131.47846335383787, 102.18353453753292]",0.17113097,"[60.78052713379098, 49.80104908690597, 36.218643958036616]",0.193360251,"[112.16158625659779, 93.33741551586448, 77.23226563565176]",0.240957004,"[82.13421496227308, 72.56174747150419, 59.759981537967455]",0.303484537
