Path,RGB_5,P_5,RGB_4,P_4,RGB_3,P_3,RGB_2,P_2,RGB_1,P_1
E:/Organized Photos/2012/2012-01-20 14-23-14.jpg,"[190.06777360941646, 88.83633116008565, 103.86748132291847]",0.133347867,"[209.1713562061291, 198.3029643016155, 180.7934948841945]",0.137201067,"[143.91955762363656, 143.557546947672, 155.39128208783964]",0.159563124,"[87.13268733549128, 90.11933101954281, 100.38565915849456]",0.215951211,"[137.11662700276733, 109.7733581635537, 113.47423148548718]",0.35393673
E:/Organized Photos/2012/2012-01-20 14-27-32.jpg,"[78.60748560460652, 87.31094049904029, 93.77831094049904]",0.082128718,"[52.588769611890996, 60.43765483071841, 64.15937241948802]",0.105124866,"[105.35929130613924, 117.27482488669139, 124.75854964977339]",0.202384338,"[143.9453268173488, 148.29566279780082, 158.6466096518021]",0.265417351,"[124.82025842178123, 134.47277341947392, 143.4704660821412]",0.344944727
E:/Organized Photos/2012/2012-01-20 15-18-30.jpg,"[222.56218905472636, 171.30223880597015, 134.67537313432834]",0.068980439,"[136.45325355273, 91.21391174270755, 57.57591623036649]",0.102272085,"[67.20801815431165, 51.71028744326778, 40.69175491679273]",0.21009937,"[10.98159509202454, 12.342389716622845, 14.839030090563833]",0.286934529,"[43.136519607843134, 28.386764705882353, 11.755392156862746]",0.331713577
E:/Organized Photos/2012/2012-01-20 15-18-35.jpg,"[225.8586557432163, 192.45749320970734, 185.17590175972535]",0.059641883,"[164.87065035759665, 132.31835438807593, 121.70324176191434]",0.077864301,"[111.86402450833648, 83.65662421807967, 73.3044325781793]",0.207488611,"[66.47112685381371, 49.05043476341813, 34.16352401129949]",0.238919735,"[26.98274947641588, 24.41797552413909, 22.011372074034433]",0.416085469
E:/Organized Photos/2012/2012-01-20 15-23-25.jpg,"[135.57133995037222, 10.46650124069479, 9.81978908188586]",0.073790582,"[186.47301249667638, 111.47912789151819, 105.24727466099444]",0.090291223,"[63.39841150584951, 29.31372759471933, 12.405602661801005]",0.218997829,"[9.73374412193935, 4.561050754013293, 4.898329820009728]",0.287854432,"[124.31909268021154, 65.41135541330367, 46.49137211244087]",0.329065934
E:/Organized Photos/2012/2012-01-20 15-34-24.jpg,"[228.58717922820992, 77.44176359313535, 14.065441403275086]",0.082240155,"[252.66313422415578, 250.99813284408447, 162.3454628111251]",0.13560297,"[251.355976877033, 207.39509003021374, 59.26214923848135]",0.139257467,"[110.96454544126084, 12.470880135218037, 1.3600850958119406]",0.183236995,"[36.725631558301465, 3.0208021967245218, 0.33578503481416067]",0.459662413
E:/Organized Photos/2012/2012-01-20 15-36-42.jpg,"[236.45793248656264, 222.2089595672565, 229.30687459344745]",0.071389356,"[187.30257061752843, 165.240158029457, 169.18517192112031]",0.160089545,"[67.17939990574449, 44.58418300555817, 17.04645456653625]",0.160832404,"[116.97766204456295, 84.56343454979083, 57.81684974001976]",0.285614239,"[152.65376675832994, 123.3223710195474, 113.03076676578192]",0.322074456
E:/Organized Photos/2012/2012-01-20 15-37-24.jpg,"[232.93642241379308, 222.43534482758616, 233.77909482758616]",0.06969536,"[193.2903663500678, 176.6509497964721, 184.35379918588873]",0.206559606,"[41.15377016792888, 29.575897267039846, 10.757655581165622]",0.20851791,"[151.09288537549406, 130.46668548842462, 127.32044042913607]",0.246937844,"[106.21515073434684, 86.94073692347335, 67.01082195310488]",0.26828928
E:/Organized Photos/2012/2012-01-20 15-39-13.jpg,"[244.1693868548743, 235.04675782973092, 239.32509925011018]",0.104811273,"[69.86798214705193, 46.793751468170086, 19.9159032182288]",0.193836513,"[185.74885114885114, 162.1572427572428, 162.79180819180817]",0.221810429,"[145.21196856739874, 120.65867418899859, 110.96252266774131]",0.239145434,"[108.23363926576218, 84.19154030327216, 65.433160415004]",0.240396351
E:/Organized Photos/2012/2012-01-20 15-39-39.jpg,"[242.42016221326477, 238.0177721384615, 246.98496458841242]",0.08456416,"[33.913248963203856, 54.958502986098395, 171.8888063787339]",0.111370973,"[153.6924211530949, 141.24816710771768, 158.77084508264286]",0.192204671,"[95.11242328669415, 78.86929860685606, 79.8741675790233]",0.281844539,"[124.3390682761139, 106.50089300245367, 112.50538020768357]",0.330015658
E:/Organized Photos/2012/2012-01-20 15-43-59.jpg,"[188.45246478873239, 188.9031690140845, 195.11795774647885]",0.034505365,"[47.346724890829705, 45.637554585152834, 23.168558951965068]",0.090399678,"[90.2659375, 88.5340625, 72.29343750000001]",0.238404144,"[146.25711407705867, 140.16620498614958, 141.7179551750189]",0.318046881,"[123.21431797651309, 118.37330623306232, 112.43044263775971]",0.318643931
E:/Organized Photos/2012/2012-01-20 18-30-34.jpg,"[229.7862873814734, 229.7862873814734, 229.7862873814734]",0.113607319,"[55.39830906528887, 55.39830906528887, 55.39830906528887]",0.177853616,"[141.08585476550684, 141.08585476550684, 141.08585476550684]",0.215175719,"[96.90190839694655, 96.90190839694655, 96.90190839694655]",0.215829219,"[186.21566401816116, 186.21566401816116, 186.21566401816116]",0.277534127
E:/Organized Photos/2012/2012-01-21 09-43-57.jpg,"[81.96410913091248, 79.71178098964266, 77.82852957177221]",0.129108092,"[106.6290973568373, 101.67214059777336, 100.47424018698797]",0.201063734,"[142.61784082852049, 134.28323655916657, 136.61241411987652]",0.210450945,"[155.06810644535867, 150.83628418539848, 154.8653708124385]",0.226346062,"[127.08908122462837, 118.77908142235474, 119.66440523032848]",0.233031167
E:/Organized Photos/2012/2012-01-21 09-44-16.jpg,"[80.57484926485307, 76.15314140058486, 79.09259444733793]",0.154992177,"[156.82284380707543, 155.0479875532708, 164.01326749193893]",0.175197855,"[138.04052203232035, 136.23000660232418, 143.81906426475993]",0.184001514,"[119.78837017219381, 116.47491426211538, 122.85733754690878]",0.217690252,"[102.92729276915028, 98.47708639428356, 103.49025046699809]",0.268118201
E:/Organized Photos/2012/2012-01-21 09-54-11.jpg,"[14.269679300291545, 20.900874635568517, 29.379008746355684]",0.052126025,"[91.34306569343065, 101.62043795620438, 132.11313868613138]",0.06582003,"[105.02163061564059, 114.59500831946755, 148.1737104825291]",0.225250843,"[117.08812061346504, 123.60254743956327, 158.74863530023393]",0.283893248,"[128.6320678513732, 131.73465266558972, 169.0975363489499]",0.372909855
E:/Organized Photos/2012/2012-01-21 09-56-46.jpg,"[84.13712678852038, 87.47986105367633, 103.73037796708294]",0.114695869,"[99.07472678940627, 101.51658954415673, 119.80309146401497]",0.190699961,"[114.40407858509496, 114.5241028512763, 135.1486770264593]",0.200132531,"[143.82356046454973, 147.76013156826127, 173.0957524567531]",0.231859512,"[129.20420174061925, 130.50706234840922, 153.23951348266516]",0.262612127
E:/Organized Photos/2012/2012-01-21 10-02-03.jpg,"[53.13924755489828, 54.303891217557236, 54.54527748616177]",0.163389485,"[82.91909899264735, 78.11399619698243, 81.08293160029588]",0.168259741,"[110.80065227928051, 102.11818718467217, 109.70958902180335]",0.178640466,"[135.50627461582215, 125.91268148822921, 138.16507842849128]",0.183475093,"[157.18116126986803, 155.14028764414346, 171.1619133467319]",0.306235215
E:/Organized Photos/2012/2012-01-21 10-23-02.jpg,"[121.38144459384921, 123.0565791658383, 146.62480890648493]",0.181319656,"[79.26861123816884, 80.89831384461426, 96.51279765744475]",0.19941965,"[152.80890555844528, 154.00264293251428, 181.4221315443548]",0.199796024,"[138.38583082989987, 139.6667783098118, 165.65006336076843]",0.202978563,"[100.01964479255479, 102.03941675457806, 122.78231694099608]",0.216486108
E:/Organized Photos/2012/2012-01-21 10-23-29.jpg,"[63.739312657166785, 61.20019558535903, 57.48505169041633]",0.110260844,"[164.29188287620457, 160.11916234247585, 173.78354336545576]",0.172352765,"[95.61958699337339, 91.03313299429809, 97.3436584989983]",0.19868354,"[141.293991020358, 135.52284888369513, 148.85226643705022]",0.252105213,"[118.21304473304471, 112.32779220779217, 123.7717748917749]",0.266597639
E:/Organized Photos/2012/2012-01-21 11-26-50.jpg,"[149.31119648737652, 48.19319429198682, 39.771130625686055]",0.034877344,"[39.50597949886104, 43.30381548974944, 71.70985193621864]",0.066273938,"[155.11701642335763, 136.8067974452554, 90.46441605839418]",0.083824911,"[105.02662406815763, 90.96919800114688, 97.69533874006717]",0.230284958,"[144.2774348988416, 135.3070728406878, 143.66378428330975]",0.584738849
E:/Organized Photos/2012/2012-01-21 11-28-31.jpg,"[100.35471100554238, 76.9920823436263, 60.827395091053035]",0.104148774,"[154.35420619860847, 133.00126502213786, 124.60278304870336]",0.128249715,"[189.89687828831987, 187.64643984566817, 192.82321992283408]",0.228066111,"[131.64264753831105, 99.16335180958592, 79.66090642321487]",0.247764202,"[147.34089619965965, 114.69200226885992, 98.78360748723767]",0.291771197
E:/Organized Photos/2012/2012-01-21 11-30-38.jpg,"[200.6995305164319, 202.03755868544602, 217.76727028839704]",0.121822483,"[155.4666313559322, 156.02754237288138, 166.2510593220339]",0.141120658,"[83.19872249822569, 86.4432221433641, 92.81582682753725]",0.23156083,"[52.28382502543236, 56.74432010851137, 58.67921329264158]",0.239626652,"[115.1031190324634, 117.88064926798216, 125.83163590070018]",0.265869376
E:/Organized Photos/2012/2012-01-21 11-33-08.jpg,"[62.64477418558738, 57.57922013820341, 48.4259316386969]",0.139227803,"[181.59505644461004, 159.91102220568163, 163.35752388041212]",0.141702483,"[102.2985080988917, 91.02843137254898, 83.57327365728901]",0.205276043,"[123.06982586354549, 120.79187363212485, 123.28061661433064]",0.225890584,"[149.3696265560166, 140.39968313843838, 143.38436816295734]",0.287903087
E:/Organized Photos/2012/2012-01-21 11-36-29.jpg,"[141.1771640277963, 121.69379104152617, 111.40809861589918]",0.164322728,"[185.584593741012, 155.4003710738934, 140.14185958427237]",0.170704286,"[198.59175207211067, 193.43730781500798, 196.79542116033358]",0.200486461,"[116.4124532813271, 93.85060853224914, 80.00916380548405]",0.221886866,"[81.72249070125996, 65.46043409917958, 51.86055468788637]",0.242599659
E:/Organized Photos/2012/2012-01-21 11-36-48.jpg,"[83.84985507246378, 81.30840579710144, 80.7455072463768]",0.131446851,"[44.78579952267303, 37.13663484486873, 19.55489260143198]",0.141937128,"[54.59672897196262, 63.23691588785047, 70.0158878504673]",0.180248294,"[131.61335187760778, 125.72705146036161, 128.6182197496523]",0.223573798,"[162.09119090674244, 157.08421596486696, 166.77137690519245]",0.322793929
E:/Organized Photos/2012/2012-01-21 11-45-03.jpg,"[149.63053536021147, 63.5465961665565, 48.500330469266345]",0.128656851,"[202.9251948051948, 199.23584415584415, 208.50181818181818]",0.148657705,"[179.54505494505494, 174.37252747252748, 182.34945054945052]",0.150525134,"[68.5190909090909, 46.545454545454554, 30.272121212121217]",0.274065783,"[142.20321715817695, 120.73056300268098, 104.82546916890081]",0.298094526
E:/Organized Photos/2012/2012-01-21 11-48-40.jpg,"[228.84069981583792, 230.18784530386742, 238.30570902394106]",0.091228705,"[165.23473774720551, 163.38779019776445, 167.40670679277733]",0.09814563,"[52.00429491768073, 46.1972083035075, 35.42662848962061]",0.220625904,"[109.5515205196339, 95.45438441098318, 83.30941836433422]",0.28253733,"[132.79989631933645, 121.1407465007776, 112.94712286158632]",0.307462432
E:/Organized Photos/2012/2012-01-21 11-50-32.jpg,"[73.84795971291612, 84.6923939555359, 94.41442499088852]",0.113535985,"[69.91527695432235, 57.23084467599299, 41.74227668941488]",0.126235221,"[131.4713856755578, 102.45524849213213, 79.70948380811137]",0.228961529,"[153.55683739309194, 130.53047973860467, 111.78952518514703]",0.25526311,"[179.25269754579665, 177.29273062645456, 193.20714957884238]",0.276004155
E:/Organized Photos/2012/2012-01-21 11-52-48.jpg,"[63.41334954467599, 51.27068807225622, 53.52350065755187]",0.0263212,"[116.76392440506336, 110.80609197628101, 110.10503844120764]",0.129768708,"[133.54862872599907, 124.10222658932337, 121.58893875646342]",0.172902572,"[153.03324271981978, 144.48826864737376, 153.70394134925684]",0.335314239,"[143.26246183890157, 134.15459565881474, 141.84148825593024]",0.335693281
E:/Organized Photos/2012/2012-01-21 11-53-08.jpg,"[95.16073147256976, 93.8585178055823, 87.32771896053899]",0.156952993,"[161.99921630094045, 152.8581504702194, 167.81347962382446]",0.193720053,"[119.54957507082153, 119.91111898017002, 122.78682719546745]",0.209990602,"[145.78787878787878, 147.4545454545454, 160.43884629426793]",0.213175024,"[138.17890349470986, 134.72651490862455, 143.27701186277653]",0.226161328
E:/Organized Photos/2012/2012-01-21 11-57-13.jpg,"[152.55694283776765, 127.29015916071639, 120.22234632414529]",0.090139293,"[47.26377765711957, 28.482014388489205, 5.93491244740057]",0.105794899,"[99.0603126333759, 76.20659944515575, 62.809432351685835]",0.132763374,"[73.85810132262128, 52.37860302130292, 31.03677271853164]",0.165999302,"[183.41178365808875, 164.83965567960544, 171.23661871209035]",0.505303133
E:/Organized Photos/2012/2012-01-21 12-11-31.jpg,"[247.7913769123783, 234.3087621696801, 233.28650904033378]",0.053950919,"[183.29126213592232, 169.59488084730805, 181.22065313327454]",0.181542372,"[46.47212047212047, 30.78184778184778, 15.532356532356532]",0.204327575,"[95.75975491776846, 76.69945178974523, 73.61689777491131]",0.256805332,"[124.79385847797063, 118.98905206942592, 128.44619492656875]",0.303373802
E:/Organized Photos/2012/2012-01-21 12-11-39.jpg,"[249.5582974973035, 241.88855627649713, 235.92755550152694]",0.089872786,"[151.5515209298099, 144.40149368927607, 144.5075864886953]",0.15053408,"[182.3164850665822, 178.41690143102696, 182.3886535679503]",0.170920097,"[107.38215989703843, 108.11789175109487, 113.57012839446854]",0.244869045,"[77.96394763383432, 66.40354468277755, 57.30337076420942]",0.343803992
E:/Organized Photos/2012/2012-01-21 12-12-05.jpg,"[100.39999999999999, 67.9968, 43.5536]",0.046946257,"[68.3321585903084, 40.849339207048466, 10.26784140969163]",0.077598108,"[135.0322777101096, 95.62241169305724, 71.71376370280144]",0.098939656,"[165.41423595994777, 147.8030039181541, 145.57292120156728]",0.304865485,"[143.70260727865286, 130.68875611080932, 127.6854970124932]",0.471650494
E:/Organized Photos/2012/2012-01-21 13-07-32.jpg,"[233.64305580748538, 240.01874357579064, 246.94301348328176]",0.030213795,"[56.484078636899966, 45.04262523822495, 51.90294604773575]",0.164932805,"[82.33155934007446, 79.85695331441055, 109.74336970019517]",0.244636597,"[142.77703691437353, 118.32766702376813, 120.29067830118865]",0.268361164,"[170.26676379760892, 146.9361532979651, 152.30104362974106]",0.291855638
E:/Organized Photos/2012/2012-01-21 13-48-51.jpg,"[87.49072765368118, 77.7205132758025, 79.14036483303134]",0.134717126,"[140.8545151679639, 120.09078817060399, 112.8368112675118]",0.154631185,"[43.1493329572895, 32.450874911429416, 22.91381108319794]",0.182245836,"[178.68305573877404, 182.38035629205595, 193.0223973811055]",0.218227032,"[159.07272889255364, 153.40615304290566, 155.720876484366]",0.31017882
E:/Organized Photos/2012/2012-01-21 14-06-05.jpg,"[88.67133806872718, 28.637043029920793, 5.000027425061026]",0.10393673,"[34.44870206369836, 1.3668650471238253, 0.6725605297367563]",0.141065097,"[142.56128994059497, 107.9049616136097, 51.06776332668888]",0.147418089,"[175.9089964659283, 144.07005052062345, 97.7199497165625]",0.299055079,"[206.3272313418107, 174.569674218818, 145.99544759920494]",0.308525005
E:/Organized Photos/2012/2012-01-21 14-06-10.jpg,"[113.16129874544544, 97.70215365515392, 34.17003603794447]",0.06464602,"[153.66608912606532, 142.9217066240233, 80.59043356113735]",0.19643393,"[213.6315599362277, 205.8593798784344, 170.7433121865342]",0.202122069,"[178.75031418760858, 169.204900932309, 110.92148662007746]",0.262458156,"[197.1647121771745, 186.54806193942937, 140.87954464905806]",0.274339824
E:/Organized Photos/2012/2012-01-21 14-09-41.jpg,"[117.75025799793602, 66.41589267285863, 19.116099071207433]",0.164449546,"[179.01143359718557, 140.15435356200527, 100.71899736147758]",0.178929416,"[75.4346846846847, 39.04144144144144, 5.321621621621623]",0.183248296,"[144.26816380449145, 104.66974900924706, 51.36195508586527]",0.184128489,"[173.1874476987448, 170.6747559274756, 164.88507670850768]",0.289244252
E:/Organized Photos/2012/2012-01-21 14-10-40.jpg,"[247.73739124589528, 236.1867929782776, 217.27943323026062]",0.051866738,"[186.43062854740256, 140.51930583095128, 111.99227028163294]",0.088291012,"[152.89360016015536, 77.2245714512398, 52.58684956580045]",0.27177725,"[106.0683457968757, 44.14444758997062, 10.620106009067761]",0.288077776,"[55.888362399821865, 20.158941556137034, 0.87309898563045]",0.299987224
E:/Organized Photos/2012/2012-01-21 14-18-03.jpg,"[74.71212482220322, 47.65530934794682, 23.653608999212942]",0.105528549,"[156.49438650875743, 139.12692998148296, 123.48248358081315]",0.12065742,"[110.31755958899554, 107.71242060355553, 84.54993762558172]",0.160348047,"[129.41369008212075, 126.3165565619148, 107.80803882072898]",0.270068187,"[39.98718360176228, 17.877190897814195, 5.425882883373107]",0.343397797
E:/Organized Photos/2012/2012-01-21 14-22-27.jpg,"[156.5176322418136, 158.04722921914353, 157.78778337531483]",0.129705455,"[90.82562902282037, 90.93797542422469, 80.82738443534231]",0.137802198,"[179.70449282075026, 197.3867531264474, 208.53774895785077]",0.174225844,"[57.30407740152039, 52.25950241879751, 32.04664823773324]",0.229396289,"[148.2691721686135, 136.97155916708994, 96.24301675977654]",0.328870214
E:/Organized Photos/2012/2012-01-21 14-23-24.jpg,"[58.4381630678486, 45.38009362078703, 21.953502946027267]",0.09989864,"[213.13898419105192, 238.58643957231237, 248.8773772029071]",0.101222069,"[133.7221381392445, 154.93353015632047, 168.69776025181494]",0.128196194,"[96.88152508946122, 102.40216707081862, 107.36112885520619]",0.264594916,"[84.64543365470031, 73.37829584223343, 63.79381880221308]",0.406088181
E:/Organized Photos/2012/2012-01-21 14-31-27.jpg,"[42.92135006706662, 29.219333908685385, 16.392001913218913]",0.144622911,"[121.06368013689104, 90.07163891044388, 75.35284227700507]",0.148709343,"[77.7950967741935, 58.326432497013094, 49.40599283154119]",0.15542113,"[132.35867141250912, 123.31636880912896, 122.9922289931234]",0.237324464,"[148.7262793567633, 152.3193344460574, 165.70490276273904]",0.313922152
E:/Organized Photos/2012/2012-01-21 14-31-31.jpg,"[126.58153990534157, 93.14004669188552, 76.33965160669887]",0.120249656,"[81.70646520803439, 62.67641678622666, 53.00722740315638]",0.148668378,"[44.228553441342285, 30.909091687758902, 17.247033177872304]",0.155557523,"[130.81240710500862, 123.442076848735, 124.18128769953645]",0.199852684,"[146.94530845921955, 153.67078242879268, 168.70492607323095]",0.375671759
E:/Organized Photos/2012/2012-01-21 14-35-19.jpg,"[136.69643972517179, 109.40412242348533, 105.38351030605872]",0.129101343,"[88.59250720461095, 65.48126801152736, 48.003458213256486]",0.143387532,"[186.4014974262986, 167.66448291998128, 178.13617220402438]",0.173032843,"[238.02308917197453, 222.20660828025478, 234.32125796178346]",0.203071479,"[33.58935626307228, 18.44922147339066, 4.892400650708808]",0.351406802
E:/Organized Photos/2012/2012-01-21 14-35-51.jpg,"[14.711165811249606, 11.233176533323183, 2.720654751135522]",0.144593874,"[50.76757600528328, 39.37383099879468, 17.251197288148123]",0.149145359,"[89.54300039016785, 93.4293367147875, 92.70000780335533]",0.173756397,"[93.19398886588637, 72.27876759593936, 54.11356152187673]",0.193503458,"[127.80716772542203, 120.8501211064971, 123.19904327889262]",0.339000912
E:/Organized Photos/2012/2012-01-21 14-59-43.jpg,"[233.7243006347174, 241.46008664405423, 251.65866272626505]",0.034999925,"[98.115002528719, 111.02224369626478, 184.0093743226648]",0.065538299,"[165.8317251846404, 122.34319634946385, 125.53370455551531]",0.176222759,"[94.94842565754425, 63.95894229110903, 69.8777281401079]",0.31591891,"[49.42724695159065, 28.551950518070083, 16.966312395994585]",0.407320107
E:/Organized Photos/2012/2012-01-21 15-00-27.jpg,"[241.6901203819021, 180.97586431833028, 180.64770503469083]",0.011734445,"[147.1501578105411, 77.9197904506606, 71.77535417297192]",0.023732415,"[76.26105959752601, 32.365289337567205, 16.860094025478944]",0.049108286,"[30.23996450870216, 7.785685580026102, 2.6060877501761266]",0.143040352,"[6.1827004123129985, 0.3731406567389952, 0.37631566202445993]",0.772384501
E:/Organized Photos/2012/2012-01-21 15-01-14.jpg,"[227.75495376486126, 146.88375165125493, 141.9924042272127]",0.069572152,"[180.81628977386433, 104.63618170902541, 93.47888733239941]",0.110381854,"[130.31571340078463, 68.32882510840388, 48.98451373115838]",0.216653891,"[29.56708479678875, 13.327747114902158, 2.897340692423483]",0.217584309,"[78.83245109321058, 40.68837744533947, 17.364326812428082]",0.385807794
E:/Organized Photos/2012/2012-01-21 15-01-24.jpg,"[238.66153363549748, 228.06754044825934, 239.88139199118476]",0.106537915,"[165.50427978671752, 142.27322397829892, 173.02180476510887]",0.178740445,"[121.58873857472302, 95.0633597550158, 109.09088125180915]",0.230973668,"[32.01442834042381, 19.016614226537577, 10.499430214839743]",0.232967758,"[78.91585302473803, 58.2650076224792, 58.34656815189518]",0.250780214
E:/Organized Photos/2012/2012-01-21 15-09-31.jpg,"[173.4113712374582, 121.09364548494983, 85.01839464882944]",0.035928773,"[128.7753303964758, 78.68379833578072, 46.825256975036716]",0.120009675,"[17.367076326002586, 6.082147477360932, 4.992561448900387]",0.194170666,"[83.88335866261399, 45.69243920972645, 18.182750759878424]",0.324572836,"[58.18099127529237, 26.792277705587527, 7.9662149619454246]",0.32531805
E:/Organized Photos/2012/2012-01-24 15-47-50.jpg,"[77.37531517324219, 67.71515215418026, 50.991408950461675]",0.129529511,"[180.2483421301932, 190.93837442802104, 198.02392526509482]",0.165204962,"[125.9854850500648, 112.12390964212159, 88.77643735383359]",0.180527827,"[14.196905664780347, 16.45293740155182, 6.939968496587114]",0.254010781,"[152.57917132044363, 164.71243236209457, 167.60771207668733]",0.270726919
E:/Organized Photos/2012/2012-01-24 15-47-54.jpg,"[110.31335814975282, 109.56312930981875, 107.32952950509551]",0.094630193,"[93.19393277846001, 76.06221858370854, 56.628189384636386]",0.132467203,"[53.33437584987762, 45.58447783519172, 28.225013598041887]",0.171665938,"[14.60420112471055, 16.205321700297706, 6.789799040688055]",0.273144939,"[150.49173960420407, 154.94252873563207, 162.6425533410666]",0.328091726
E:/Organized Photos/2012/2012-01-24 15-48-01.jpg,"[135.3530633747242, 123.92438286745369, 128.3836480670223]",0.129069324,"[247.13065260580365, 245.76772160693383, 248.92163622775215]",0.14749531,"[190.91572473520176, 182.85140958503865, 192.95731498978455]",0.15886531,"[78.34795462416271, 73.12209749216579, 70.70346907229555]",0.195983632,"[26.77867329452705, 31.319062570993943, 18.966038735069628]",0.368586423
