Path,RGB_5,P_5,RGB_4,P_4,RGB_3,P_3,RGB_2,P_2,RGB_1,P_1
E:/Organized Photos/2008/2008-03-11 15-33-36.jpg,"[230.56288981288978, 192.90436590436585, 155.70945945945942]",0.053023727,"[189.01131733816212, 133.19918515165236, 97.11181530104119]",0.055483218,"[108.4406182212581, 100.64669197396964, 82.84300433839479]",0.085286458,"[88.48170075349843, 60.58853606027988, 29.678821313240043]",0.19068287,"[25.396102580723582, 21.219746384151033, 10.549609042660935]",0.615523727
E:/Organized Photos/2008/2008-03-11 15-37-00.jpg,"[166.57142857142853, 146.07792207792207, 144.8961038961039]",0.033693416,"[241.7341176470588, 244.04470588235296, 250.37882352941173]",0.035043724,"[126.15810674723062, 105.70493454179255, 96.49043303121854]",0.072080761,"[80.71729509647724, 54.553903345724905, 36.186935740839075]",0.411715535,"[27.812969283276452, 22.058191126279862, 18.382764505119454]",0.447466564
E:/Organized Photos/2008/2008-03-11 15-38-32.jpg,"[238.27318932655655, 221.60864040660738, 185.44218551461245]",0.061599794,"[185.99246575342465, 151.2890410958904, 131.62123287671236]",0.105838477,"[148.5162576687117, 88.8616564417178, 41.930061349693254]",0.239904835,"[98.15484429065746, 47.57324106113035, 23.463091118800467]",0.264981996,"[40.04726769656445, 24.54761355775882, 19.63984320959188]",0.327674897
E:/Organized Photos/2008/2008-03-18 11-04-18.jpg,"[174.28949301983837, 184.4952240999265, 198.96620132255697]",0.052307692,"[10.822129302026376, 10.832743647475072, 33.30974589900289]",0.126666667,"[66.56252622744441, 66.7652119177507, 73.81158203944608]",0.191794872,"[136.74127465857364, 150.68027314112294, 172.31138088012142]",0.273205128,"[204.44422857142854, 212.93657142857148, 222.36148571428564]",0.356025641
E:/Organized Photos/2008/2008-04-08 14-00-15.jpg,"[197.40303185313383, 180.51383171347666, 168.5410269110135]",0.121076881,"[159.38255358288063, 109.58118054652125, 89.71234477454206]",0.143823945,"[249.49124253158766, 248.9058965473985, 247.64843102999004]",0.169805479,"[80.60512503129927, 68.31794280638917, 48.11063289664109]",0.207815755,"[23.6903749764393, 24.836864844883717, 17.919868023518525]",0.357477939
E:/Organized Photos/2008/2008-04-08 14-01-44.jpg,"[223.33553530751712, 165.82915717539868, 153.0936218678816]",0.087360841,"[188.75680390788554, 175.5586182833217, 194.38485694347523]",0.111094838,"[137.46080508474574, 98.98034369114876, 93.48163841807909]",0.161297781,"[73.02935534984572, 50.628471353515145, 42.47493953798681]",0.233811181,"[29.29891700257394, 23.67786897188091, 21.102034869603216]",0.40643536
E:/Organized Photos/2008/2008-04-08 14-01-58.jpg,"[231.33418259023355, 221.34352441613584, 227.4552016985138]",0.138771799,"[38.99502281211115, 32.86768975528826, 29.574450435503937]",0.164744203,"[76.75736620565246, 61.09140108238123, 56.78773301262778]",0.199297141,"[168.98848039215687, 153.89901960784314, 159.98529411764704]",0.234871145,"[130.48551756885092, 103.69112060778731, 100.66239316239319]",0.262315712
E:/Organized Photos/2008/2008-04-08 14-03-50.jpg,"[216.99345321707756, 217.8829910192653, 221.72452470440288]",0.124698741,"[44.64609126358019, 40.14481693169448, 35.00116795908423]",0.183419107,"[142.69012652644568, 128.2577016536247, 117.43900871256062]",0.194846719,"[96.39496340452087, 86.50262009621716, 71.22744446277257]",0.231645408,"[170.26355661960966, 171.53493080232792, 175.77036242813173]",0.265390026
E:/Organized Photos/2008/2008-04-08 14-04-46.jpg,"[205.00519171028557, 221.2849908506743, 239.3406527937358]",0.15952297,"[199.75160373528206, 175.49537149817291, 158.28765732846122]",0.17216336,"[151.09966315172827, 133.93555946104271, 121.73213239601648]",0.185776789,"[99.67227525966574, 89.3976875052493, 82.39018449564655]",0.237658489,"[36.26283888031741, 34.29617588715008, 32.314442362794786]",0.244878393
E:/Organized Photos/2008/2008-04-08 14-05-09.jpg,"[35.009991186321265, 32.70178036312345, 29.311276220694474]",0.18765698,"[196.580371763393, 216.6132972720624, 238.21634481221437]",0.188244019,"[140.0970797144733, 121.49756745660444, 109.26116406143959]",0.188580604,"[94.87567309126948, 82.66588902301731, 71.93621909205616]",0.196460183,"[189.4156506418741, 164.47278377007305, 147.00667791600512]",0.239058213
E:/Organized Photos/2008/2008-04-08 14-08-50.jpg,"[160.82575479249743, 164.35198913887157, 138.52764551455394]",0.084443905,"[94.83350365474199, 97.83438565584039, 80.26026258170556]",0.176992241,"[247.69386714673672, 248.18600359522122, 245.88616990298627]",0.235963061,"[30.620512887689593, 32.08562246470794, 23.58377063711432]",0.24186322,"[67.3639993988274, 66.6124682873275, 50.892918578684174]",0.260737573
E:/Organized Photos/2008/2008-04-08 14-14-40.jpg,"[173.1107993439338, 173.01058314017334, 157.149990511434]",0.138545953,"[110.63935581781271, 112.43496763571024, 97.04366614676886]",0.175459946,"[30.071777570699524, 32.87779357316622, 22.11819107280925]",0.212594426,"[68.66755076633522, 74.15230525171852, 51.38490396345907]",0.226876858,"[235.5124629534022, 231.03068127497636, 221.69100938832483]",0.246522816
E:/Organized Photos/2008/2008-04-08 14-15-46.jpg,"[241.85588296021035, 137.7701530837976, 92.92565554670644]",0.035619848,"[207.73004926108393, 207.7679624903557, 207.0035610421983]",0.043783619,"[72.36989108885392, 87.03119544787455, 76.90249234017335]",0.205429693,"[145.02367880685526, 148.53211776022795, 135.4887045995017]",0.303127223,"[110.30617421509761, 121.09424477608876, 106.18191072304221]",0.412039617
E:/Organized Photos/2008/2008-04-08 14-18-06.jpg,"[189.56632895438506, 193.1626545154881, 170.2786174802461]",0.122487719,"[126.87098506635256, 134.81474134645384, 101.41623644364353]",0.136807461,"[244.66391589232344, 247.01375387171495, 245.89188906677242]",0.21728538,"[67.5316692216628, 79.02056726368112, 49.11822084985903]",0.217566198,"[28.429222225266226, 33.664028163171096, 21.285283216769535]",0.305853243
E:/Organized Photos/2008/2008-04-08 14-18-31.jpg,"[195.7981913186456, 180.65904222100934, 173.21798641907947]",0.073608293,"[249.90996923913582, 245.28889153254843, 243.54486950708917]",0.102671484,"[133.4609858180179, 128.2736760004829, 116.26479807245109]",0.156610797,"[84.88555518354148, 81.8528449796111, 64.28967828549848]",0.262588393,"[35.245457452457984, 38.36776359963628, 28.01754837502039]",0.404521033
E:/Organized Photos/2008/2008-04-08 14-19-14.jpg,"[192.94161731061203, 200.14021039577528, 170.38484893839941]",0.100748227,"[130.42985278412402, 141.25107133683903, 109.2919916726376]",0.159422749,"[248.30394285076022, 248.17988801313157, 244.44631574857863]",0.224014894,"[78.7323491286188, 92.8189159345145, 62.90013922895971]",0.225804986,"[40.71465352889002, 49.923800894727925, 32.35262472393687]",0.290009145
E:/Organized Photos/2008/2008-04-08 14-19-26.jpg,"[190.61507618283878, 199.05292702485963, 163.4731355252606]",0.092390562,"[127.75303030303031, 139.90959595959603, 100.5909090909091]",0.149023745,"[247.1259946949602, 247.19230769230768, 241.95623342175065]",0.170749346,"[80.57823547494618, 92.45373501383338, 62.407931140485694]",0.247556584,"[42.501531728665206, 50.60196936542669, 32.64660831509846]",0.340279762
E:/Organized Photos/2008/2008-04-08 14-21-01.jpg,"[133.38842513749702, 131.02680141824186, 119.03227337446607]",0.160934603,"[175.37485759703299, 174.7479401245199, 170.37228772022797]",0.171144873,"[84.26067377850573, 83.29262889204618, 60.19974956052684]",0.187732593,"[234.20505550193042, 221.25719916344934, 213.28629745817256]",0.225588468,"[42.04655944518985, 44.18533168377214, 31.200857307149445]",0.254599464
E:/Organized Photos/2008/2008-04-08 14-21-17.jpg,"[247.23108541487824, 249.2079389312976, 227.02356023307274]",0.090543315,"[205.25086449329063, 185.54888088478666, 148.03618408395462]",0.096918184,"[103.9716229709432, 133.9985835531859, 60.24769956212698]",0.150833881,"[153.07873987308932, 47.06088283456306, 76.81771054919743]",0.300950535,"[57.36127724721502, 62.63045850989492, 32.61626100843916]",0.360754085
E:/Organized Photos/2008/2008-04-08 14-21-34.jpg,"[88.76555873017107, 79.84333981573464, 109.75706072708549]",0.092623354,"[148.64046450233755, 154.01199495967506, 125.90159848329532]",0.154775655,"[215.0163518130253, 197.3239859938915, 223.82810800455542]",0.166194138,"[99.84794202470798, 127.88893354538195, 53.818893150444026]",0.229364132,"[36.21096428970151, 46.05904799119607, 29.104607928356064]",0.357042721
E:/Organized Photos/2008/2008-04-08 14-22-39.jpg,"[190.04376434139988, 100.15238619172071, 83.09524498910622]",0.044406976,"[90.2264170684709, 101.84574421707023, 61.34308925722195]",0.146564453,"[175.797137067908, 174.70733406627153, 164.97263148138688]",0.194619683,"[228.5765810930293, 228.67489329406266, 226.97995158486438]",0.273184664,"[36.2669015581976, 46.69499541073253, 26.033178204434527]",0.341224224
E:/Organized Photos/2008/2008-04-08 14-22-59.jpg,"[238.04500818330607, 237.72749590834698, 230.99427168576105]",0.093674784,"[179.94986225895312, 175.64022038567492, 163.0121212121212]",0.149474642,"[127.57025411061286, 115.4170403587444, 98.12892376681614]",0.218907377,"[71.87445753254804, 64.95567265964041, 50.19745815251085]",0.2472972,"[35.35831591519858, 32.918483129292326, 25.369961182442523]",0.290645997
E:/Organized Photos/2008/2008-04-08 14-23-09.jpg,"[232.6872645785935, 236.03349698078986, 232.70133255786078]",0.126951438,"[189.01688035986464, 185.54722292362217, 168.97246459488653]",0.141388468,"[149.0006644282368, 134.66144845355603, 112.15935119343501]",0.172654146,"[91.09251342464268, 88.34331813223024, 65.75391174622509]",0.227028083,"[44.05336943410485, 41.58617204122937, 32.27149609397245]",0.331977865
E:/Organized Photos/2008/2008-04-08 14-24-04.jpg,"[240.41212848215665, 237.5838068066695, 234.34652169331903]",0.167676421,"[139.1375538627269, 134.33596106494323, 121.26350415512486]",0.177468937,"[192.08138225985783, 187.6568916260375, 179.82991018732392]",0.199381883,"[86.84133644869304, 85.55959139646806, 70.25479223234007]",0.202305368,"[46.17286311458359, 46.92252114725936, 39.83942582318368]",0.253167391
E:/Organized Photos/2008/2008-04-08 14-24-22.jpg,"[238.50707659760798, 238.7420374658546, 236.00120633952258]",0.157891844,"[127.32677359574775, 129.07379658593106, 112.67353126483896]",0.169391694,"[179.62698498009746, 180.06899122829495, 173.36034288307806]",0.182922366,"[79.48467719407796, 80.68750438808131, 62.902432976261906]",0.209467521,"[40.12634783469276, 41.47606735912119, 32.3373961430674]",0.280326575
E:/Organized Photos/2008/2008-04-08 14-24-31.jpg,"[239.4336685093069, 239.22795041193302, 236.02445767486805]",0.142508169,"[175.38118358908505, 176.94567233762888, 167.41927140806973]",0.169172398,"[120.80758138065714, 120.85587083734517, 105.85809063051917]",0.189421669,"[71.66131691893962, 73.76776028338811, 57.899651174809655]",0.213654986,"[32.61903290332107, 35.177121825134165, 27.754266151762266]",0.285242778
E:/Organized Photos/2008/2008-04-08 14-25-29.jpg,"[41.47166358945925, 45.81068097141356, 35.35253801831855]",0.168391069,"[228.58463510548103, 232.4566490864061, 235.2588100462767]",0.183827732,"[128.55711511848935, 134.30835651728412, 118.1737335816925]",0.211425905,"[175.82648649911732, 176.63071143982137, 169.11183123605238]",0.214927896,"[83.94322803162278, 90.73760816639177, 75.1169496393694]",0.221427398
E:/Organized Photos/2008/2008-04-08 14-25-42.jpg,"[231.31722990761585, 234.3052965391797, 232.5816547795707]",0.141812573,"[54.18830190909198, 62.81748213304007, 50.77501150540886]",0.190152194,"[182.69076898699257, 186.52865100033054, 179.35955412257502]",0.198069876,"[138.4459646289967, 144.60438819728301, 130.8841312804351]",0.228201764,"[96.73527471133114, 105.07321546899021, 90.82189231485006]",0.241763594
E:/Organized Photos/2008/2008-04-08 14-25-51.jpg,"[229.20442930153322, 227.75638841567292, 211.91908006814307]",0.102062217,"[42.352823588205894, 46.01349325337332, 35.85257371314343]",0.173692479,"[173.32205623901575, 176.87873462214407, 156.06107205623897]",0.179636695,"[119.9164862356944, 126.4893287967832, 111.36251159913394]",0.255840621,"[76.89955604883463, 83.94256381798003, 68.68867924528303]",0.288767988
E:/Organized Photos/2008/2008-04-08 14-27-07.jpg,"[159.9000785632459, 152.2078071960548, 134.93366382130824]",0.129746521,"[98.87463586593103, 89.3766785791206, 71.60292829372327]",0.169172398,"[214.24288945478722, 210.27855527260547, 199.15410056466848]",0.174497226,"[250.50139579210546, 249.7952721254639, 247.45873908946785]",0.205060363,"[44.10670758127749, 44.23885218398057, 35.86869252340652]",0.321523491
E:/Organized Photos/2008/2008-04-08 14-27-49.jpg,"[177.3331620446124, 167.21873021615255, 58.483091747720444]",0.078614001,"[133.70584103133598, 134.42465093202932, 130.32303887983258]",0.203163302,"[90.25110387767914, 89.87052192293085, 82.47752552866528]",0.205614458,"[34.41937366884891, 34.94298765839351, 33.02656923418937]",0.22640413,"[227.28282425682247, 225.59267593738437, 218.92041040765298]",0.286204109
E:/Organized Photos/2008/2008-04-08 14-31-21.jpg,"[195.89442815249268, 179.63929618768327, 84.05571847507332]",0.047302876,"[216.12636363636364, 216.33636363636367, 213.0318181818182]",0.088498601,"[150.13785864240725, 166.98670398880336, 183.59097270818754]",0.219696645,"[50.18638199653778, 54.553375649163286, 28.922677437968844]",0.287562157,"[133.6082246296706, 111.91775370329427, 85.52752597833297]",0.356939721
E:/Organized Photos/2008/2008-04-08 14-33-06.jpg,"[222.6329880905154, 225.73394029248166, 222.93100712063338]",0.080236594,"[209.31168376758296, 166.82707766158904, 134.91302012516508]",0.184656096,"[151.08720286196885, 139.04282056404034, 130.55752223515142]",0.194339659,"[123.2263811532369, 103.4892690890663, 86.04032027002295]",0.237239147,"[64.57326760278224, 56.44276487417114, 41.772830030527054]",0.303528505
E:/Organized Photos/2008/2008-04-08 14-33-42.jpg,"[192.28949080701346, 222.25620456953814, 62.18710379059722]",0.025092243,"[154.35412823031734, 159.4201974862961, 149.47379805708414]",0.176193646,"[95.9658475867035, 100.1395484786907, 77.204504873519]",0.235476244,"[246.5994212165616, 247.75371381605945, 247.72926890466496]",0.264754166,"[41.7974910465028, 45.35950847571395, 27.960804412978252]",0.298483701
E:/Organized Photos/2008/2008-04-08 14-34-33.jpg,"[240.17412935323384, 243.36691542288557, 230.63930348258705]",0.063275376,"[173.32606635071096, 189.2398104265403, 126.47298578199053]",0.082679017,"[118.10593455352193, 128.47254575707157, 92.2845257903494]",0.1600082,"[82.1815226225955, 88.88783527499324, 61.979138444865875]",0.297852207,"[55.89523809523809, 57.56028368794326, 46.24113475177304]",0.396185199
E:/Organized Photos/2008/2008-04-08 14-35-18.jpg,"[221.04011301124888, 201.0807574882606, 194.47733448062496]",0.110541933,"[175.30391813705478, 152.79067662714246, 137.26841965078867]",0.185601352,"[122.66440446072272, 120.00858747313913, 92.8200295864253]",0.19555065,"[54.78836342687225, 58.42669673933226, 43.505373344703465]",0.23021135,"[86.08574053894779, 86.34377965304698, 64.85479709455262]",0.278094715
E:/Organized Photos/2008/2008-04-08 14-36-03.jpg,"[28.512115258677145, 29.23117223313687, 25.550098231827114]",0.077028519,"[202.75905718027062, 205.78131820165868, 199.4273243125273]",0.116549259,"[120.41051106972894, 128.6941858059176, 116.16883923029174]",0.249201206,"[141.60658189977562, 164.38893044128645, 182.9091249065071]",0.273273177,"[83.29466739967015, 84.07861462341948, 69.86256184716879]",0.283947839
E:/Organized Photos/2008/2008-04-08 14-36-10.jpg,"[138.65326523166735, 128.49281284202843, 30.92710689529369]",0.075012384,"[208.3517416635677, 210.3250278914095, 198.56898475269617]",0.088988197,"[70.04323846412933, 72.0396177164029, 57.68541596497135]",0.125741638,"[113.22357347566981, 120.7730601846938, 114.01802962985437]",0.354529646,"[142.6518322990955, 160.26927232873334, 171.6200179062085]",0.355728135
E:/Organized Photos/2008/2008-05-19 12-39-48.jpg,"[112.7696627502725, 56.231669500342896, 41.758141954475306]",0.060044379,"[137.3431661265854, 112.55165911067591, 95.84905364111484]",0.098107444,"[197.88204047593078, 160.5440469002112, 137.96148278114777]",0.122037716,"[57.12288229601824, 60.49311288914077, 60.14889305860401]",0.12843521,"[21.73827772854302, 22.573241662462106, 18.03080978904857]",0.591375251
E:/Organized Photos/2008/2008-05-19 13-26-56.jpg,"[168.41709445585218, 124.3429158110883, 42.38372689938398]",0.053802083,"[229.66450777202078, 174.6595854922279, 67.07590673575129]",0.055722656,"[50.84333309032582, 52.08864912152802, 47.733177808558715]",0.191315104,"[75.1708422614142, 72.86451293884947, 70.39751936706776]",0.346549479,"[6.34280553883203, 5.106963676500103, 4.371543247039937]",0.352610677
E:/Organized Photos/2008/2008-06-14 09-40-16.jpg,"[167.33939668738168, 130.89224121836082, 116.23335022537556]",0.174423014,"[101.31453528504142, 135.38205497807357, 153.89519550917646]",0.184355469,"[88.44583304665765, 96.09574802685242, 102.43149271188604]",0.18817627,"[208.71041412631908, 176.25557654048188, 146.28764222126483]",0.203623861,"[38.582853617656994, 40.20599220314907, 42.28164172392901]",0.249421387
E:/Organized Photos/2008/2008-06-14 09-42-17.jpg,"[192.95390457509419, 197.63915557915078, 191.33329820992148]",0.152926432,"[46.556046391931545, 88.9202571575626, 107.80461835278962]",0.192805176,"[38.4552916816016, 28.23213963036585, 21.728755217328164]",0.206064453,"[133.41752363635308, 89.63954668519254, 68.04014248997218]",0.209311523,"[160.17797961734146, 136.5253292965426, 127.81690903101341]",0.238892415
E:/Organized Photos/2008/2008-06-14 09-42-22.jpg,"[32.8209802408668, 21.791935321547147, 17.23610319031162]",0.16083903,"[146.35291803513232, 94.73704006151395, 73.68953369852242]",0.176316732,"[183.903075348556, 179.81514353304354, 176.1941624862284]",0.197920736,"[76.51488764044943, 106.36588803469343, 123.12867139759527]",0.219444987,"[175.4319999269283, 134.4276612943739, 118.64270219169462]",0.245478516
E:/Organized Photos/2008/2008-06-14 09-42-30.jpg,"[54.41260923845196, 35.64731585518103, 30.870786516853933]",0.117743327,"[187.54555808656036, 197.29422930903573, 193.14730447987853]",0.202412109,"[159.54460431654678, 137.20287769784179, 129.72482014388493]",0.214227702,"[39.7055630936228, 80.09226594301218, 99.02611940298506]",0.223753255,"[144.75537634408593, 97.70908004778973, 77.75]",0.241863607
E:/Organized Photos/2008/2008-06-14 09-43-29.jpg,"[97.6047476669384, 100.38613753737431, 104.64791157017302]",0.132344564,"[40.667668610980265, 27.984255934489102, 21.71350350138915]",0.145970052,"[149.70776541202977, 94.68196406985949, 72.30121017603825]",0.170564779,"[201.01138656527246, 176.99885424588086, 165.93620278833956]",0.236047363,"[165.59080022868065, 141.8188321822033, 133.3743259321066]",0.315073242
E:/Organized Photos/2008/2008-06-14 09-44-39.jpg,"[186.89046252087076, 184.52382905181744, 179.72866809221193]",0.087276204,"[117.93068254760695, 144.26954568147772, 169.43515441124]",0.176294759,"[120.5579201690647, 72.77550220829177, 32.92331528707798]",0.213689779,"[91.15551975450698, 42.20701700549802, 14.728351873162017]",0.243677572,"[133.73107624927886, 109.56746945803637, 89.1743424788853]",0.279061686
E:/Organized Photos/2008/2008-06-14 09-44-44.jpg,"[126.63157894736842, 150.44312393887947, 165.75891341256371]",0.094322917,"[207.27420604182805, 204.66847405112318, 198.24864446165762]",0.105918783,"[138.84718969555033, 179.72775175644028, 213.2921545667447]",0.139881185,"[162.32885514018687, 130.69655373831773, 104.02482476635514]",0.275496419,"[131.08107531470023, 76.81864732238105, 32.301045444847446]",0.384380697
E:/Organized Photos/2008/2008-06-21 13-31-49.jpg,"[86.33596837944665, 80.20869565217393, 76.35731225296442]",0.108001885,"[29.94338422391858, 24.879134860050893, 25.00190839694657]",0.13220834,"[195.81187069422364, 196.5940646528882, 193.34393216746156]",0.156027347,"[132.1973831775701, 127.44, 122.81383177570093]",0.215286732,"[164.0732256085089, 164.24258539578648, 162.55491920638167]",0.388475697
E:/Organized Photos/2008/2008-06-21 13-32-58.jpg,"[34.83631737056018, 50.31794309948752, 45.62284502562284]",0.09250655,"[180.93177902392108, 173.6789574554586, 163.58075590287027]",0.099968023,"[143.20201078712782, 134.19909286013242, 123.98012959989082]",0.214530434,"[94.86732713240892, 87.79446264693556, 79.63709684932991]",0.21531127,"[118.42750273541925, 109.85180953172365, 100.89281311893187]",0.377683723
E:/Organized Photos/2008/2008-06-21 13-33-53.jpg,"[76.6880361426666, 77.02070362453452, 75.43981667304523]",0.117238385,"[6.751538835684226, 7.072595027645942, 10.346538528196637]",0.19668639,"[49.61677022314862, 48.668028212144144, 47.240134145980115]",0.222000172,"[118.94539013049639, 119.42730789945684, 119.08847668506415]",0.228565347,"[102.67849106123842, 103.40727854096514, 102.312373796883]",0.235509706
E:/Organized Photos/2008/2008-06-21 13-34-04.jpg,"[97.44064145524172, 94.89540449976064, 91.60315940641455]",0.14635613,"[75.64800716524853, 72.75257501119569, 69.24182713837887]",0.154391025,"[50.141609589041096, 48.16969178082192, 46.168150684931504]",0.204449297,"[120.82566548699796, 120.93122018772117, 118.34051392521926]",0.224587807,"[136.58980361555464, 138.7698010144362, 134.98452334503835]",0.270215741
E:/Organized Photos/2008/2008-06-21 13-34-24.jpg,"[89.81481481481482, 92.72669220945083, 84.78544061302682]",0.061556693,"[34.81831610044312, 53.10339734121123, 18.974150664697188]",0.104308214,"[64.29916317991632, 70.82217573221756, 54.37238493723849]",0.10668172,"[120.97880472550382, 118.77553856845032, 115.7460041695622]",0.227637539,"[135.48579338481713, 136.12239545388314, 131.24901646510276]",0.499815833
E:/Organized Photos/2008/2008-06-21 13-34-46.jpg,"[43.50376695128078, 40.785635359116, 31.862832747363118]",0.065846775,"[92.91490862908338, 94.04459182953497, 74.64876878571924]",0.093629891,"[184.95201988289335, 186.31420868612835, 181.26633388095553]",0.156668702,"[154.77321018169187, 154.12959108451494, 149.11147608516535]",0.306078438,"[131.63708458558452, 129.18281708736518, 123.21826520507962]",0.377776194
E:/Organized Photos/2008/2008-06-21 13-34-52.jpg,"[189.6611586384763, 190.80306869369434, 187.70279806015716]",0.076820592,"[48.384299615200675, 56.783500984010836, 33.74635606671768]",0.14278231,"[149.27512750674202, 153.77500066757415, 143.69615343533917]",0.155054077,"[121.25660824481785, 124.70463966510664, 110.19287269490262]",0.282878056,"[97.35102123432411, 100.42851654500812, 82.47967897466813]",0.342464964
