Path,RGB_5,P_5,RGB_4,P_4,RGB_3,P_3,RGB_2,P_2,RGB_1,P_1
E:/Organized Photos/2005/2005-04-04 12-46-18.JPG,"[28.333030573931815, 23.729483282674778, 127.65686393706453]",0.045037722,"[62.39134398161013, 58.672937612020526, 45.24068716173697]",0.073106516,"[74.47370252098375, 91.6638419734277, 100.04347268812192]",0.087770129,"[14.981543850195312, 16.558306046763253, 24.836050114508915]",0.289110285,"[129.66396308698916, 151.48268427659076, 183.38197035560916]",0.504975348
E:/Organized Photos/2005/2005-04-04 13-17-26.JPG,"[203.25709476279684, 191.17136489722398, 186.8447094525712]",0.071646612,"[83.51297271471442, 112.22590076756099, 41.213104623022566]",0.162203783,"[123.89129420081647, 124.41255455002738, 121.15737144773372]",0.187615976,"[71.94164267894847, 64.51202072538862, 76.59443484935713]",0.220965686,"[24.59367289285166, 23.39303159977589, 35.022879143671126]",0.357567943
E:/Organized Photos/2005/2005-04-04 13-18-49.JPG,"[207.93772317787202, 196.94873026518533, 192.15390889811283]",0.070337813,"[89.13686854486485, 119.78930251738574, 48.10936662355438]",0.168129153,"[130.47779178284105, 130.93566140712403, 130.2203330323217]",0.201425137,"[78.43163730865874, 71.06305352644195, 82.5023551293506]",0.222432047,"[28.715014807057795, 26.5898848465059, 38.75663596407264]",0.33767585
E:/Organized Photos/2005/2005-04-04 13-38-13.JPG,"[215.24948291432386, 209.24689991357587, 212.15915557238677]",0.029376044,"[173.01845685436405, 151.38555975907067, 139.43947409675394]",0.150474185,"[87.49412993035291, 89.38357621341102, 111.70056351959568]",0.160578568,"[100.698615360453, 132.0527789580575, 71.5736398622304]",0.230916382,"[29.871507039075286, 32.11544396457827, 52.77971731522513]",0.428654822
E:/Organized Photos/2005/2005-04-04 13-39-13.JPG,"[184.4214305633015, 190.07703569436674, 197.35303959843847]",0.026621805,"[62.64683687907106, 63.30157678041075, 81.05038814036797]",0.144817445,"[144.8943728769591, 123.9223666182947, 112.349877177764]",0.22830989,"[72.69655811177896, 100.1087455165941, 43.21151108652271]",0.29862549,"[22.784861599775784, 23.812884142354505, 40.11881558053357]",0.30162537
E:/Organized Photos/2005/2005-04-04 15-50-19.JPG,"[154.22630331753555, 148.64336492890996, 149.86848341232226]",0.050258195,"[98.1384550443225, 92.20894892359645, 91.87125369354158]",0.138404665,"[221.50683060109284, 217.94262295081973, 217.03756830601094]",0.179395623,"[55.1256038647343, 57.272507685551176, 72.6174791392183]",0.272969205,"[27.106169801371067, 21.545965899103535, 27.427140094920023]",0.358972312
E:/Organized Photos/2005/2005-04-04 15-54-14.JPG,"[187.26046981917372, 19.851905848049483, 20.604368989112835]",0.020603706,"[193.26831856860167, 181.96972137421187, 153.60315022568471]",0.153461925,"[38.06022562852892, 34.70587134604716, 39.6409764906823]",0.220384514,"[99.29154908633174, 100.03534672365873, 107.80940573515373]",0.277183088,"[120.17707241595762, 157.93376881194644, 204.09549097172516]",0.328366768
E:/Organized Photos/2005/2005-04-04 15-59-21.JPG,"[166.07317073170734, 150.84146341463418, 115.7787456445993]",0.049207178,"[21.24002900652647, 22.225525743292245, 28.08846990572879]",0.116957614,"[69.34454912516823, 61.6164199192463, 48.33647375504711]",0.120274685,"[127.20240137221269, 157.7262925753492, 189.30311198235728]",0.331670665,"[104.69924496644295, 103.02852348993288, 98.09249161073825]",0.381889857
E:/Organized Photos/2005/2005-04-04 15-59-35.JPG,"[58.989708993829915, 55.3176475801181, 48.808447708617095]",0.101158521,"[18.371688648404884, 19.333887573742157, 24.36493443054149]",0.118691831,"[92.19090770088653, 91.24442355776986, 88.77473871669872]",0.248881825,"[121.07416295873479, 147.88647891343538, 174.1471800260305]",0.254520484,"[92.89585734958682, 121.78016237031228, 164.2721051727944]",0.276747338
E:/Organized Photos/2005/2005-04-13 09-06-19.JPG,"[216.7377188029363, 209.32072275550524, 171.89102202145673]",0.050385537,"[32.31744251261917, 19.412086371284353, 22.490886146943353]",0.101890023,"[82.56811882595412, 71.35171629592782, 55.11463293298272]",0.196927383,"[114.47023569411625, 111.31423961274706, 105.62035382930901]",0.233718147,"[139.83452775336343, 140.5774795483739, 136.54512879453716]",0.417078911
E:/Organized Photos/2005/2005-05-03 21-28-50.JPG,"[207.67090863433458, 170.47737932263567, 78.66496285915665]",0.053633125,"[145.7930461857809, 115.75043072132824, 103.28903373118813]",0.105478824,"[91.70407846676717, 38.29796405721878, 22.886279127708306]",0.186756358,"[190.95037427599817, 171.5805146531689, 162.0231829285773]",0.32263228,"[39.843808428394546, 15.918657171067867, 15.742666908258242]",0.331499413
E:/Organized Photos/2005/2005-05-07 09-38-45.JPG,"[71.00060025881302, 72.07878591808455, 97.1717597717456]",0.106066195,"[158.85409140287496, 141.60396129651582, 138.26719803956237]",0.1641232,"[120.12375659975575, 70.35315717183933, 48.67686840812016]",0.164633598,"[209.35046643955283, 202.69931882633182, 199.84318150332237]",0.247056687,"[33.016314264667116, 14.787616516517316, 14.608659380018915]",0.31812032
E:/Organized Photos/2005/2005-05-08 11-19-36.JPG,"[224.6160761869452, 224.365155131265, 223.54037583706008]",0.053694858,"[156.6737070119729, 161.26817068972127, 131.59230232202287]",0.130464049,"[117.16634154530081, 121.34686204820645, 83.7306547963601]",0.217407105,"[79.40754327134071, 83.48740863306014, 45.39962917778663]",0.299067955,"[32.45588515743702, 38.178448158432474, 19.24906585634203]",0.299366032
E:/Organized Photos/2005/2005-05-08 11-22-45.JPG,"[156.33640150360637, 202.40109722645556, 248.64892478580296]",0.103752356,"[76.40324790880888, 89.80447395130821, 79.04508142655992]",0.131640599,"[174.53573034739088, 174.3833486301682, 169.457349364416]",0.15294197,"[22.01418854812279, 29.069821457175628, 19.606270561997135]",0.282291202,"[94.95148169390582, 137.19985017594797, 26.80398374494165]",0.329373874
E:/Organized Photos/2005/2005-05-08 11-23-02.JPG,"[246.90141410280927, 239.86092107777583, 245.89659850945904]",0.06935602,"[182.0122058200737, 166.18410067154684, 184.81657995038995]",0.087008664,"[116.80547807707524, 114.36171136826461, 115.47956337525207]",0.137085792,"[60.65882465136411, 60.65104132279906, 60.82795249308589]",0.17936876,"[27.75171391467173, 23.229254333863523, 27.426122979040393]",0.527180764
E:/Organized Photos/2005/2005-05-08 11-33-12.JPG,"[165.63321563880902, 171.49884334691694, 177.8165111332345]",0.061617652,"[242.47383666400538, 243.49536061561844, 244.7074548603381]",0.099327184,"[128.40200818217804, 121.55836701894985, 121.24444023048278]",0.232277874,"[96.02819232300304, 85.8715373758803, 80.67491627903074]",0.301867654,"[48.18002716916078, 30.576657745519324, 23.793822163711667]",0.304909637
E:/Organized Photos/2005/2005-05-08 11-33-49.JPG,"[240.84041994750646, 225.81784776902884, 212.95170603674532]",0.077373868,"[81.68716664852516, 72.9937955807119, 69.3649722433874]",0.12807737,"[35.98064999659331, 25.126115691217557, 25.670981808271446]",0.203780562,"[177.33852861581641, 181.45760248571716, 179.08569710333774]",0.282249099,"[126.91046191357744, 125.97963606809049, 124.3824897277284]",0.308519102
E:/Organized Photos/2005/2005-05-08 11-34-08.JPG,"[149.59927470534905, 158.85675430643695, 145.44968268359017]",0.093035288,"[215.77275467148885, 231.22242314647377, 218.02591922845085]",0.130168039,"[20.052948255114323, 14.866827115924588, 13.35659847573205]",0.212017447,"[59.50978535353536, 45.62626262626263, 40.18876262626263]",0.250107711,"[94.15730918499354, 88.18137128072445, 78.64476067270375]",0.314671516
E:/Organized Photos/2005/2005-05-16 12-23-23.JPG,"[219.28889329893525, 211.1845405834492, 204.052887477674]",0.140505666,"[118.22726268691962, 91.70557715917776, 62.11449177835205]",0.181056741,"[93.04960244998159, 45.66098025670251, 19.268723571834045]",0.213534951,"[158.8848892697586, 143.8582452812952, 125.60398550567017]",0.214695228,"[44.03336502297188, 19.961014169434833, 9.32040875846057]",0.250207414
E:/Organized Photos/2005/2005-05-16 12-24-00.JPG,"[220.80257698137396, 206.72820528061675, 195.16174261735472]",0.155911112,"[110.31137169044631, 95.83327251774465, 65.46981794492784]",0.178203058,"[102.15735863875456, 44.0074551939402, 15.180286953106991]",0.182581219,"[159.33082150061418, 129.12751809516251, 112.5723846062575]",0.218832139,"[45.46544401203738, 19.251807037571414, 8.806386019875061]",0.264472472
E:/Organized Photos/2005/2005-05-16 12-29-53.JPG,"[242.22641509433967, 141.58385744234803, 24.759958071278835]",0.076223147,"[219.26301243666515, 194.53569783509906, 172.91294334408107]",0.153119421,"[115.47155839784587, 67.41602154156848, 37.08313699091215]",0.217498543,"[147.95597897503288, 125.43166885676742, 110.11596583442838]",0.235442806,"[47.5055129434324, 22.64837008628955, 13.080536912751674]",0.317716082
E:/Organized Photos/2005/2005-05-16 12-32-51.JPG,"[210.64929531301243, 187.33608074498264, 167.44358648080694]",0.100748084,"[154.21352629040044, 124.62314841614405, 101.53549445248422]",0.150808681,"[123.40148341313234, 82.21777530779751, 52.9366749316005]",0.232168613,"[47.64071551861986, 22.668857392366807, 12.253162065869386]",0.243418551,"[88.35172774180374, 47.00908453071789, 25.218098168476747]",0.27285607
E:/Organized Photos/2005/2005-05-16 12-40-07.JPG,"[135.69982847341336, 101.18467695826186, 82.58490566037734]",0.138819234,"[93.3983528391851, 68.95318595578675, 46.33463372345037]",0.179093413,"[66.38728780102645, 47.39518357678642, 29.242795104619027]",0.203128358,"[43.70423728813559, 27.559745762711863, 17.438983050847458]",0.21594436,"[22.468703204552263, 15.215932914046123, 10.595387840670865]",0.263014634
E:/Organized Photos/2005/2005-05-16 12-40-20.JPG,"[162.55232978395136, 127.85393989863344, 114.99368889151931]",0.095248907,"[75.34275409632215, 51.35241641733582, 30.220542477141667]",0.166831461,"[131.4902253951971, 99.51433104976834, 80.29834182037999]",0.175297198,"[93.13958597823921, 85.73664396856536, 56.8752625670188]",0.195027597,"[30.029968109784875, 18.491816655710604, 12.114590724130581]",0.367594837
E:/Organized Photos/2005/2005-05-16 12-40-31.JPG,"[166.59929869727557, 129.1732479449642, 126.80190200990259]",0.113778733,"[134.2106572194218, 102.33465049734315, 78.77220329745224]",0.168550697,"[70.57364624580705, 42.12411252490618, 23.528594668213547]",0.188578913,"[89.10768159308618, 83.04013369776105, 58.73303799432825]",0.232233188,"[29.861062149433334, 15.89553462806298, 10.073113614736966]",0.296858469
E:/Organized Photos/2005/2005-05-16 12-48-30.JPG,"[106.08115942028985, 97.27608695652174, 76.44565217391306]",0.103429741,"[216.9832402234637, 182.81354748603349, 176.27583798882685]",0.118216562,"[145.70892857142857, 132.28630952380956, 135.08630952380955]",0.136445987,"[102.18080593849416, 41.077942735949094, 10.678154825026509]",0.159096709,"[37.18950930626058, 18.84856175972927, 13.412182741116752]",0.482811002
E:/Organized Photos/2005/2005-05-16 12-49-09.JPG,"[185.21838384450018, 140.78679342396086, 127.75966574828176]",0.083527057,"[224.16475350585492, 202.4101778227555, 198.6765071562815]",0.086275355,"[113.54108987777695, 109.46647309068814, 97.5762711864406]",0.150118766,"[97.17214252660801, 41.30918734204247, 15.734026269889288]",0.215735139,"[36.21301151982891, 16.103197792167812, 9.726300098833969]",0.464343684
E:/Organized Photos/2005/2005-05-16 12-54-31.JPG,"[185.9888888888889, 157.65185185185183, 129.51407407407407]",0.105797048,"[61.7922149122807, 76.70449561403508, 31.913377192982452]",0.15205833,"[128.62273684210527, 97.16547368421054, 67.06905263157896]",0.195567441,"[101.94209759650401, 48.88346686088859, 25.78040786598689]",0.231118371,"[47.031555221637866, 23.819934886050586, 12.40671174555472]",0.315458811
E:/Organized Photos/2005/2005-05-16 12-56-56.JPG,"[133.9606743765528, 76.83958840134768, 38.938956173329245]",0.076451483,"[81.90310509724874, 25.783357993981344, 9.130629954467148]",0.141563141,"[90.2852087342089, 50.13350065534459, 26.78198778549324]",0.177350156,"[53.38764623715429, 29.844142631407156, 14.375041703481843]",0.2849695,"[29.31913643563843, 14.297118855332524, 7.899745838635134]",0.31966572
E:/Organized Photos/2005/2005-05-16 12-58-16.JPG,"[204.02727786296492, 191.18715196513577, 154.35404729239036]",0.005119479,"[131.20226414158557, 71.33563274449662, 30.013213692311496]",0.107388942,"[85.23563245513661, 62.83965336196436, 40.52504217940715]",0.15372978,"[72.97551891901493, 32.36995063832801, 14.742310173594499]",0.295401923,"[35.66859866241825, 17.69442434034354, 9.171654318911429]",0.438359876
E:/Organized Photos/2005/2005-05-16 13-04-39.JPG,"[135.89544688026982, 111.08094435075884, 94.65598650927485]",0.044594998,"[100.11736526946108, 57.13213572854291, 34.060279441117764]",0.18985775,"[70.65323399932272, 25.139519133085, 11.460887233322046]",0.223317753,"[48.42465753424657, 38.1095890410959, 21.82724505327245]",0.23179408,"[29.56109725685786, 15.556663895816017, 9.44860072042117]",0.310435419
E:/Organized Photos/2005/2005-05-16 13-07-07.JPG,"[137.89241622574957, 70.6869488536155, 28.51058201058201]",0.086856268,"[113.6093294460641, 87.16229348882408, 60.68756073858111]",0.149931758,"[67.1082802547771, 47.5, 25.268471337579616]",0.229018145,"[97.3303805774278, 40.54429133858267, 16.1266404199475]",0.233774456,"[42.862156663275684, 19.5528992878942, 9.42319430315361]",0.300419374
E:/Organized Photos/2005/2005-05-16 13-17-16.JPG,"[224.59922032571743, 228.15561877238954, 239.91262530479545]",0.100549195,"[32.930819101834295, 32.71297551278577, 30.140857956085657]",0.133865067,"[177.2136608937958, 172.95568939367223, 166.13690875101392]",0.170957782,"[99.55377959756088, 73.90491216207758, 69.57022651290333]",0.241513599,"[130.34353564481475, 133.33086629355378, 141.0482544449374]",0.353114358
E:/Organized Photos/2005/2005-05-16 13-17-23.JPG,"[236.54229994428016, 235.37901504436124, 237.69495520980655]",0.107835024,"[44.54084674172546, 37.475949653194775, 29.079560383675478]",0.131104371,"[201.27021750818184, 184.64684542669121, 162.7093105194203]",0.176942561,"[119.87028244645334, 82.1752320854318, 65.28686441963464]",0.244065848,"[150.1328010308939, 144.15932372035374, 140.0959965854347]",0.340052197
E:/Organized Photos/2005/2005-05-19 13-26-22.JPG,"[214.8566392649203, 189.98610529205288, 164.4309490443107]",0.131840522,"[72.66226126790954, 58.579901950276856, 49.702280375663314]",0.167204444,"[118.14909596193944, 68.68896571122217, 45.80488836854842]",0.210826173,"[172.30398764488672, 136.53797751571344, 113.94470260756236]",0.211635939,"[134.3558641615123, 100.4373349372062, 81.14285842527164]",0.278492921
E:/Organized Photos/2005/2005-05-19 13-27-29.JPG,"[67.0963364993216, 59.08141112618724, 44.2618724559023]",0.063309508,"[209.9656652360515, 193.65236051502148, 178.80858369098712]",0.089843233,"[189.18658580092756, 160.53799500535143, 134.60399571887262]",0.212804999,"[124.97327876745304, 87.37578237843044, 73.02816562349541]",0.300924347,"[153.4834942735235, 126.25645632158096, 109.81024028744666]",0.333117912
E:/Organized Photos/2005/2005-05-19 19-58-44.JPG,"[206.74770404311616, 186.95299770896682, 178.1710266324432]",0.094340987,"[52.18771362781753, 25.135293744850667, 17.97336544352198]",0.144552947,"[128.87747937338347, 41.498965800955325, 8.873549089216482]",0.183984298,"[162.3267300978189, 129.1623794557521, 111.03239570729993]",0.254529525,"[117.13245798830293, 84.25114781456848, 71.3392124139838]",0.322592244
E:/Organized Photos/2005/2005-05-19 19-59-04.JPG,"[210.15515961395687, 190.75105171987124, 179.27592180153422]",0.103929549,"[67.47722255669275, 26.30052177403173, 18.392133253060408]",0.133627949,"[168.76287586502545, 137.35978933186354, 118.89086900606283]",0.211377641,"[105.4441802770312, 68.27672110812483, 60.722141823444254]",0.25543512,"[137.61988118452672, 101.06194730397712, 87.01569089837196]",0.295629742
E:/Organized Photos/2005/2005-05-19 19-59-34.JPG,"[210.3048780487805, 209.74175035868012, 200.58751793400288]",0.12069907,"[106.92558365758754, 112.22616731517508, 107.26459143968869]",0.176366038,"[178.3980034722222, 154.56293402777777, 146.17838541666666]",0.191790857,"[160.4695882130714, 92.5190782017378, 77.24593879863998]",0.210301311,"[67.85747363004889, 60.654746591201445, 45.821456135837416]",0.300842725
E:/Organized Photos/2005/2005-05-19 19-59-43.JPG,"[215.86903422949814, 215.44293051113794, 214.0866408748442]",0.132746634,"[148.7739378967628, 49.479582339930545, 41.09624852784886]",0.157744258,"[63.93635350582485, 52.28417630800816, 52.31211293852968]",0.217705182,"[174.5653441901207, 150.16998480773182, 146.5022458977005]",0.235420593,"[122.33644351712925, 100.61264440031886, 102.91677212968033]",0.256383334
E:/Organized Photos/2005/2005-05-19 20-00-05.JPG,"[214.83629641676163, 209.85446739307292, 205.13974304764997]",0.153074993,"[143.54860586523466, 49.292859833221605, 36.20988298568521]",0.158591994,"[176.32843404343555, 149.92958761060228, 144.49498761528085]",0.198890452,"[60.602703388559036, 55.272740528255675, 50.67281175122977]",0.23412445,"[122.03995262953943, 98.65226117501004, 98.09824446837125]",0.25531811
E:/Organized Photos/2005/2005-05-19 20-00-14.JPG,"[195.1854601022482, 135.78733411004418, 113.08328080082633]",0.163416753,"[216.77470604100847, 217.91892814718295, 210.59205263429752]",0.186544812,"[146.69240174159586, 150.5400655100522, 154.79693485567236]",0.198658759,"[150.61593106417968, 74.15109540500026, 64.15638779766707]",0.217434227,"[68.29348707000088, 43.4820816411749, 40.193746814925554]",0.233945449
E:/Organized Photos/2005/2005-05-19 20-00-20.JPG,"[218.98067012718326, 221.56331436903736, 213.8447752637448]",0.147416446,"[157.2647518978246, 102.69217797853504, 78.78734012309232]",0.150716727,"[164.08954602066373, 161.0296323258543, 147.48671654358233]",0.208615137,"[98.30274617191078, 79.46167144726455, 72.99913775921364]",0.218941399,"[76.55890294111734, 37.500973879870244, 34.642424893712786]",0.274310291
E:/Organized Photos/2005/2005-05-19 20-00-27.JPG,"[193.57214230798084, 66.08612548112252, 44.060339496067265]",0.085838313,"[219.4494552997645, 219.63785134047706, 220.64148754475235]",0.159566813,"[135.0834452607684, 102.16916292829058, 88.28162145917534]",0.235582288,"[176.45709409777155, 154.54508444591536, 144.35091431634402]",0.254250045,"[67.60469914550372, 43.72442276982904, 40.08321558587146]",0.264762541
E:/Organized Photos/2005/2005-05-19 20-00-47.JPG,"[96.63086980786078, 89.54192378218943, 81.04522243482413]",0.17618058,"[199.3796431548595, 183.58681561981285, 170.42791972896256]",0.178123502,"[166.32353953730367, 84.39799712344741, 64.98713584062698]",0.184966091,"[187.39444614039277, 112.86979422675861, 97.089878978222]",0.201393883,"[154.8353602045239, 136.33548334134645, 126.1222168797779]",0.259335945
E:/Organized Photos/2005/2005-05-19 20-01-23.JPG,"[59.50671423791628, 45.056471019714905, 46.07388557162707]",0.138309095,"[180.8140929030306, 170.64844361744315, 159.67220402630358]",0.152262903,"[135.4593055345967, 69.62711916963492, 60.06168408997412]",0.209729696,"[116.300572189568, 111.1326165763195, 103.94454135402243]",0.247101373,"[160.4351045363599, 118.0211911278711, 106.63759008121725]",0.252596934
E:/Organized Photos/2005/2005-05-20 18-04-12.JPG,"[215.94366197183098, 202.63163596966413, 198.45287107258935]",0.074146685,"[126.54264870931539, 91.1885521885522, 64.02300785634121]",0.145747578,"[164.57384760112885, 143.55032925682033, 133.40028222013171]",0.17203902,"[47.15473362741771, 15.4231421784866, 9.629114353579913]",0.249578198,"[87.68935698447893, 22.431042128603107, 11.447006651884701]",0.358488519
E:/Organized Photos/2005/2005-05-20 18-04-39.JPG,"[215.9911504424779, 201.56637168141594, 197.12782694198629]",0.07952627,"[124.33227848101264, 70.7506329113924, 45.45189873417721]",0.112588751,"[135.4977973568282, 109.85609397944201, 91.86123348017621]",0.115307861,"[174.25074449076837, 146.93448481238832, 140.00059559261467]",0.131870485,"[71.9921813917123, 17.841151941621057, 10.238467552775608]",0.560706633
E:/Organized Photos/2005/2005-05-20 18-05-26.JPG,"[54.54641909814323, 217.70557029177718, 107.16180371352785]",0.032165927,"[139.14408233276157, 113.5540308747856, 110.06689536878214]",0.180595161,"[203.51369591107584, 195.26280269948393, 193.2135768161969]",0.198433264,"[107.098121085595, 55.152400835073074, 40.364996520528884]",0.241300244,"[33.37697085523172, 15.987577639751548, 9.451505016722406]",0.347505404
E:/Organized Photos/2005/2005-05-20 18-05-49.JPG,"[36.74902470741222, 28.006501950585175, 24.711313394018205]",0.065129738,"[153.97465249386752, 146.49632052330335, 138.1553556827473]",0.103623981,"[209.26652360515024, 205.3733905579399, 199.20643776824033]",0.182060748,"[108.93558097531609, 74.96628537025886, 43.92474413004214]",0.266240784,"[122.71102497846684, 89.87015503875966, 60.90331610680447]",0.382944749
E:/Organized Photos/2005/2005-05-30 15-47-30.JPG,"[190.61480998189364, 106.83350529542086, 36.69313365500359]",0.098243363,"[173.8788281479827, 132.07791720346108, 105.9530934580389]",0.140395114,"[210.30369143296912, 185.99469690492458, 168.67652830027365]",0.216446235,"[129.40258332145723, 44.68088064800646, 10.469311743385685]",0.242026063,"[51.26857858889628, 30.200582376050743, 22.237505577346763]",0.302889225
E:/Organized Photos/2005/2005-05-30 17-50-06.JPG,"[116.75603166118724, 72.46360867241204, 37.64912389892442]",0.150438281,"[168.69685657234814, 152.03566825385246, 135.4485578432093]",0.166830945,"[48.14310930648977, 21.96295168407848, 13.00817437155465]",0.196441523,"[147.0137378541589, 99.98755618870305, 66.9426336042498]",0.196815798,"[212.39770316505778, 197.46017898157805, 184.6731289372611]",0.289473453
