"YEAR","THEME","TOTAL_SETS","TOTAL_PIECES","MEAN_PIECES","TOTAL_PRICE","MEAN_PRICE","MEAN_VALNEW","MEAN_VALUSED","PPP"
1997,"Town",46,4636,98.6382978723404,650.24,19.1247058823529,80.823829787234,32.7604255319149,0.140258843830889
1997,"Trains",1,378,378,69.5,69.5,195,160.33,0.183862433862434
1997,"Western",11,981,89.1818181818182,152,13.8181818181818,169.467272727273,58.8527272727273,0.154943934760449
1998,"Adventurers",18,2722,129.619047619048,278,18.5333333333333,117.424,53.4757142857143,0.102130786186627
1998,"Aquazone",10,1922,174.727272727273,292,32.4444444444444,145.692,52.87,0.151925078043704
1998,"Basic",27,13135,328.375,109.4,10.94,24.5828,13.6463636363636,0.00832889227255424
1998,"Belville",7,594,84.8571428571429,69,17.25,66.0685714285714,27.8266666666667,0.116161616161616
1998,"Castle",20,2059,102.95,230,16.4285714285714,87.234,31.0735,0.111704711024769
1998,"Classic",1,158,158,20,20,19.99,20,0.126582278481013
1998,"Dacta",18,2706,150.333333333333,926.74,61.7826666666667,54.079,113.494285714286,0.342475979305248
1998,"Duplo",37,1632,42.9473684210526,300.99,16.7216666666667,47.9225,24.6378947368421,0.184430147058824
1998,"Education",1,1615,1615,0,NA,NA,NA,0
1998,"Freestyle",22,8940,406.363636363636,128,12.8,35.8644444444444,19.0166666666667,0.0143176733780761
1998,"Mindstorms",4,974,243.5,325,81.25,82.6975,51.29,0.333675564681725
1998,"Model Team",2,1063,531.5,40,40,198.36,62.855,0.0376293508936971
1998,"Primo",13,202,15.5384615384615,92,18.4,NA,12.6233333333333,0.455445544554455
1998,"Racers",1,298,298,80,80,95,50.17,0.268456375838926
1998,"Scala",23,803,34.9130434782609,228.75,28.59375,52.1795,37.51,0.284869240348692
1998,"Service Packs",17,381,22.4117647058824,41.5,3.77272727272727,19.36,8.2625,0.108923884514436
1998,"Space",20,1984,94.4761904761905,255,19.6153846153846,60.7283333333333,24.8444444444444,0.128528225806452
1998,"Technic",23,6452,238.962962962963,487.5,37.5,61.5414814814815,28.7169230769231,0.0755579665220087
1998,"Town",61,5672,91.4838709677419,590.24,16.864,54.3554098360656,21.4241071428571,0.104062059238364
1998,"Trains",2,313,156.5,66,66,167.43,131.605,0.210862619808307
1998,"Znap",12,965,80.4166666666667,101,16.8333333333333,26.4875,13.4408333333333,0.104663212435233
1999,"Adventurers",13,1350,96.4285714285714,179,22.375,143.103571428571,43.1664285714286,0.132592592592593
1999,"Aquazone",1,24,24,3,3,10,9,0.125
1999,"Basic",12,2261,161.5,0,NA,19.1527272727273,7.73307692307692,0
1999,"Belville",10,428,42.8,148,18.5,49.2233333333333,31.092,0.345794392523364
1999,"Castle",14,1010,67.3333333333333,112,12.4444444444444,66.78,25.7613333333333,0.110891089108911
1999,"Classic",13,2723,170.1875,114,7.6,11.9569230769231,8.20545454545455,0.04186558942343
1999,"Duplo",36,1170,32.5,500,20.8333333333333,47.6207142857143,23.7061904761905,0.427350427350427
1999,"Education",5,1292,258.4,465.25,116.3125,102.15,67.5,0.360100619195046
1999,"Freestyle",2,55,27.5,0,NA,10.915,NA,0
1999,"Mindstorms",5,1836,367.2,486,97.2,115.12,59.87,0.264705882352941
1999,"Model Team",2,1181,590.5,130,65,293.56,193.045,0.110076206604572
1999,"Primo",14,151,10.7857142857143,102,14.5714285714286,34.96,25.19,0.675496688741722
1999,"Rock Raiders",8,1336,148.444444444444,228,25.3333333333333,164.4175,53.805,0.170658682634731
1999,"Scala",15,299,19.9333333333333,66.5,22.1666666666667,32.5571428571429,17.0491666666667,0.222408026755853
1999,"Seasonal",3,94,31.3333333333333,28,14,13.495,3.8,0.297872340425532
1999,"Service Packs",21,611,29.0952380952381,59,3.93333333333333,13.2583333333333,NA,0.0965630114566285
1999,"Space",6,123,20.5,0,NA,27.4233333333333,11.645,0
1999,"Star Wars",13,3062,235.538461538462,343,26.3846153846154,105.831538461538,41.0761538461538,0.112018288700196
1999,"Technic",32,5305,165.78125,456.5,19.8478260869565,56.0278125,19.6072413793103,0.0860508953817154
1999,"Town",62,4504,71.4920634920635,567.44,14.5497435897436,40.6920338983051,12.9134482758621,0.125985790408526
1999,"Trains",6,2139,305.571428571429,254,42.3333333333333,164.667142857143,78.1228571428571,0.118747078073866
1999,"Znap",7,722,103.142857142857,0,NA,32.702,18.7825,0
2000,"Action Wheelers",6,149,24.8333333333333,175,29.1666666666667,32.935,39.7583333333333,1.1744966442953
2000,"Adventurers",17,1753,103.117647058824,216.99,18.0825,56.5476470588235,21.2770588235294,0.123782087849401
2000,"Baby",13,101,7.76923076923077,129,10.75,23.154,26.4166666666667,1.27722772277228
2000,"Basic",13,3234,248.769230769231,50,25,11.2977777777778,14.3,0.015460729746444
2000,"Belville",5,318,63.6,71,14.2,50.826,29.476,0.223270440251572
2000,"Bulk Bricks",71,3501,49.3098591549296,482.89,7.10132352941176,13.7903636363636,5.35705882352941,0.137929163096258
2000,"Castle",21,2017,91.6818181818182,309.95,19.371875,108.216818181818,47.5277272727273,0.153668815071889
2000,"Creator Expert",2,4732,2366,348,174,683.45,601.94,0.073541842772612
2000,"Duplo",31,1576,50.8387096774194,467,24.5789473684211,61.0045454545455,33.8455555555556,0.296319796954315
2000,"Education",5,829,165.8,174,87,66.755,63.315,0.209891435464415
2000,"Mickey Mouse",5,419,83.8,111,22.2,95.726,49.124,0.26491646778043
2000,"Mindstorms",4,916,229,300,75,73.8725,67.2925,0.327510917030568
2000,"Rock Raiders",3,57,19,0,NA,130.833333333333,29.48,0
2000,"Scala",11,692,62.9090909090909,209,20.9,32.155,58.65,0.302023121387283
2000,"Seasonal",2,53,26.5,3,3,8.065,3.39,0.0566037735849057
2000,"Sports",15,1482,98.8,241,17.2142857142857,46.106,19.2753333333333,0.162618083670715
2000,"Star Wars",19,5703,300.157894736842,656,34.5263157894737,234.721052631579,87.6526315789474,0.115027178677889
2000,"Studios",1,442,442,180,180,202.03,88.43,0.407239819004525
2000,"Technic",33,5210,153.235294117647,717.75,28.71,74.3805882352941,32.443,0.137763915547025
2000,"Town",38,3670,81.5555555555556,449.92,17.9968,33.413488372093,16.7557894736842,0.122594005449591
2001,"Action Wheelers",3,48,16,63,21,142.52,65.61,1.3125
2001,"Alpha Team",6,898,149.666666666667,126,21,54.4266666666667,26.5733333333333,0.140311804008909
2001,"Baby",8,43,5.375,43,10.75,26.19,13.465,1
2001,"Basic",2,216,108,0,NA,13.56,NA,0
2001,"Belville",5,189,37.8,73,18.25,40.784,25.3325,0.386243386243386
2001,"Bionicle",25,2422,80.7333333333333,349,13.96,95.0643333333333,34.7323333333333,0.144095788604459
2001,"Bulk Bricks",24,1271,52.9583333333333,152.95,6.37291666666667,32.9125,19.01,0.120338316286389
2001,"Castle",1,253,253,25,25,343.17,194.68,0.0988142292490119
2001,"Creator",18,4085,226.944444444444,237,15.8,26.7058333333333,15.7266666666667,0.0580171358629131
2001,"Creator Expert",2,2104,1052,149,74.5,781.17,236.1,0.0708174904942966
2001,"Dinosaurs",8,315,26.25,52,6.5,38.3483333333333,12.5925,0.165079365079365
2001,"Duplo",48,1501,27.7962962962963,429,13.40625,37.6245454545455,24.0975,0.28580946035976
2001,"Education",7,4463,637.571428571429,267.25,66.8125,76.25,35.765,0.0598812457987901
2001,"Harry Potter",11,2296,208.727272727273,287,26.0909090909091,155.803636363636,48.5072727272727,0.125
2001,"Jack Stone",11,591,53.7272727272727,240,21.8181818181818,22.1945454545455,9.17090909090909,0.406091370558376
2001,"Mindstorms",2,1038,519,260,130,164.985,104.46,0.250481695568401
2001,"Pirates",3,1397,465.666666666667,219.99,73.33,569.91,206.67,0.157473156764495
2001,"Racers",16,515,32.1875,139,9.26666666666667,18.668125,17.966875,0.269902912621359
2001,"Scala",4,190,47.5,93,23.25,47.655,41.62,0.489473684210526
2001,"Space",18,2452,102.166666666667,253,21.0833333333333,36.0808333333333,15.4626086956522,0.103181076672104
2001,"Sports",5,364,72.8,49.94,16.6466666666667,42,19.385,0.137197802197802
2001,"Star Wars",10,5454,545.4,551,55.1,460.121,158.136,0.101026769343601
2001,"Studios",42,1568,34.0869565217391,205,14.6428571428571,20.7954347826087,17.3154166666667,0.130739795918367
2001,"Technic",9,2910,323.333333333333,313.99,39.24875,155.803333333333,50.165,0.107900343642612
2001,"Town",2,579,289.5,67,33.5,165.03,60.975,0.115716753022453
2001,"Trains",16,2648,165.5,369.49,23.093125,154.45375,90.4357142857143,0.139535498489426
2002,"Alpha Team",17,1669,98.1764705882353,195,15,35.5641176470588,17.1153846153846,0.116836428999401
2002,"Basic",1,16,16,0,NA,21.68,NA,0
2002,"Belville",7,496,70.8571428571429,115,19.1666666666667,80.055,36.3628571428571,0.231854838709677
2002,"Bionicle",26,2030,75.1851851851852,240.98,10.0408333333333,83.1165384615385,25.5060869565217,0.118709359605911
2002,"Bulk Bricks",17,1360,56.6666666666667,151.94,6.33083333333333,17.8845833333333,14.32,0.111720588235294
2002,"Castle",2,1045,522.5,80,40,422.96,236.655,0.076555023923445
2002,"Creator",5,4831,402.583333333333,80,11.4285714285714,37.9975,17.0475,0.0165597184847858
2002,"Creator Expert",1,664,664,50,50,499.99,204.17,0.0753012048192771
2002,"Duplo",6,172,28.6666666666667,65,13,27.526,9.235,0.377906976744186
2002,"Education",8,2520,315,615,102.5,174.246666666667,124.125,0.244047619047619
2002,"Explore",54,1552,26.3050847457627,996,22.1333333333333,42.6011428571429,32.6476,0.641752577319588
2002,"Galidor",16,216,11.3684210526316,230,19.1666666666667,25.3368421052632,29.3026315789474,1.06481481481481
2002,"Harry Potter",17,2915,171.470588235294,264,24,121.03875,39.6383333333333,0.0905660377358491
2002,"Island Xtreme Stunts",10,1001,100.1,155,15.5,36.203,14.016,0.154845154845155
2002,"Jack Stone",11,520,37.1428571428571,183,16.6363636363636,17.7646153846154,7.40363636363636,0.351923076923077
2002,"Miscellaneous",3,379,126.333333333333,0,NA,NA,NA,0
2002,"Pirates",1,906,906,90,90,1805.92,501.45,0.0993377483443709
2002,"Racers",27,4682,173.407407407407,696.96,29.04,67.4388461538462,28.1973076923077,0.148859461768475
2002,"Seasonal",4,129,32.25,10,2.5,8.5,4.75,0.0775193798449612
2002,"Sports",43,2774,64.5116279069767,227,32.4285714285714,30.320487804878,23.6432,0.081831290555155
2002,"Spybotics",4,941,235.25,240,60,74.1425,64.445,0.255047821466525
2002,"Star Wars",25,10130,405.2,965.99,41.9995652173913,308.4732,137.056666666667,0.0953593287265548
2002,"Studios",7,1167,166.714285714286,128,18.2857142857143,224.312857142857,51.4328571428571,0.10968294772922
2002,"Technic",3,1327,442.333333333333,120,60,105.25,52.6133333333333,0.0904295403165034
2002,"Town",8,639,79.875,138.99,17.37375,78.12,31.3728571428571,0.217511737089202
2002,"Trains",10,3815,381.5,464.99,77.4983333333333,314.368888888889,187.368888888889,0.121884665792923
2002,"Western",3,1187,395.666666666667,200,66.6666666666667,526.6,184.703333333333,0.16849199663016
2003,"4 Juniors",6,341,56.8333333333333,103,17.1666666666667,49.822,13.1316666666667,0.302052785923754
2003,"Adventurers",20,2757,137.85,292,19.4666666666667,108.523684210526,47.4252941176471,0.105912223431266
2003,"Alpha Team",1,8,8,0,NA,25,NA,0
2003,"Basic",5,9348,1869.6,0,NA,5.41,137.495,0
2003,"Belville",8,681,85.125,169,28.1666666666667,43.61125,35.84,0.248164464023495
2003,"Bionicle",35,3165,81.1538461538462,294,10.5,68.1796875,29.5406451612903,0.0928909952606635
2003,"Bulk Bricks",5,344,68.8,45.98,9.196,19.642,6.23,0.133662790697674
2003,"Clikits",17,1433,84.2941176470588,198,12.375,21.439,6.32666666666667,0.138171667829728
2003,"Creator",35,13288,359.135135135135,522.99,21.79125,39.2396296296296,23.2820689655172,0.0393580674292595
2003,"Creator Expert",1,670,670,60,60,444.18,297.49,0.0895522388059701
2003,"Dacta",1,318,318,150,150,100,NA,0.471698113207547
2003,"Discovery",6,2909,484.833333333333,245,40.8333333333333,232.371666666667,99.9083333333333,0.0842213819181849
2003,"Duplo",1,42,42,0,NA,NA,18,0
2003,"Education",11,6389,532.416666666667,841,120.142857142857,158.934,142.186666666667,0.131632493347942
2003,"Explore",43,1179,27.4186046511628,301.5,12.06,33.8403703703704,27.2422222222222,0.255725190839695
2003,"Harry Potter",2,329,164.5,30,15,127.805,50.065,0.0911854103343465
2003,"Hobby Set",1,973,973,60,60,227.33,115.11,0.0616649537512847
2003,"Island Xtreme Stunts",3,12,4,0,NA,14.2233333333333,15,0
2003,"Racers",20,3203,160.15,528.99,31.1170588235294,102.011666666667,41.9542105263158,0.165154542616297
2003,"Seasonal",4,154,38.5,10.99,2.7475,8.36,5.4,0.0713636363636364
2003,"Spider-Man",3,769,256.333333333333,100,33.3333333333333,218.496666666667,117.756666666667,0.130039011703511
2003,"Sports",51,3853,74.0961538461538,530,15.1428571428571,51.7263265306122,26.645,0.137555151829743
2003,"Star Wars",19,6311,315.55,603,31.7368421052632,273.212,153.966,0.0955474568214229
2003,"Technic",6,2658,443,301,50.1666666666667,167.692,68.1783333333333,0.113243039879609
2003,"Town",1,616,616,65,65,250,170.71,0.105519480519481
2003,"World City",28,5523,197.25,548.98,45.7483333333333,121.663214285714,76.7073684210526,0.0993988774216911
2004,"4 Juniors",17,798,46.9411764705882,207,17.25,43.1125,14.8925,0.259398496240602
2004,"Alpha Team",6,1427,237.833333333333,184,30.6666666666667,55.6666666666667,31.2683333333333,0.128941836019622
2004,"Baby",5,28,5.6,55,18.3333333333333,31.7066666666667,22.72,1.96428571428571
2004,"Belville",6,684,114,145.99,29.198,60.8766666666667,46.4033333333333,0.21343567251462
2004,"Bionicle",30,5635,102.454545454545,295.99,11.3842307692308,66.1721428571429,19.5319230769231,0.0525270629991127
2004,"Bulk Bricks",10,561,56.1,53.98,5.398,18.26,11.3533333333333,0.0962210338680927
2004,"Castle",14,3278,136.583333333333,289,22.2307692307692,57.9835,21.1768421052632,0.088163514338011
2004,"Clikits",30,1800,50,210,10,7.25722222222222,3.29,0.116666666666667
2004,"Creator",35,16424,381.953488372093,334,16.7,39.4240625,17.1103225806452,0.0203360935216756
2004,"Creator Expert",1,988,988,75,75,265.63,136.44,0.0759109311740891
2004,"Duplo",26,1431,53,321.98,18.94,60.2178571428571,31.8976470588235,0.225003494060098
2004,"Education",9,2563,284.777777777778,535.25,66.90625,80.555,45.38,0.208837300039017
2004,"Explore",13,265,20.3846153846154,105,17.5,51.1766666666667,16.652,0.39622641509434
2004,"Harry Potter",12,4301,358.416666666667,418,41.8,297.024166666667,118.573636363636,0.0971867007672634
2004,"Mindstorms",1,3,3,12,12,24.89,NA,4
2004,"Model Team",1,421,421,40,40,248.3,112.93,0.0950118764845606
2004,"Quatro",4,245,61.25,45,15,51.97,19.1833333333333,0.183673469387755
2004,"Racers",21,2365,107.5,363,27.9230769230769,67.4552631578947,25.0506666666667,0.153488372093023
2004,"Seasonal",3,173,57.6666666666667,9.5,4.75,15.51,3.14,0.0549132947976879
2004,"Spider-Man",7,2786,348.25,130,26,576.89,92.784,0.0466618808327351
2004,"Sports",10,533,53.3,60,30,41.426,20.3322222222222,0.112570356472795
2004,"Star Wars",14,5270,351.333333333333,472.99,39.4158333333333,191.543571428571,80.6785714285714,0.0897514231499051
2004,"Technic",5,3032,606.4,253,50.6,174.408,70.892,0.08344327176781
2004,"Town",2,1033,516.5,105,52.5,172.855,109.42,0.101645692158761
2004,"Trains",1,608,608,80,80,1389.16,824.96,0.131578947368421
2004,"World City",10,2383,238.3,204,22.6666666666667,78.9211111111111,65.94,0.0856063785144776
2005,"Alpha Team",2,530,265,50,25,85.93,48.995,0.0943396226415094
2005,"Baby",6,29,4.83333333333333,33,11,17,11.0233333333333,1.13793103448276
2005,"Belville",5,480,96,135.98,27.196,65.278,42.688,0.283291666666667
2005,"Bionicle",37,7786,169.260869565217,520.98,16.8058064516129,81.1645945945946,36.6960606060606,0.066912406884151
2005,"Castle",28,3789,126.3,322.98,21.532,54.3295652173913,20.2181818181818,0.0852414885193983
2005,"City",26,8756,190.347826086957,431.85,22.7289473684211,58.1956,17.5636,0.0493204659661946
2005,"Clikits",20,1097,54.85,146,10.4285714285714,16.413,7.8,0.133090246125798
2005,"Creator",33,10932,331.272727272727,182,14,30.7307407407407,16.9240909090909,0.0166483717526528
2005,"Dino 2010",5,1479,295.8,0,NA,92.568,38.898,0
2005,"Dino Attack",5,1266,253.2,144,28.8,108.944,61.818,0.113744075829384
2005,"Duplo",45,2828,61.4782608695652,1063.86,28.752972972973,90.1753571428571,42.0173529411765,0.376188118811881
2005,"Education",16,3524,220.25,928.99,77.4158333333333,110.795,89.5966666666667,0.263618047673099
2005,"Factory",3,4698,1566,240,80,296.99,155.696666666667,0.0510855683269476
2005,"Harry Potter",5,2104,420.8,129.99,32.4975,280.046,163.062,0.061782319391635
2005,"Make and Create",5,4100,820,30,15,67.22,35.245,0.00731707317073171
2005,"Primo",1,2,2,0,NA,NA,NA,0
2005,"Quatro",4,185,46.25,37.99,18.995,NA,15.425,0.205351351351351
2005,"Racers",24,5741,197.965517241379,381.98,21.2211111111111,74.0403846153846,28.5245,0.0665354467862742
2005,"Seasonal",2,118,59,7.98,3.99,13.4,3.375,0.0676271186440678
2005,"Star Wars",19,10613,482.409090909091,906.97,53.3511764705882,310.756666666667,156.927777777778,0.0854584000753792
2005,"Technic",6,3755,625.833333333333,325.97,54.3283333333333,150.891666666667,66.8433333333333,0.0868095872170439
2005,"Trains",2,773,386.5,80,40,359.88,226.835,0.103492884864166
2005,"Vikings",5,2010,402,155,31,230.72,93.57,0.0771144278606965
2006,"Avatar The Last Airbender",2,1122,561,80,40,611.495,316.1,0.071301247771836
2006,"Batman",7,4165,595,349.96,49.9942857142857,332.55,156.96,0.0840240096038415
2006,"Belville",3,363,121,129.97,43.3233333333333,70.845,43.68,0.358044077134986
2006,"Bionicle",42,5823,123.893617021277,534.81,17.827,88.7771794871795,32.7875,0.0918444100978877
2006,"Bricks and More",1,650,650,0,NA,63.55,NA,0
2006,"Bulk Bricks",6,516,86,8.97,2.99,12.22,NA,0.0173837209302326
2006,"Castle",11,2490,226.363636363636,319.97,29.0881818181818,102.348181818182,59.8427272727273,0.128502008032128
2006,"City",23,12711,373.852941176471,634.35,39.646875,161.052857142857,51.0216666666667,0.0499055935803635
2006,"Clikits",7,494,70.5714285714286,0,NA,27.015,20.36,0
2006,"Creator",18,3746,208.111111111111,203.94,20.394,45.35,21.8708333333333,0.0544420715429792
2006,"Creator Expert",2,2162,1081,169.98,84.99,676.63,392.5,0.0786216466234968
2006,"Duplo",34,2067,60.7941176470588,664.35,27.68125,115.774736842105,43.0133333333333,0.321407837445573
2006,"Education",8,3319,414.875,140.99,46.9966666666667,79.8475,50,0.0424796625489605
2006,"Exo-Force",17,6260,329.473684210526,369.97,28.4592307692308,91.2573333333333,46.466875,0.0591006389776358
2006,"Make and Create",16,12011,750.6875,145.99,18.24875,61.8081818181818,23.3657142857143,0.0121546915327616
2006,"Mindstorms",3,587,195.666666666667,269.97,89.99,78.1466666666667,100.885,0.459914821124361
2006,"Quatro",2,33,16.5,17.99,8.995,94.77,65.33,0.545151515151515
2006,"Racers",23,5176,225.04347826087,673.96,35.4715789473684,90.5166666666667,44.1913636363636,0.130208655332303
2006,"Seasonal",1,105,105,7.99,7.99,50,9.78,0.0760952380952381
2006,"SpongeBob SquarePants",3,1319,439.666666666667,89.97,29.99,404.756666666667,95.8266666666667,0.0682107657316149
2006,"Sports",3,611,203.666666666667,69.99,34.995,159.285,68.67,0.114549918166939
2006,"Star Wars",12,8309,593.5,625.92,56.9018181818182,338.412727272727,160.067272727273,0.0753303646648213
2006,"Technic",8,5321,665.125,394.95,49.36875,158.57,80.30125,0.0742247697801165
2006,"Trains",1,24,24,29.99,29.99,70,NA,1.24958333333333
2006,"Vikings",2,817,408.5,69.99,34.995,158.52,109.695,0.0856670746634027
2007,"Aqua Raiders",7,2438,348.285714285714,209.93,29.99,94.7771428571429,36.2771428571429,0.0861074651353569
2007,"Batman",2,938,469,79.98,39.99,329.235,174.82,0.0852665245202559
2007,"Belville",4,494,123.5,139.96,34.99,67.8225,32.3666666666667,0.28331983805668
2007,"Bionicle",30,3848,124.129032258065,436.75,16.7980769230769,133.814285714286,48.3251724137931,0.11350051975052
2007,"Castle",8,3006,375.75,323.92,40.49,217.9225,106.9475,0.107757817697937
2007,"City",28,9659,333.068965517241,499.85,33.3233333333333,117.750952380952,36.2621052631579,0.051749663526245
2007,"Creator",18,7810,411.052631578947,416.86,27.7906666666667,91.7275,39.168,0.0533751600512164
2007,"Creator Expert",3,6732,2244,429.97,143.323333333333,2341.08333333333,753.373333333333,0.063869578134284
2007,"Duplo",31,1838,54.0588235294118,665.76,27.74,66.817,33.5475,0.362219804134929
2007,"Education",17,7057,415.117647058824,426.48,106.62,161.722727272727,118.09,0.0604336120164376
2007,"Exo-Force",17,4527,251.5,320.89,29.1718181818182,61.3106666666667,35.878,0.0708835873647007
2007,"Factory",1,1080,1080,100,100,540.11,251.84,0.0925925925925926
2007,"Harry Potter",1,943,943,89.99,89.99,677.52,400,0.0954294803817603
2007,"Make and Create",21,9497,452.238095238095,191.95,27.4214285714286,24.7271428571429,12.9690909090909,0.0202116457828788
2007,"Miscellaneous",1,1248,1248,0,NA,NA,NA,0
2007,"Racers",21,6753,321.571428571429,509.84,28.3244444444444,87.8861904761905,37.9566666666667,0.0754982970531616
2007,"Serious Play",1,147,147,0,NA,NA,NA,0
2007,"Space",8,3036,379.5,324.92,40.615,119.22625,52.38125,0.107022397891963
2007,"SpongeBob SquarePants",2,730,365,84.98,42.49,136.915,69.575,0.11641095890411
2007,"Sports",1,6,6,0,NA,349,258.87,0
2007,"Star Wars",15,12405,827,1179.85,78.6566666666667,320.367333333333,160.512,0.0951108424022571
2007,"Technic",6,3851,641.833333333333,329.94,54.99,195.82,66.1333333333333,0.0856764476759283
2007,"Trains",1,27,27,44.99,44.99,115,NA,1.6662962962963
2008,"Agents",8,3901,487.625,359.92,44.99,116.0325,56.81875,0.0922635221738016
2008,"Architecture",2,275,68.75,39.98,19.99,500.355,73.675,0.145381818181818
2008,"Batman",4,999,249.75,109.96,27.49,321.275,128.7525,0.11007007007007
2008,"Belville",4,796,199,152.96,38.24,43.3825,45.86,0.192160804020101
2008,"Bionicle",32,4223,120.657142857143,552.72,19.74,112.742068965517,42.30375,0.130883258347147
2008,"Bricks and More",16,7324,457.75,308.88,25.74,36.9018181818182,21.3036363636364,0.0421736755871109
2008,"Castle",14,1999,142.785714285714,246.91,24.691,97.6618181818182,51.4763636363636,0.12351675837919
2008,"City",40,15134,336.311111111111,544.78,24.7627272727273,77.8761538461538,19.5229032258065,0.0359970926390908
2008,"Creator",10,3902,390.2,247.92,30.99,72.785,35.6125,0.0635366478728857
2008,"Creator Expert",5,12696,2539.2,719.96,179.99,846.926,438.108,0.0567076244486452
2008,"Duplo",27,1803,60.1,874.76,36.4483333333333,85.7905,37.6661904761905,0.485169162506933
2008,"Education",10,2439,243.9,519.9,86.65,139.0775,75.1985714285714,0.213161131611316
2008,"Exo-Force",7,1468,209.714285714286,110.93,15.8471428571429,52.7685714285714,24.6071428571429,0.0755653950953678
2008,"Factory",3,2744,914.666666666667,269.97,89.99,129.203333333333,77.2433333333333,0.0983855685131195
2008,"Indiana Jones",11,3737,339.727272727273,369.9,36.99,222.724545454545,126.976363636364,0.098983141557399
2008,"Mindstorms",2,13,6.5,0,NA,58.825,50,0
2008,"Miscellaneous",2,113,56.5,17.99,17.99,107.35,24.99,0.159203539823009
2008,"Power Functions",1,10,10,29.99,29.99,75.47,54.13,2.999
2008,"Racers",25,7009,280.36,602.79,28.7042857142857,81.8078260869565,32.9995652173913,0.0860022827792838
2008,"Serious Play",1,6,6,0,NA,2.25,1.8,0
2008,"Space",9,2923,324.777777777778,266.92,33.365,113.647777777778,57.2022222222222,0.0913171399247349
2008,"SpongeBob SquarePants",3,725,241.666666666667,79.97,26.6566666666667,144.673333333333,59.1533333333333,0.110303448275862
2008,"Star Wars",19,11310,565.5,1168.82,64.9344444444444,196.81,104.13,0.103343943412909
2008,"Technic",8,4981,622.625,382.93,54.7042857142857,134.47,48.1128571428571,0.0768781369202971
2009,"Agents",5,1738,347.6,189.95,37.99,73.196,28.228,0.109292289988493
2009,"Architecture",4,1153,288.25,179.96,44.99,167.6275,71.4725,0.156079791847355
2009,"Bionicle",28,3712,123.733333333333,527.74,20.2976923076923,98.9574074074074,45.2418518518519,0.142171336206897
2009,"Bricks and More",16,8715,544.6875,214.91,23.8788888888889,26.5385714285714,25.3514285714286,0.0246597819850832
2009,"Castle",6,2964,494,289.94,48.3233333333333,179.435,131.96,0.0978205128205128
2009,"City",30,10948,322,799.77,36.3531818181818,97.4128125,38.129,0.0730516989404457
2009,"Creator",12,4986,415.5,321.91,29.2645454545455,55.7518181818182,26.0127272727273,0.0645627757721621
2009,"Creator Expert",4,7394,1848.5,559.96,139.99,915.03,499.1275,0.0757316743305383
2009,"Duplo",29,1676,55.8666666666667,814.77,35.4247826086957,62.1171428571429,28.817619047619,0.486139618138425
2009,"Education",8,2298,287.25,575.95,115.19,120.645,142.715,0.250630983463882
2009,"Games",10,1969,196.9,154.91,17.2122222222222,26.6125,12.5866666666667,0.0786744540375825
2009,"Indiana Jones",7,2342,334.571428571429,290.93,41.5614285714286,205.555714285714,106.28,0.124222886421862
2009,"Mindstorms",1,619,619,279.99,279.99,300,182.99,0.45232633279483
2009,"Miscellaneous",10,1718,171.8,53.97,17.99,1004.69,41.7666666666667,0.0314144353899884
2009,"Pirates",11,1875,170.454545454545,247.91,27.5455555555556,122.148,59.842,0.132218666666667
2009,"Power Functions",1,7,7,10.99,10.99,13,10,1.57
2009,"Power Miners",13,4314,331.846153846154,455.88,37.99,135.195833333333,67.33,0.10567454798331
2009,"Racers",24,4653,193.875,484.79,23.0852380952381,61.5170833333333,20.0245833333333,0.104188695465291
2009,"Seasonal",5,365,73,44.95,8.99,16.99,12.262,0.123150684931507
2009,"Space",10,2645,264.5,312.9,31.29,62.301,35.184,0.118298676748582
2009,"SpongeBob SquarePants",2,634,317,64.98,32.49,204.495,51.2,0.102492113564669
2009,"Star Wars",29,11234,387.379310344828,1286.79,58.4904545454545,187.29,100.285357142857,0.114544240697881
2009,"Technic",11,7106,646,549.9,54.99,164.842727272727,73.6363636363636,0.0773853081902618
2010,"Architecture",1,560,560,49.99,49.99,97.45,39.47,0.0892678571428571
2010,"Atlantis",15,4499,299.933333333333,419.86,29.99,54.2226666666667,26.072,0.093322960657924
2010,"Ben 10: Alien Force",6,114,19,89.94,14.99,38.9466666666667,11.635,0.788947368421053
2010,"Bionicle",6,113,18.8333333333333,47.94,7.99,34.8366666666667,9.09333333333333,0.424247787610619
2010,"Bricks and More",8,4482,560.25,99.96,24.99,50.92,14.1014285714286,0.0223025435073628
2010,"Castle",11,1951,162.583333333333,263.89,23.99,80.5683333333333,43.1733333333333,0.135258841619682
2010,"City",31,13534,365.783783783784,1117.74,42.99,101.746388888889,41.7262068965517,0.082587557263189
2010,"Collectable Minifigures",34,460,13.5294117647059,63.68,1.99,15.039375,9.7565625,0.138434782608696
2010,"Creator",8,3094,386.75,269.92,33.74,57.32875,26.52875,0.0872398190045249
2010,"Creator Expert",6,11014,1835.66666666667,844.94,140.823333333333,470.25,330.063333333333,0.0767150898856001
2010,"Duplo",32,1309,39.6666666666667,718.74,27.6438461538462,52.0583333333333,25.6896153846154,0.549075630252101
2010,"Education",14,10550,753.571428571429,349.85,116.616666666667,116.669166666667,93.9575,0.0331611374407583
2010,"Games",9,1431,159,139.93,19.99,32.905,19.88,0.0977847658979735
