"YEAR","THEME","TOTAL_SETS","TOTAL_PIECES","MEAN_PIECES","TOTAL_PRICE","MEAN_PRICE","MEAN_VALNEW","MEAN_VALUSED","PPP"
2010,"Harry Potter",6,3172,528.666666666667,340.94,56.8233333333333,165.881666666667,75.4866666666667,0.107484237074401
2010,"HERO Factory",15,1235,82.3333333333333,244.85,16.3233333333333,40.844,17.9446666666667,0.198259109311741
2010,"Miscellaneous",5,653,130.6,37.98,18.99,668.225,31.54,0.0581623277182236
2010,"Power Miners",4,890,222.5,114.96,28.74,69.3775,28.3625,0.129168539325843
2010,"Prince of Persia",6,1863,310.5,190.95,38.19,59.9916666666667,44.21,0.102495974235105
2010,"Racers",18,2538,141,235.86,16.8471428571429,31.395,12.075,0.0929314420803783
2010,"Seasonal",9,441,49,40.91,4.54555555555556,11.0211111111111,5.51,0.0927664399092971
2010,"Serious Play",9,6194,688.222222222222,521.98,260.99,114.65375,14.995,0.084271876009041
2010,"Space",5,1596,319.2,179.95,35.99,101.858,46.198,0.112750626566416
2010,"Star Wars",24,11379,392.379310344828,1183.78,53.8081818181818,139.626428571429,86.2671428571429,0.104031988751208
2010,"Technic",11,6337,576.090909090909,625.9,62.59,190.536363636364,73.3581818181818,0.0987691336594603
2010,"Toy Story",15,3085,205.666666666667,408.87,31.4515384615385,66.63,37.4866666666667,0.132534846029173
2010,"Universe",2,60,30,9.99,9.99,20.115,6.795,0.1665
2010,"World Racers",9,2443,271.444444444444,257.92,32.24,31.1088888888889,16.22,0.105575112566517
2011,"Architecture",6,3702,617,379.94,63.3233333333333,225.398333333333,120.951666666667,0.102631010264722
2011,"Atlantis",5,1311,262.2,134.95,26.99,63.414,36.324,0.102936689549962
2011,"Bricks and More",8,3775,471.875,54.96,13.74,26.368,20.0142857142857,0.014558940397351
2011,"Cars",18,5327,295.944444444444,478.86,34.2042857142857,63.6422222222222,28.4782352941176,0.0898929979350479
2011,"Castle",4,1238,309.5,139.96,34.99,152.15,123.245,0.113053311793215
2011,"City",27,9290,320.344827586207,887.78,40.3536363636364,88.7578571428571,39.0888461538462,0.0955629709364909
2011,"Collectable Minifigures",51,652,12.7843137254902,143.52,2.99,9.14916666666667,6.068125,0.220122699386503
2011,"Creator",11,2951,268.272727272727,246.9,24.69,39.828,20.173,0.0836665537106066
2011,"Creator Expert",5,6652,1330.4,559.95,111.99,382.976,248.19,0.0841776909200241
2011,"DC Comics Super Heroes",1,6,6,0,NA,1038.9,NA,0
2011,"Duplo",32,1424,44.5,629.77,27.3813043478261,48.6786666666667,30.5157692307692,0.442254213483146
2011,"Education",8,5689,711.125,486.82,81.1366666666667,101.18,83.336,0.0855721567938126
2011,"Games",13,1683,129.461538461538,203.89,18.5354545454545,22.62125,21.4083333333333,0.121146761734997
2011,"Harry Potter",10,2992,299.2,264.92,26.492,117.79,70.0014285714286,0.0885427807486631
2011,"HERO Factory",24,1673,64.3461538461538,273.78,12.4445454545455,38.4381818181818,14.5572727272727,0.163646144650329
2011,"Ideas",1,413,413,0,NA,1052.1,449.55,0
2011,"Life of George",1,146,146,29.99,29.99,6.92,7.72,0.20541095890411
2011,"Master Builder Academy",4,705,176.25,29.99,29.99,26.5775,16.04,0.0425390070921986
2011,"Miscellaneous",16,2430,142.941176470588,166.48,23.7828571428571,451.3575,122.582,0.0685102880658436
2011,"Ninjago",39,7575,189.375,823.62,24.2241176470588,59.7435897435897,26.368717948718,0.108728712871287
2011,"Pharaoh's Quest",9,1863,207,229.93,32.8471428571429,75.2855555555556,43.1322222222222,0.123419216317767
2011,"Pirates of the Caribbean",10,4157,415.7,486.9,48.69,237.934,122.564,0.117127736348328
2011,"Power Functions",1,7,7,13.99,13.99,22.27,15.03,1.99857142857143
2011,"Racers",9,583,64.7777777777778,75.92,9.49,18.5288888888889,4.34555555555556,0.130222984562607
2011,"Seasonal",14,944,67.4285714285714,68.88,5.74,15.5945454545455,7.764,0.0729661016949153
2011,"Space",10,2278,227.8,269.92,33.74,47.68,26.54,0.118489903424056
2011,"SpongeBob SquarePants",2,264,132,34.98,17.49,68.63,26.785,0.1325
2011,"Star Wars",27,12981,418.741935483871,1398.79,60.8169565217391,163.21064516129,84.68,0.107756721361991
2011,"Technic",11,8468,769.818181818182,685.9,68.59,151.224545454545,66.305,0.0809990552668871
2012,"Architecture",4,1601,400.25,174.96,43.74,211.975,97.1175,0.109281698938164
2012,"Bricks and More",6,1863,310.5,109.94,18.3233333333333,32.83,14.6416666666667,0.0590123456790123
2012,"Cars",9,1633,181.444444444444,142.92,17.865,45.2866666666667,21.1225,0.0875199020208206
2012,"Castle",1,1575,1575,119.99,119.99,323.86,315.74,0.076184126984127
2012,"City",39,12561,306.365853658537,1020.68,30.929696969697,58.2079487179487,26.0211111111111,0.0812578616352201
2012,"Collectable Minifigures",66,1106,16.7575757575758,228.39,3.74409836065574,15.0327868852459,10.1447540983607,0.206500904159132
2012,"Creator",13,2807,215.923076923077,264.9,26.49,28.4923076923077,13.5675,0.0943712148200926
2012,"Creator Expert",3,5139,1713,399.97,133.323333333333,473.006666666667,364.883333333333,0.0778303171823312
2012,"DC Comics Super Heroes",12,2409,200.75,281.9,25.6272727272727,38.0608333333333,20.5575,0.117019510170195
2012,"Dino",7,2241,320.142857142857,316.93,45.2757142857143,116.995714285714,54.0585714285714,0.141423471664436
2012,"Duplo",35,1495,41.5277777777778,724.73,26.8418518518519,52.9303125,29.245,0.484769230769231
2012,"Education",7,4035,576.428571428571,0,NA,100.008,79.41,0
2012,"Friends",25,5969,238.76,592.77,25.7726086956522,49.6666666666667,16.0030434782609,0.099308091807673
2012,"Games",7,1521,217.285714285714,74.97,24.99,21.352,25.045,0.0492899408284024
2012,"HERO Factory",24,1472,58.88,256.82,14.2677777777778,38.6966666666667,13.2904761904762,0.174470108695652
2012,"Ideas",2,849,424.5,84.98,42.49,187.33,114.66,0.100094228504123
2012,"Life of George",1,146,146,29.99,29.99,16.71,5.89,0.20541095890411
2012,"Make and Create",1,1000,1000,0,NA,75.69,38.01,0
2012,"Marvel Super Heroes",12,2084,160.307692307692,252.9,25.29,48.1684615384615,27.5492307692308,0.121353166986564
2012,"Master Builder Academy",5,1052,210.4,0,NA,31.548,27,0
2012,"Miscellaneous",10,2857,285.7,54.96,10.992,1049.35666666667,157.48,0.0192369618480924
2012,"Monster Fighters",9,5348,594.222222222222,523.91,58.2122222222222,157.871111111111,108.214444444444,0.0979637247569185
2012,"Ninjago",42,7606,176.883720930233,851.63,23.017027027027,61.316511627907,26.9447619047619,0.11196818301341
2012,"Racers",11,626,56.9090909090909,39.96,9.99,11.1009090909091,3.90090909090909,0.0638338658146965
2012,"Seasonal",10,544,54.4,57.91,6.43444444444444,17.0711111111111,11.43,0.106452205882353
2012,"SpongeBob SquarePants",2,712,356,74.98,37.49,178.79,83.075,0.105308988764045
2012,"Star Wars",33,13195,377,1409.7,46.99,116.694857142857,74.8011764705882,0.106835922697992
2012,"Technic",10,7213,721.3,676.91,75.2122222222222,129.226,59.666,0.093845833910994
2012,"The Hobbit",9,2692,299.111111111111,309.92,34.4355555555556,108.7875,75.54875,0.115126300148588
2012,"The Lord of the Rings",10,3567,356.7,380.92,38.092,134.883,104.646,0.106790019624334
2013,"Architecture",5,3942,788.4,374.96,93.74,332.53,185.72,0.095119228817859
2013,"Bricks and More",9,3636,404,134.93,19.2757142857143,41.2744444444444,17.41625,0.0371094609460946
2013,"Castle",5,1909,381.8,211.95,42.39,154.162,75.914,0.111026715557884
2013,"City",39,10928,280.205128205128,1136.69,36.6674193548387,57.3338461538462,25.2294444444444,0.104016288433382
2013,"Collectable Minifigures",54,656,12.1481481481481,152.49,2.99,12.3639583333333,8.44354166666667,0.232454268292683
2013,"Creator",18,3970,220.555555555556,326.87,25.1438461538462,36.1555555555556,18.1058823529412,0.0823350125944584
2013,"Creator Expert",4,7797,1949.25,699.96,174.99,276.54,228.0925,0.089772989611389
2013,"DC Comics Super Heroes",8,2935,366.875,307.93,43.99,51.8125,38.45125,0.104916524701874
2013,"Duplo",34,1490,43.8235294117647,896.68,28.02125,42.368064516129,24.8082608695652,0.601798657718121
2013,"Education",10,5063,506.3,795.75,159.15,212.012,222.706666666667,0.15716966225558
2013,"Friends",33,5125,155.30303030303,444.72,15.8828571428571,27.3196666666667,8.69714285714286,0.0867746341463415
2013,"Games",4,1231,307.75,109.96,27.49,20,NA,0.0893257514216084
2013,"HERO Factory",20,2254,98,212.85,14.19,35.518125,13.0970588235294,0.0944321206743567
2013,"Ideas",1,401,401,34.99,34.99,181.48,123.72,0.0872568578553616
2013,"Legends of Chima",53,11125,209.905660377358,1188.59,28.99,29.4640816326531,14.8615217391304,0.106839550561798
2013,"Marvel Super Heroes",7,1404,200.571428571429,147.94,24.6566666666667,58.7085714285714,34.4185714285714,0.10537037037037
2013,"Master Builder Academy",5,3032,505.333333333333,289.96,72.49,90.275,69.714,0.0956332453825857
2013,"Mindstorms",1,601,601,349.99,349.99,414.89,243.13,0.58234608985025
2013,"Minecraft",3,954,318,69.98,34.99,65.23,25.23,0.0733542976939203
2013,"Miscellaneous",10,1853,185.3,29.98,14.99,1315.08666666667,118.766666666667,0.0161791689152725
2013,"Ninjago",8,1820,227.5,204.93,29.2757142857143,58.1625,27.22375,0.112598901098901
2013,"Pirates",1,39,39,14.99,14.99,59.58,27,0.384358974358974
2013,"Racers",1,30,30,0,NA,8.26,5.69,0
2013,"Seasonal",17,1064,62.5882352941176,115.84,7.24,24.49,15.554375,0.108872180451128
2013,"Serious Play",3,5203,1734.33333333333,1544.98,772.49,497.353333333333,NA,0.296940226792235
2013,"Space",12,4380,365,479.38,39.9483333333333,60.1833333333333,37.2891666666667,0.109447488584475
2013,"Star Wars",40,16345,398.658536585366,1515.69,48.8932258064516,165.365897435897,93.7584615384615,0.0927311104313246
2013,"Technic",12,8744,728.666666666667,947.88,78.99,154.1275,85.1625,0.108403476669716
2013,"Teenage Mutant Ninja Turtles",7,2061,294.428571428571,211.93,30.2757142857143,49.5171428571429,27.6616666666667,0.102828723920427
2013,"The Hobbit",8,1960,245,214.94,35.8233333333333,97.13,68.93125,0.109663265306122
2013,"The Lone Ranger",8,2483,310.375,286.93,40.99,80.53,60.17,0.115557792992348
2013,"The Lord of the Rings",5,4127,825.4,402.95,80.59,215.768,176.768,0.0976375090865035
2014,"Architecture",2,1052,526,84.98,42.49,120.365,66.04,0.0807794676806084
2014,"Bricks and More",2,1600,800,59.99,59.99,51.635,NA,0.03749375
2014,"Castle",2,74,37,29.98,14.99,48.98,29.25,0.405135135135135
2014,"City",40,12435,310.875,1427.17,43.2475757575758,78.48325,40.2845945945946,0.114770406111781
2014,"Collectable Minifigures",51,600,11.7647058823529,175.52,3.65666666666667,7.76375,5.66854166666667,0.292533333333333
2014,"Creator",18,4074,226.333333333333,321.15,21.41,26.8038888888889,14.8138888888889,0.0788291605301915
2014,"Creator Expert",5,7693,1538.6,629.95,125.99,241.538,197.424,0.0818861302482777
2014,"DC Comics Super Heroes",11,3260,296.363636363636,321.93,40.24125,96.097,41.476,0.0987515337423313
2014,"Disney",7,1728,246.857142857143,206.93,29.5614285714286,53.7971428571429,23.2471428571429,0.119751157407407
2014,"Duplo",39,1437,36.8461538461538,828.89,25.9028125,37.7729411764706,21.4035714285714,0.576819763395964
2014,"Education",9,6155,683.888888888889,139.95,139.95,98.8411111111111,104.99,0.0227376116978067
2014,"Friends",43,7726,179.674418604651,736.67,23.7635483870968,27.9624390243902,11.5289473684211,0.0953494693243593
2014,"Fusion",4,954,238.5,139.96,34.99,27.765,12.9975,0.146708595387841
2014,"HERO Factory",17,1619,95.2352941176471,249.85,16.6566666666667,43.4352941176471,18.5352941176471,0.154323656578135
2014,"Ideas",4,1289,322.25,134.96,33.74,137.1675,60.99,0.104701318851823
2014,"Juniors",11,2102,191.090909090909,262.89,23.8990909090909,38.49,23.3318181818182,0.125066603235014
2014,"Legends of Chima",50,10202,204.04,1076.26,24.4604545454545,36.5765957446809,18.2026666666667,0.1054950009802
2014,"Marvel Super Heroes",12,3009,250.75,381.88,31.8233333333333,79.6333333333333,35.4381818181818,0.126912595546693
2014,"Minecraft",7,3433,490.428571428571,354.93,50.7042857142857,109.2,42.6671428571429,0.103387707544422
2014,"Miscellaneous",9,2740,304.444444444444,24.98,12.49,591.035555555556,116.208571428571,0.00911678832116788
2014,"Mixels",30,3310,110.333333333333,134.73,4.99,36.2956666666667,8.5062962962963,0.0407039274924471
2014,"Ninjago",10,3935,393.5,431.9,43.19,97.802,48.628,0.109758576874206
2014,"Seasonal",12,979,81.5833333333333,91.9,9.19,19.1009090909091,11.3554545454545,0.0938712972420838
2014,"Space",1,19,19,0,NA,16.71,8.3,0
2014,"Star Wars",40,18236,444.780487804878,1561.16,45.9164705882353,137.628048780488,79.9484615384615,0.0856086861153762
2014,"Technic",11,7424,674.909090909091,802.89,72.99,120.814545454545,59.6272727272727,0.108147898706897
2014,"Teenage Mutant Ninja Turtles",9,3776,419.555555555556,397.91,44.2122222222222,71.7088888888889,48.3577777777778,0.105378707627119
2014,"The Hobbit",5,1756,351.2,234.96,58.74,158.336,115.166,0.13380410022779
2014,"The LEGO Movie",17,10484,616.705882352941,950.83,55.9311764705882,83.0323529411765,53.2217647058824,0.0906934376192293
2014,"The Simpsons",1,2523,2523,199.99,199.99,356.78,281.29,0.0792667459373761
2014,"Ultra Agents",6,2720,453.333333333333,271.94,45.3233333333333,60.1866666666667,31.265,0.0999779411764706
2015,"Architecture",3,1440,480,129.97,43.3233333333333,102.333333333333,60.71,0.0902569444444444
2015,"Bionicle",20,1633,81.65,269.82,14.99,45.321052631579,17.5121052631579,0.165229638701776
2015,"City",41,15008,366.048780487805,1619.65,46.2757142857143,69.70325,39.0064102564103,0.107919109808102
2015,"Classic",7,4181,597.285714285714,236.93,33.8471428571429,42.96,28.5071428571429,0.0566682611815355
2015,"Collectable Minifigures",52,567,10.9038461538462,195.51,3.99,5.58104166666667,4.13020833333333,0.344814814814815
2015,"Creator",14,3538,252.714285714286,324.87,24.99,38.6957142857143,20.0578571428571,0.0918230638778971
2015,"Creator Expert",4,6782,1695.5,539.96,134.99,298.9125,234.485,0.0796166322618697
2015,"DC Comics Super Heroes",9,3291,365.666666666667,358.92,44.865,178.682222222222,56.8755555555556,0.109061075660893
2015,"Dimensions",31,3114,100.451612903226,964.7,32.1566666666667,21.5535483870968,14.8332258064516,0.309794476557482
2015,"Disney",4,910,227.5,127.96,31.99,60.0375,34.225,0.140615384615385
2015,"Duplo",42,1761,41.9285714285714,809.69,26.1190322580645,46.8830555555556,29.607037037037,0.459789892106757
2015,"Education",24,3276,136.5,242.93,34.7042857142857,36.0204545454545,170.3,0.0741544566544567
2015,"Elves",10,2816,281.6,274.92,34.365,60.033,30.72,0.0976278409090909
2015,"Friends",49,9673,197.408163265306,831.7,27.7233333333333,32.9647826086956,18.0563636363636,0.0859815982632069
2015,"Ideas",4,2364,591,224.96,56.24,162.2675,123.1425,0.095160744500846
2015,"Juniors",8,972,121.5,159.92,19.99,29.33125,15.6085714285714,0.164526748971193
2015,"Jurassic World",9,2912,323.555555555556,339.94,56.6566666666667,114.00125,61.6788888888889,0.116737637362637
2015,"Legends of Chima",14,4702,335.857142857143,468.86,33.49,49.375,29.3071428571429,0.099715014887282
2015,"Marvel Super Heroes",15,6202,413.466666666667,715.89,65.0809090909091,86.1385714285714,60.77,0.115428893905192
2015,"Minecraft",4,1636,409,199.96,49.99,81.1325,37.06,0.122224938875306
2015,"Miscellaneous",12,2654,221.166666666667,29.98,14.99,337.695,65.0475,0.0112961567445365
2015,"Mixels",30,3224,107.466666666667,134.73,4.99,34.1393333333333,6.29074074074074,0.0417897022332506
2015,"Ninjago",42,11554,275.095238095238,1144.71,39.4727586206897,55.84,35.2115789473684,0.0990747792972131
2015,"Pirates",7,2289,327,242.94,40.49,97.7,69.2442857142857,0.106133682830931
2015,"Scooby-Doo",5,1836,367.2,204.95,40.99,114.382,89.778,0.111628540305011
2015,"Seasonal",12,1655,137.916666666667,74.92,8.32444444444445,27.7309090909091,17.7245454545455,0.0452688821752266
2015,"Serious Play",1,186,186,0,NA,97.37,NA,0
2015,"Space",1,102,102,0,NA,20.49,12.95,0
2015,"Speed Champions",7,2403,343.285714285714,239.93,34.2757142857143,103.927142857143,51.8728571428571,0.099846025801082
2015,"Star Wars",53,19670,333.389830508475,2089.57,48.5946511627907,67.2348275862069,45.3365517241379,0.106231316725979
2015,"Technic",13,9423,724.846153846154,917.87,70.6053846153846,122.010769230769,66.0523076923077,0.0974074074074074
2015,"The LEGO Movie",3,604,201.333333333333,54.97,18.3233333333333,44.7,26.1,0.0910099337748344
2015,"The Simpsons",1,2179,2179,199.99,199.99,383.39,319.35,0.0917806333180358
2015,"Ultra Agents",8,3613,451.625,379.92,47.49,109.23875,82.79,0.105153611956823
2016,"Architecture",6,3244,540.666666666667,309.94,51.6566666666667,125.833333333333,88.4383333333333,0.0955425400739827
2016,"Bionicle",20,1977,98.85,264.83,15.5782352941176,63.1926315789474,30.8468421052632,0.133955488113303
2016,"BrickHeadz",4,789,197.25,159.96,39.99,713.515,398.87,0.202737642585551
2016,"Castle",1,47,47,0,NA,18.95,14,0
2016,"City",44,12286,279.227272727273,1546.62,40.7005263157895,53.1936363636364,32.4954761904762,0.125884746866352
2016,"Classic",3,3183,1061,89.98,44.99,71.0233333333333,43.0866666666667,0.0282689286836318
2016,"Collectable Minifigures",74,869,11.7432432432432,199.5,3.99,7.56739130434783,5.71811594202899,0.229574223245109
2016,"Creator",16,4212,263.25,368.35,24.5566666666667,34.24875,20.674375,0.0874525166191833
2016,"Creator Expert",4,8444,2111,619.96,154.99,294.845,246.9,0.0734201800094742
2016,"DC Comics Super Heroes",15,5817,387.8,596.88,49.74,43.662,35.205,0.102609592573491
2016,"Dimensions",24,2101,87.5416666666667,518.76,21.615,27.91625,20.53625,0.246910994764398
2016,"Disney",12,5801,483.416666666667,555.91,61.7677777777778,67.013,42.8763636363636,0.0958300293052922
2016,"Duplo",38,1178,31,784.71,27.0589655172414,33.389375,23.25,0.666137521222411
2016,"Education",18,6409,356.055555555556,559.89,186.63,80.5792857142857,198.305,0.0873599625526603
2016,"Elves",12,4740,395,429.9,42.99,109.2575,64.4766666666667,0.0906962025316456
2016,"Friends",47,9785,208.191489361702,858.71,29.6106896551724,34.9251111111111,17.5467647058824,0.0877577925396014
2016,"Ghostbusters",2,5190,2595,409.98,204.99,356.01,312.305,0.0789942196531792
2016,"Ideas",3,2093,697.666666666667,209.97,69.99,139.66,104.62,0.100320114667941
2016,"Juniors",11,1140,103.636363636364,190.9,19.09,26.4945454545455,15.5145454545455,0.167456140350877
2016,"Marvel Super Heroes",16,4920,307.5,469.87,36.1438461538462,61.3875,43.260625,0.0955020325203252
2016,"Minecraft",7,4428,553.5,529.92,66.24,165.7875,91.51125,0.119674796747967
2016,"Miscellaneous",12,7723,643.583333333333,179.97,59.99,126.265,88.1633333333333,0.0233031205490095
2016,"Mixels",30,3458,115.266666666667,134.73,4.99,20.8368965517241,7.5537037037037,0.0389618276460382
2016,"Nexo Knights",50,9413,188.26,839.7,27.99,25.4272916666667,15.2271428571429,0.0892064166578137
2016,"Ninjago",36,9318,251.837837837838,784.83,46.1664705882353,44.9166666666667,26.9557575757576,0.0842273019961365
2016,"Seasonal",15,1832,122.133333333333,69.92,8.74,23.1385714285714,12.6625,0.0381659388646288
2016,"Speed Champions",7,2540,362.857142857143,209.93,29.99,94.0142857142857,65.0314285714286,0.0826496062992126
2016,"Star Wars",62,20572,321.4375,2360.56,53.6490909090909,61.2675,43.9917741935484,0.114746257048415
2016,"Technic",12,12934,1077.83333333333,1252.88,104.406666666667,162.8325,106.531666666667,0.0968671717952683
2016,"The Angry Birds Movie",6,2384,397.333333333333,252.94,42.1566666666667,55.3833333333333,34.515,0.106098993288591
2017,"Architecture",6,3177,529.5,229.95,45.99,104.15,75.8566666666667,0.0723796033994334
2017,"Boost",1,843,843,159.99,159.99,137.76,100.15,0.189786476868327
2017,"BrickHeadz",21,2845,135.47619047619,299.8,14.99,99.9235,30.7183333333333,0.105377855887522
2017,"City",51,13892,267.153846153846,1568.62,41.2794736842105,42.4273076923077,26.776,0.11291534696228
2017,"Classic",7,1920,274.285714285714,19.96,4.99,19.5783333333333,7.88833333333333,0.0103958333333333
2017,"Collectable Minifigures",60,738,12.3,243.43,4.27070175438597,5.23894736842105,3.71982456140351,0.329850948509485
2017,"Creator",20,4998,249.9,439.84,27.49,28.507,19.9426315789474,0.0880032012805122
2017,"Creator Expert",5,15183,3036.6,1069.95,213.99,265.07,215.308,0.0704702627939142
2017,"DC Comics Super Heroes",8,2401,300.125,259.93,37.1328571428571,35.73,26.1975,0.108259058725531
2017,"DC Super Hero Girls",10,3645,364.5,409.9,40.99,44.255,30.299,0.112455418381344
2017,"Dimensions",11,862,78.3636363636364,229.89,20.8990909090909,21.7081818181818,16.1190909090909,0.26669373549884
2017,"Disney",9,2111,234.555555555556,250.92,31.365,39.3111111111111,24.67,0.118863098057793
2017,"Duplo",35,1252,35.7714285714286,680.75,27.23,28.2016666666667,27.8963157894737,0.543730031948882
2017,"Education",8,3788,473.5,184.95,184.95,103.425,72.75,0.048825237592397
2017,"Elves",10,2950,295,299.92,37.49,43.675,38.1377777777778,0.10166779661017
2017,"Friends",44,8420,191.363636363636,867.68,27.115,30.9716666666667,18.6783333333333,0.103049881235154
2017,"Ideas",4,4744,1186,344.96,86.24,150.285,120.335,0.0727150084317032
2017,"Juniors",18,1889,104.944444444444,359.83,21.1664705882353,27.9983333333333,19.339375,0.190487030174696
2017,"Marvel Super Heroes",14,3666,261.857142857143,409.87,31.5284615384615,54.4264285714286,39.8471428571429,0.111803055100927
2017,"Minecraft",9,7619,846.555555555556,699.91,77.7677777777778,216.123333333333,173.16,0.0918637616485103
2017,"Miscellaneous",10,3038,276.181818181818,91.97,30.6566666666667,93.5975,96.1133333333333,0.0302732060566162
2017,"Nexo Knights",41,7327,178.707317073171,698.77,30.3813043478261,30.0294871794872,22.5957575757576,0.0953691824757745
2017,"Ninjago",20,3449,149.95652173913,302.91,33.6566666666667,33.7373913043478,23.4204347826087,0.0878254566541026
2017,"Pirates of the Caribbean",1,2294,2294,199.99,199.99,314.83,254.98,0.0871795989537925
2017,"Seasonal",12,1649,137.416666666667,67.93,9.70428571428571,20.2441666666667,12.7166666666667,0.0411946634323833
2017,"Speed Champions",8,2643,330.375,239.93,34.2757142857143,115.42375,76.26,0.090779417328793
2017,"Star Wars",58,25602,419.704918032787,2803.57,65.1993023255814,65.1349180327869,51.5287931034483,0.109505897976721
2017,"Technic",13,10526,809.692307692308,1199.87,92.2976923076923,104.565384615385,65.0861538461538,0.113991069732092
2017,"The LEGO Batman Movie",27,14375,532.407407407407,1382.77,62.8531818181818,70.0166666666667,51.3336,0.0961926956521739
2017,"The LEGO Ninjago Movie",20,17359,867.95,1289.81,67.8847368421053,109.872,87.3573684210526,0.0743020911342819
2018,"Architecture",4,3821,764.2,309.95,61.99,78.5475,58.115,0.0811175085056268
2018,"BrickHeadz",42,7657,182.309523809524,569.59,13.8924390243902,35.4204761904762,24.5660975609756,0.0743881415698054
2018,"City",47,12276,261.191489361702,1696.64,47.1288888888889,40.4684782608696,32.1951162790698,0.138207885304659
2018,"Classic",12,4568,380.666666666667,224.92,28.115,25.16,14.06625,0.0492381786339755
2018,"Collectable Minifigures",62,854,13.7741935483871,235.41,3.99,6.89677966101695,5.23576271186441,0.275655737704918
2018,"Creator",17,5216,306.823529411765,478.85,31.9233333333333,31.8594117647059,23.2758823529412,0.0918040644171779
2018,"Creator Expert",5,9886,1977.2,999.95,199.99,228.732,202.402,0.101148088205543
2018,"DC Comics Super Heroes",13,2160,166.153846153846,312.89,28.4445454545455,34.8984615384615,26.9561538461538,0.144856481481481
2018,"Disney",11,2324,211.272727272727,274.91,30.5455555555556,33.679,26.4575,0.1182917383821
2018,"Duplo",31,948,30.5806451612903,714.76,29.7816666666667,29.9303846153846,25.762,0.753966244725738
2018,"Education",3,2819,939.666666666667,219.95,219.95,155.513333333333,150,0.0780241220290883
2018,"Elves",7,3344,477.714285714286,294.93,42.1328571428571,84.4057142857143,68.62,0.0881967703349282
2018,"Friends",46,9638,209.521739130435,908.68,28.39625,24.8939130434783,23.3442857142857,0.0942809711558415
2018,"Harry Potter",9,9975,1108.33333333333,778.91,86.5455555555556,92.8366666666667,73.2666666666667,0.0780862155388471
2018,"Ideas",4,4372,1093,354.96,88.74,125.0975,95.91,0.0811893870082342
2018,"Juniors",19,2322,122.210526315789,409.83,24.1076470588235,25.0984210526316,18.9725,0.176498708010336
2018,"Jurassic World",13,3824,294.153846153846,453.91,50.4344444444444,244.0625,152.595833333333,0.118700313807531
2018,"Marvel Super Heroes",16,5566,347.875,502.85,33.5233333333333,68.115625,42.390625,0.0903431548688466
2018,"Minecraft",10,3188,318.8,339.9,33.99,59.756,46.858,0.106618569636136
2018,"Miscellaneous",12,2523,210.25,79.95,15.99,56.098,33.2625,0.0316884661117717
2018,"Nexo Knights",15,2543,169.533333333333,219.94,36.6566666666667,26.2746666666667,20.4083333333333,0.0864883995281164
2018,"Ninjago",43,9349,217.418604651163,832.75,33.31,35.045,24.0065,0.0890736977216815
2018,"Seasonal",9,979,108.777777777778,27.96,6.99,23.4222222222222,13.315,0.0285597548518897
2018,"Speed Champions",6,1960,326.666666666667,189.94,31.6566666666667,53.7533333333333,36.355,0.0969081632653061
2018,"Star Wars",56,19807,335.71186440678,2174.63,58.7737837837838,71.1776271186441,43.9959259259259,0.109790982985813
2018,"Technic",14,16502,1178.71428571429,1554.86,111.061428571429,111.16,73.375,0.0942225184826082
2018,"The LEGO Batman Movie",9,1964,218.222222222222,209.95,41.99,33.5177777777778,22.6411111111111,0.106899185336049
2018,"The LEGO Ninjago Movie",1,3553,3553,229.99,229.99,498.69,441.65,0.0647312130593864
2018,"The Powerpuff Girls",2,372,186,49.98,24.99,22.915,14.49,0.134354838709677
2018,"Unikitty",21,2180,103.809523809524,218.8,10.94,10.3447368421053,7.08764705882353,0.100366972477064
2018,"Xtra",8,188,23.5,43.92,5.49,6.062,3.394,0.233617021276596
2019,"Architecture",5,4511,902.2,309.96,77.49,68.608,50.086,0.0687120372422966
2019,"BrickHeadz",14,2310,165,159.87,12.2976923076923,46.6192307692308,23.7746153846154,0.0692077922077922
2019,"Bricklink",13,14373,1105.61538461538,1200.88,100.073333333333,247.203846153846,192.596666666667,0.0835511027621234
2019,"City",53,10913,205.905660377358,1470.63,39.7467567567568,25.9178846153846,21.8989130434783,0.134759461193072
2019,"Classic",5,2224,444.8,129.95,25.99,26.926,20.3533333333333,0.0584307553956834
2019,"Collectable Minifigures",58,807,13.9137931034483,232.44,4.15071428571429,5.05781818181818,4.15925925925926,0.288029739776952
2019,"Creator",17,5014,294.941176470588,407.87,31.3746153846154,23.68375,18.90625,0.0813462305544475
2019,"Creator Expert",6,8126,1354.33333333333,649.95,129.99,115.353333333333,99.2283333333333,0.0799840019689884
2019,"DC Comics Super Heroes",17,6548,385.176470588235,559.91,62.2122222222222,50.6488235294118,58.9790909090909,0.0855085522296885
2019,"Disney",16,6008,375.5,783.85,52.2566666666667,55.2975,45.0446153846154,0.130467709720373
2019,"Duplo",22,821,37.3181818181818,604.79,28.7995238095238,25.9831818181818,17.3744444444444,0.736650426309379
2019,"Education",4,3144,786,0,NA,70.5433333333333,179.06,0
2019,"FORMA",4,390,97.5,0,NA,113.8775,150,0
2019,"Friends",51,10427,204.450980392157,1052.63,28.4494594594595,20.8465306122449,20.338064516129,0.100952335283399
2019,"Harry Potter",9,3227,358.555555555556,349.92,43.74,41.7511111111111,36.205,0.108435079020762
