Path,RGB_4,Percent-4,RGB_3,Percent-3,RGB_2,Percent-2,RGB_1,Percent-1
E:/Organized Photos/2021/2021-12-09 08-12-14.jpg,"[177.24088860190494, 198.29093144255006, 218.19134867318172]",0.183970367,"[126.70907929047746, 128.43748389557118, 131.73011038619714]",0.221860942,"[39.706755391696326, 41.324138527389884, 43.243216898109125]",0.290443237,"[83.38946137680317, 79.73939539762327, 78.29548897903334]",0.303725454
E:/Organized Photos/2021/2021-12-09 08-12-15.jpg,"[182.47960901490154, 199.98043472113434, 214.70929673581995]",0.182500725,"[145.53779115857907, 151.45164234802556, 160.93299108978331]",0.190125491,"[109.4869837205229, 103.88776779430795, 107.03133840186412]",0.265868751,"[53.76247124799442, 53.42474260164783, 54.318599033027915]",0.361505033
E:/Organized Photos/2021/2021-12-09 11-22-48.jpg,"[125.83025159139137, 119.69111852076387, 110.25462261291302]",0.133769707,"[202.10375319316177, 194.07702888583216, 181.70190607191978]",0.24592857,"[161.08445642407912, 153.72129380053912, 142.65121293800544]",0.266220681,"[187.2705601907032, 179.74506687855913, 167.68759104754338]",0.354081042
E:/Organized Photos/2021/2021-12-10 07-47-45.jpg,"[210.19438060929795, 161.71733020713654, 107.44198161547787]",0.122580123,"[30.76926238373352, 18.599989184512182, 11.177139663998863]",0.269038909,"[171.48334879070714, 106.01416487426927, 55.40764383579671]",0.295841929,"[101.4911878898922, 59.85349711144763, 33.811542991754955]",0.31253904
E:/Organized Photos/2021/2021-12-10 18-42-05.jpg,"[236.11898868458275, 229.47100424328147, 221.16743281471]",0.097817321,"[166.79516856200792, 139.47533813336923, 129.1880088823094]",0.261027534,"[42.96846770069881, 32.037838759161424, 26.526674620760193]",0.296778633,"[108.00577777777772, 86.51758024691357, 80.6129382716049]",0.344376512
E:/Organized Photos/2021/2021-12-15 09-13-50.jpg,"[50.294420600858366, 36.42875536480687, 33.41287553648069]",0.168586247,"[94.16653236637121, 53.83346763362879, 41.517861939296274]",0.26209307,"[140.2840549102429, 134.26108764519537, 126.39941921858498]",0.266737873,"[182.45339265850944, 177.48498331479422, 168.6449388209121]",0.30258281
E:/Organized Photos/2021/2021-12-18 21-16-27.jpg,"[140.24714939165042, 26.877739549966392, 40.62597909334165]",0.081107342,"[124.48920603573687, 107.44499605369691, 96.71094839966865]",0.187536415,"[41.25735007764769, 32.500900679997535, 32.044165372540014]",0.266358878,"[209.9373164433658, 202.28468829832195, 189.93652799985298]",0.464997366
E:/Organized Photos/2021/2021-12-19 19-35-29.jpg,"[41.613573407202225, 38.754847645429365, 35.771814404432135]",0.224243666,"[108.20664087685364, 94.64474532559639, 84.98903932946486]",0.227939546,"[202.02174535050077, 185.8057224606581, 172.7977110157368]",0.273288477,"[172.2166187614319, 150.08596812124378, 133.11941468513197]",0.274528311
E:/Organized Photos/2021/2021-12-20 18-43-56.jpg,"[52.367406542056074, 41.6839953271028, 39.78154205607476]",0.131030132,"[104.95559210526316, 93.05756578947368, 87.79317434210526]",0.201682752,"[148.47268637532136, 143.1298200514139, 140.54305912596396]",0.249225032,"[207.27841812400638, 198.7154213036566, 187.05027821939586]",0.418062084
E:/Organized Photos/2021/2021-12-21 09-47-22.jpg,"[40.3304061470911, 33.71496523966337, 33.645810464690804]",0.162966604,"[205.68354430379742, 186.42790313703904, 165.55393505778756]",0.240450405,"[114.55789219240997, 98.52525985013297, 88.5859318346628]",0.247157249,"[166.40017006802717, 150.5068027210884, 140.1003401360544]",0.349425742
E:/Organized Photos/2021/2021-12-21 09-47-49.jpg,"[16.352736916789034, 15.206496971689926, 15.159897870859975]",0.169956322,"[206.13695880042513, 186.2745282490396, 156.36194026649525]",0.197766906,"[81.4762003787538, 73.24624103692625, 60.93540081316342]",0.269978728,"[149.1176191495144, 133.58650796495957, 111.78186908537617]",0.362298044
E:/Organized Photos/2021/2021-12-21 09-47-52.jpg,"[15.63983942289954, 14.390867644786105, 15.298570709261226]",0.143084163,"[200.46071661187776, 184.4961541113996, 165.2128418503782]",0.232007203,"[75.33099210923334, 66.94667265424071, 59.818813811980554]",0.258063879,"[144.75232025080072, 128.70241971618435, 113.46811294052236]",0.366844756
E:/Organized Photos/2021/2021-12-21 09-47-59.jpg,"[26.851989960559358, 24.63642882753676, 25.02050914306204]",0.165240821,"[195.35167910447763, 182.16752633889374, 166.40677129060586]",0.211445506,"[87.38981839582985, 73.32684546830335, 61.47805616277114]",0.281141247,"[152.91672119855338, 131.19603926295838, 112.0566557602893]",0.342172425
E:/Organized Photos/2021/2021-12-21 10-27-33.jpg,"[213.55982118073223, 236.27873014945393, 241.49702698359414]",0.062901385,"[56.19600097512202, 50.907378056681445, 42.524620731004624]",0.249044844,"[129.4673189823869, 166.03864529343517, 183.16660955099715]",0.305695639,"[143.05930013407587, 125.38748744718991, 89.79730850147462]",0.382358132
E:/Organized Photos/2021/2021-12-21 10-27-34.jpg,"[173.856416772554, 186.4972469292673, 194.01482422702244]",0.178107055,"[26.88528591352859, 21.675383542538356, 22.64365411436541]",0.210495517,"[151.28209628886657, 131.16023069207623, 108.73420260782348]",0.303032503,"[102.00976800976801, 82.35091575091575, 56.203907203907214]",0.308364926
E:/Organized Photos/2021/2021-12-21 10-27-39.jpg,"[211.0889642036378, 215.2200279904296, 218.07169376492695]",0.148101153,"[140.0408269784481, 154.31566365467538, 170.02121947456723]",0.220093665,"[61.11783563313145, 53.14798173796125, 55.01330452993162]",0.297646113,"[181.1660520309485, 130.9821485732684, 94.25301019973313]",0.334159069
E:/Organized Photos/2021/2021-12-21 10-28-15.jpg,"[188.52458476148533, 206.82771359391285, 217.76855067450745]",0.111908551,"[181.97999949924758, 140.7743644429486, 106.09631856038281]",0.245178453,"[54.557860507138564, 44.082767474326744, 41.78177293515081]",0.314844587,"[119.3863630821675, 123.31529212157946, 131.70307122411282]",0.328068409
E:/Organized Photos/2021/2021-12-21 10-28-36.jpg,"[61.0749601275917, 45.19218500797447, 39.53216374269006]",0.17442438,"[136.37955002743738, 109.81745015547833, 89.278946405707]",0.249942753,"[195.0855119825708, 157.70515613652867, 119.2777777777778]",0.250302064,"[164.68050834934235, 179.82045219447318, 192.89581794000296]",0.325330803
E:/Organized Photos/2021/2021-12-21 10-39-32.jpg,"[45.16310837535265, 33.115263323731256, 27.548996338324898]",0.209940105,"[197.1857098787406, 182.1341474370051, 171.10827426293326]",0.21372612,"[167.3385123708347, 132.72369269968047, 104.49374641465563]",0.253252174,"[93.96459292230175, 84.48181487051946, 76.88420562816202]",0.323081601
E:/Organized Photos/2021/2021-12-21 10-39-34.jpg,"[46.207623982235376, 35.960399703923024, 31.615840118430807]",0.218180072,"[163.3021370670597, 133.1554900515844, 105.78739867354459]",0.218970705,"[197.896155228171, 183.55803090190443, 171.2874595759971]",0.227375605,"[94.00391293714846, 89.19735876742482, 83.93934947419909]",0.335473618
E:/Organized Photos/2021/2021-12-21 12-05-32.jpg,"[219.5644007155635, 228.91413237924863, 235.05635062611807]",0.090280345,"[127.9338115422237, 132.66416693837627, 133.26573198565373]",0.23687164,"[70.57040266735059, 60.45037189022826, 49.39471659399845]",0.333107062,"[99.17768791627023, 94.83111322549952, 86.22692673644147]",0.339740953
E:/Organized Photos/2021/2021-12-21 14-32-58.jpg,"[180.98960396039604, 162.97475247524756, 141.60049504950496]",0.170034565,"[186.66048565121412, 198.86445916114792, 209.03708609271527]",0.182638922,"[50.47952127659575, 56.130319148936174, 65.61063829787236]",0.298149526,"[101.96582606646241, 108.48126325712943, 115.32901249116193]",0.349176988
E:/Organized Photos/2021/2021-12-21 16-05-31.jpg,"[120.56782065525215, 117.14333910599947, 116.18245980917548]",0.043053718,"[47.4208390921839, 46.01140924311406, 44.349642019966545]",0.082735274,"[174.72697792046182, 175.196421559568, 177.38340707350608]",0.397867654,"[198.4907097487568, 197.57853017269716, 195.71898382040646]",0.476343354
E:/Organized Photos/2021/2021-12-21 18-53-31.jpg,"[53.90703127523521, 35.52357149778758, 25.911203123485905]",0.202124325,"[164.67178732643796, 146.63714740110032, 135.4032960021332]",0.211277538,"[118.20302527806533, 84.1342153703992, 65.84063563889062]",0.244978417,"[207.57777535963598, 200.29407225526734, 196.41785209275642]",0.341619721
E:/Organized Photos/2021/2021-12-21 18-53-36.jpg,"[168.7974344563375, 150.6778221562265, 139.08007409464358]",0.195673124,"[55.024463041702624, 35.375554004592786, 24.231163843843095]",0.204235084,"[121.6037959275521, 86.52333333981814, 66.93870770890891]",0.250654568,"[209.26855410038056, 200.1933088375172, 194.51277514404393]",0.349437224
E:/Organized Photos/2021/2021-12-21 18-53-38.jpg,"[161.436301369863, 139.066095890411, 128.39212328767124]",0.185864276,"[52.488223418573355, 34.25168236877523, 24.632234185733523]",0.200395185,"[112.66312809624911, 79.49728709601321, 63.29228591648974]",0.273796401,"[205.2084528590553, 197.5794606999427, 195.32759609868046]",0.339944137
E:/Organized Photos/2021/2021-12-21 18-56-53.jpg,"[217.18541188472324, 198.0721754654425, 181.71690895179793]",0.184339274,"[36.60615325816931, 31.90005732849225, 32.75176762851136]",0.256880308,"[95.79472196041473, 82.10895381715366, 76.28350612629596]",0.262837446,"[163.2320212589271, 135.55871117754523, 120.51121076233184]",0.295942972
E:/Organized Photos/2021/2021-12-21 18-56-57.jpg,"[222.0389987362234, 205.85721577578715, 194.60195747027393]",0.093736385,"[176.00477090800553, 143.71809321659313, 126.38074215573867]",0.265756881,"[44.629893435856346, 38.38457610188782, 37.242558247138675]",0.30655213,"[120.80172948345721, 98.39530141916924, 85.72059809589577]",0.333954603
E:/Organized Photos/2021/2021-12-21 19-14-04.jpg,"[209.71245802458864, 203.613049149391, 196.70479837926368]",0.139677799,"[160.316041054505, 148.5954144766794, 142.66947398915698]",0.181374238,"[114.5738957585771, 92.17932467666573, 82.87684900740881]",0.288462554,"[63.246752148795245, 43.605410736931105, 36.534056643652214]",0.390485409
E:/Organized Photos/2021/2021-12-21 19-14-05.jpg,"[203.2784272051009, 198.5255047821466, 190.70138150903293]",0.12790049,"[157.97606924643583, 145.4519687712152, 138.99185336048882]",0.18959165,"[108.19682539682542, 87.33979200875753, 78.93935413245762]",0.295337941,"[58.55050716740714, 40.70995054069914, 34.61673233297007]",0.387169919
E:/Organized Photos/2021/2021-12-22 11-19-20.jpg,"[201.3688208802553, 211.74718914538548, 226.41309045660114]",0.143683534,"[43.505533275932024, 42.657796618496064, 34.796084560867115]",0.246327085,"[112.64362980996333, 106.89231274944817, 97.15278027916777]",0.253012359,"[173.7234085352228, 168.28051399677324, 159.65199477707776]",0.356977021
E:/Organized Photos/2021/2021-12-22 11-19-25.jpg,"[41.67321624557551, 45.138809904086116, 32.32254804817887]",0.205974968,"[104.7383330986614, 101.62714681630722, 86.8941264548216]",0.207399911,"[201.3294751006537, 205.8838542970501, 211.97569767112822]",0.262257676,"[172.84938862739958, 163.55905718675825, 149.8595010654683]",0.324367445
E:/Organized Photos/2021/2021-12-22 11-23-39.jpg,"[151.1580537561638, 168.37535047858464, 201.46861806696953]",0.137366839,"[38.425437949554514, 39.95585364372294, 42.29648252106248]",0.254674082,"[148.1312695625617, 135.75054499495283, 117.4472775699585]",0.26400691,"[97.86965589155395, 87.37474413934292, 77.00729283332716]",0.343952169
E:/Organized Photos/2021/2021-12-22 11-23-43.jpg,"[184.78600533642185, 190.29983246116623, 212.0663329679195]",0.103034192,"[48.44613118746705, 45.19812236703527, 54.024338467614506]",0.257703911,"[119.42903593598233, 103.73402727925337, 97.58309052264119]",0.300543076,"[175.85883448560807, 154.83389970581524, 137.5124673898961]",0.338718821
E:/Organized Photos/2021/2021-12-22 11-55-50.jpg,"[100.30038510911425, 78.48138639281129, 60.301026957637994]",0.206719508,"[165.13811659192822, 157.79970104633782, 148.9701046337818]",0.220040109,"[44.04392425039453, 33.166491320357714, 27.497106785902158]",0.246227026,"[192.9489896017265, 200.8273494212282, 206.82440651363547]",0.327013357
E:/Organized Photos/2021/2021-12-22 11-55-53.jpg,"[97.91637630662021, 74.53899758777807, 56.33369069954436]",0.202996071,"[170.17264791464598, 171.9881183317168, 176.59311348205625]",0.220439444,"[48.89003503308678, 33.67244063838068, 21.806539509536773]",0.277656804,"[158.63853649567935, 145.6503033645891, 134.32119874977016]",0.29890768
E:/Organized Photos/2021/2021-12-22 11-55-55.jpg,"[115.48850855745722, 94.45867970660146, 77.61369193154032]",0.143170935,"[174.3582853486884, 177.58221369161868, 182.43570057581573]",0.203848872,"[160.22070534698517, 150.52059158134244, 140.67963594994308]",0.287913868,"[58.30911287538833, 40.99102519848119, 25.82999654815326]",0.365066325
E:/Organized Photos/2021/2021-12-22 12-04-29.jpg,"[171.29265079586523, 185.06027540537104, 194.9639233993359]",0.091259999,"[97.31030069020555, 78.24120026572783, 57.95341843688505]",0.223879762,"[161.9718170474787, 136.7646071935884, 101.56727718155864]",0.305156877,"[28.55835287927877, 22.835886539696357, 20.868639105504062]",0.379703362
E:/Organized Photos/2021/2021-12-22 12-04-30.jpg,"[199.37604520460596, 211.02649087097947, 218.98004435398096]",0.099713699,"[95.30094576358759, 78.65861724425098, 62.11803956473067]",0.211547452,"[156.82588026195853, 132.17614076970665, 98.30991960250255]",0.321125113,"[29.96365408290589, 24.828110303512858, 23.72940655137432]",0.367613736
E:/Organized Photos/2021/2021-12-22 12-04-32.jpg,"[217.7703019347923, 231.37790350678446, 242.79310836007662]",0.060545563,"[104.64944030144795, 84.10933679890437, 62.49343029299434]",0.203139599,"[162.63605489112857, 137.5608980536296, 103.08495426309486]",0.301260715,"[28.90582683742157, 24.699697115589597, 22.839060771041346]",0.435054124
E:/Organized Photos/2021/2021-12-22 12-59-17.jpg,"[87.16919819755013, 71.7795889326799, 63.736723452901764]",0.127064667,"[35.00153977077335, 26.11211474158064, 22.28233664343571]",0.164574853,"[184.36722534016232, 170.02029424434798, 157.20532285059627]",0.31990808,"[208.19190540609048, 199.9283185544654, 194.00565391454862]",0.388452401
E:/Organized Photos/2021/2021-12-22 12-59-21.jpg,"[35.43023679784703, 25.677438321615906, 22.667332757593485]",0.149785594,"[86.11193357690853, 70.37665982167418, 63.449459601212546]",0.191011754,"[184.74343948659507, 171.5263679636868, 161.04959345164957]",0.244919857,"[215.7845048782906, 208.42897383391386, 203.49727154893557]",0.414282795
E:/Organized Photos/2021/2021-12-22 13-05-13.jpg,"[29.674967112133917, 22.165589947855775, 19.25526663906158]",0.149746145,"[106.0678555540604, 83.539698874993, 69.32665311470807]",0.225848634,"[191.24165446722213, 138.6732980686333, 79.69192669302946]",0.280780705,"[202.05630568970128, 189.14112673455833, 179.30560693218388]",0.343624516
E:/Organized Photos/2021/2021-12-22 13-05-17.jpg,"[117.68508527293426, 90.56701505634169, 71.3395713330031]",0.180050584,"[25.8741645555534, 21.93153446842493, 21.200009164522825]",0.237782758,"[212.89820124546375, 198.67519376372036, 189.80091057748322]",0.277620143,"[179.1918785598049, 141.10590927583405, 107.09593165174927]",0.304546515
E:/Organized Photos/2021/2021-12-22 13-14-53 (1).jpg,"[205.16342254663425, 182.2777777777778, 149.23195458231953]",0.133221103,"[25.633245382585752, 22.51583113456465, 26.116314863676337]",0.231646661,"[115.85607693583158, 82.46625766871169, 48.97230973304593]",0.304279799,"[152.92185306504444, 128.17033224146002, 97.37326470129464]",0.330852436
E:/Organized Photos/2021/2021-12-22 13-14-53.jpg,"[33.01738876764633, 28.21103811939866, 31.582161465545617]",0.147292477,"[200.02961188009408, 188.56139508995892, 176.17059752836707]",0.204992254,"[123.32194252059612, 91.59895353691834, 61.80766540189111]",0.257315566,"[160.06261475561607, 132.9069827807827, 105.16678203274657]",0.390399703
E:/Organized Photos/2021/2021-12-22 13-14-55.jpg,"[206.26595744680853, 178.15591397849462, 143.5661175932281]",0.13786853,"[43.95978857912736, 32.198984350709914, 25.70566898124158]",0.147271563,"[118.00568408899156, 83.27723255917223, 47.40499134064565]",0.339556367,"[151.58271745309833, 122.6202793795176, 88.40168927150162]",0.375303541
E:/Organized Photos/2021/2021-12-22 13-15-16.jpg,"[43.2087456184502, 29.33484684543496, 22.371888459231673]",0.199470211,"[189.53740903530303, 177.81606893021137, 163.98683217580125]",0.213466376,"[109.53310100274973, 82.6818039729017, 58.21538852283646]",0.24562708,"[153.2245633349487, 134.84555113103008, 115.54579647161857]",0.341436333
E:/Organized Photos/2021/2021-12-22 13-21-34.jpg,"[198.20597652081108, 209.33404482390608, 220.95410885805765]",0.081368234,"[113.28902522154057, 158.4117246080436, 218.1717791411043]",0.117375972,"[67.14448111477816, 55.39273927392739, 46.7018701870187]",0.223761741,"[123.14447394159563, 112.72069302780496, 98.99650691630569]",0.577494052
E:/Organized Photos/2021/2021-12-22 13-21-40.jpg,"[202.29456706281834, 213.01018675721562, 225.63752122241087]",0.090052562,"[68.34773218142549, 52.738660907127425, 42.48704103671706]",0.138516127,"[113.71900826446279, 158.05785123966936, 218.20064279155181]",0.163604278,"[120.36117966436326, 107.54318854886475, 92.00728035538006]",0.607827033
E:/Organized Photos/2021/2021-12-25 07-54-17.jpg,"[33.33829870638965, 18.321834574676597, 20.453155625245003]",0.163554002,"[189.15883777239713, 164.83099273607752, 149.89685230024213]",0.249813988,"[132.4249106078665, 108.14362336114422, 100.45411203814065]",0.292714501,"[90.14735489398157, 59.23431141572071, 53.961876204754766]",0.293917509
E:/Organized Photos/2021/2021-12-25 07-54-20.jpg,"[34.35469580626107, 17.35971647962197, 20.589190785587718]",0.179985956,"[186.56946354883092, 162.56789153075263, 148.41403026134802]",0.24374982,"[90.242340854889, 54.94771601541, 50.7642634379013]",0.269517225,"[127.53600854440036, 102.96872139151665, 96.54424778761062]",0.306747
E:/Organized Photos/2021/2021-12-25 07-54-24.jpg,"[204.03433476394855, 187.78254649499286, 167.19599427753934]",0.119994082,"[119.85872279700321, 85.67356403853016, 76.74669996432394]",0.226247395,"[140.88046726433035, 135.12360771529475, 140.48437924477045]",0.295048589,"[46.83613254652747, 30.404675442578302, 24.792101679527917]",0.358709934
E:/Organized Photos/2021/2021-12-25 07-54-26.jpg,"[73.5881649466271, 124.73739351257167, 199.82615936572637]",0.093131191,"[194.91792677492307, 177.22279127092477, 161.31675138567843]",0.201841124,"[146.0498965608804, 114.33785381130048, 100.1871428809265]",0.309961528,"[54.551175090655285, 35.9778807076177, 32.50101809782307]",0.395066157
E:/Organized Photos/2021/2021-12-25 07-54-48.jpg,"[22.923826607664616, 14.051535615598208, 13.729555571676329]",0.185768728,"[147.83310393733686, 120.20357041167715, 115.09008063779619]",0.22826359,"[196.7581918550948, 170.22308219891164, 152.83051125123313]",0.257940281,"[96.25250447847837, 64.58145719723697, 60.451225435518516]",0.328027401
E:/Organized Photos/2021/2021-12-25 07-55-31.jpg,"[39.48966378466938, 21.251523189869726, 21.038815491198896]",0.157151928,"[136.28562527984042, 113.84767172702828, 106.93681588677376]",0.220941381,"[191.7025251289124, 164.47487787147497, 144.713921529847]",0.297841885,"[98.05118205487243, 68.24965404855801, 61.68715215466313]",0.324064806
E:/Organized Photos/2021/2021-12-25 07-55-32.jpg,"[43.53480538922156, 27.15232035928144, 27.44498502994012]",0.179502636,"[141.66108202443283, 121.0150087260035, 115.84188481675393]",0.201758124,"[109.71438515081205, 72.32993039443156, 65.29350348027842]",0.304312688,"[193.9284918690132, 168.4842949431945, 151.70216083760312]",0.314426552
E:/Organized Photos/2021/2021-12-25 07-55-35.jpg,"[227.64224137931032, 220.3706896551724, 211.875]",0.017017547,"[38.36944790369448, 25.920713989207137, 26.26774595267746]",0.199230396,"[175.03702100021644, 150.13639315869236, 135.19766183156526]",0.376776955,"[106.88504375497219, 76.77346857597456, 70.43217979315831]",0.406975102
E:/Organized Photos/2021/2021-12-25 07-55-37.jpg,"[137.51220703125, 112.97705078125001, 102.3037109375]",0.177543934,"[40.67851500789889, 24.439178515007903, 24.89968404423381]",0.193359621,"[189.036138222105, 163.01582695858613, 141.80849380110786]",0.297227996,"[98.86647944855757, 68.2461067143222, 61.647434260913975]",0.331868449
E:/Organized Photos/2021/2021-12-25 07-55-40.jpg,"[30.100314889788564, 19.022941970310384, 19.885065227170486]",0.156270012,"[136.03117071402676, 112.49836897426601, 102.69608553823849]",0.191889323,"[95.73960588999569, 66.04287570376788, 59.48191857947165]",0.321006272,"[188.44784628378378, 163.4080447635135, 143.41427364864865]",0.330834393
E:/Organized Photos/2021/2021-12-25 07-55-43.jpg,"[42.3097192224622, 26.609503239740814, 25.768898488120943]",0.179382483,"[147.80497051390063, 122.9764111204718, 107.64869418702614]",0.199140589,"[105.45391211146838, 71.16452304394424, 64.22615219721328]",0.308510832,"[192.42979053529865, 167.58675976208949, 148.93457460563744]",0.312966096
E:/Organized Photos/2021/2021-12-25 07-55-53.jpg,"[30.466769106465218, 20.86549365883212, 22.072458122321674]",0.179776405,"[146.5558704425418, 121.09218820304436, 113.18660953475326]",0.186560263,"[189.39381907930093, 165.71707690258367, 148.28383428738496]",0.286671903,"[96.98317162177239, 69.33001953708133, 66.25508948072981]",0.34699143
E:/Organized Photos/2021/2021-12-25 08-01-37.jpg,"[141.5042760158833, 112.00839380034195, 102.57101953781348]",0.175557183,"[16.253034570580787, 15.95407526362342, 21.393807280460123]",0.21328791,"[91.63002551664175, 61.898802680649325, 53.446272046659]",0.240496006,"[192.0273463385251, 171.52131327628047, 152.71659313595177]",0.370658902
E:/Organized Photos/2021/2021-12-25 08-01-39.jpg,"[145.017566520279, 117.79979333505554, 107.6949108757427]",0.175875486,"[18.78286270691334, 17.618695228821814, 22.95345666991237]",0.2252874,"[98.04058441558442, 64.72582972582973, 55.74512987012987]",0.245767409,"[192.16244672850334, 171.33918275256957, 152.0882426673352]",0.353069705
E:/Organized Photos/2021/2021-12-25 08-02-22.jpg,"[137.22052845528458, 114.85941734417344, 109.3509485094851]",0.169748658,"[25.11996735582154, 17.662948857453756, 17.082154515778015]",0.208934017,"[96.2094951017332, 68.33703843255462, 60.48172569706104]",0.303371228,"[189.85361842105263, 171.3389985380117, 155.99049707602342]",0.317946097
E:/Organized Photos/2021/2021-12-25 08-02-23.jpg,"[137.32060771328398, 113.9068952084145, 107.51538761199845]",0.175191064,"[22.997207678883072, 16.44048865619546, 15.696335078534032]",0.203071198,"[93.50391885661595, 67.97049331489166, 60.780082987551864]",0.296120618,"[191.37341217696016, 174.33530442400354, 159.15790626368812]",0.32561712
E:/Organized Photos/2021/2021-12-25 08-08-24.jpg,"[111.27802961619825, 72.82653369598064, 63.76095497129041]",0.230751048,"[36.4648308889554, 26.168213109847358, 25.923076923076923]",0.233589288,"[139.98352124891588, 120.90401850245736, 115.1673894189072]",0.236171393,"[195.11544830849303, 173.17885024840314, 157.67423704755143]",0.29948827
E:/Organized Photos/2021/2021-12-25 08-08-26.jpg,"[139.4109461966605, 119.5227272727273, 115.04638218923934]",0.170962984,"[34.20924261874198, 23.862002567394093, 23.96726572528883]",0.251772608,"[195.8258915193287, 173.9688342822895, 157.95594845669757]",0.269580706,"[100.20059798858384, 76.25686327806466, 70.35009513454742]",0.307683702
E:/Organized Photos/2021/2021-12-25 08-08-31.jpg,"[125.09930276780054, 109.87175153179795, 106.91520529614759]",0.184054351,"[23.333041794215028, 16.861123258574377, 17.12850627850316]",0.210166059,"[88.97834265869183, 64.15965656955427, 59.15367547752265]",0.269769998,"[186.62470033253425, 168.21046322790204, 150.89865439641173]",0.336009592
E:/Organized Photos/2021/2021-12-25 08-08-40.jpg,"[23.31845513521786, 16.959099910889947, 16.65976519278819]",0.190448551,"[125.92495685483433, 107.17241608397403, 101.75360524476099]",0.194646367,"[88.79530058042042, 68.62084724083665, 62.63160871802979]",0.291938057,"[193.60631471053597, 174.39198248332255, 152.99691033448948]",0.322967024
E:/Organized Photos/2021/2021-12-25 08-12-53.jpg,"[98.50489500567534, 153.59499148694658, 218.8811010215665]",0.088916561,"[134.19960419221766, 101.5802765079719, 77.94146504627052]",0.23342255,"[63.393394616399, 39.51130633775502, 29.903304631137992]",0.318347483,"[187.38258547008536, 164.75042735042734, 141.16146723646722]",0.359313406
E:/Organized Photos/2021/2021-12-25 08-12-56.jpg,"[141.0347061545581, 82.10458121240168, 70.96575659416939]",0.168286725,"[17.978558875219687, 8.310017574692445, 8.724780316344466]",0.243320713,"[77.98188066229304, 38.378944079975014, 32.58481724461106]",0.260641144,"[182.22494486645425, 162.6272972310708, 148.36118598382748]",0.327751418
E:/Organized Photos/2021/2021-12-25 08-12-59.jpg,"[209.34649628510377, 166.02825982059238, 156.75214489684555]",0.15061379,"[38.80812902195352, 23.298276547672565, 21.79733017335517]",0.215760031,"[147.22304767717662, 122.28521049775685, 114.96492779956574]",0.315949012,"[103.70154194378262, 71.278862822817, 73.3311761152326]",0.317677167
E:/Organized Photos/2021/2021-12-25 08-13-01.jpg,"[207.29372663066056, 157.54424594931447, 148.24345658496054]",0.196105019,"[44.79253835425384, 27.076011157601116, 25.255578800557878]",0.218569483,"[97.93148338472079, 68.59540938677631, 71.74511819116135]",0.254381778,"[142.08964338055688, 114.85417684416217, 109.50390815828041]",0.33094372
E:/Organized Photos/2021/2021-12-25 08-13-06.jpg,"[94.78695321818387, 151.2623928010536, 219.41569437604107]",0.072417518,"[142.28564310688415, 119.1261469478852, 100.56630056443751]",0.26497363,"[190.5038181279891, 173.28698736410058, 157.8333811261328]",0.279355106,"[66.2970319041088, 43.392722926735644, 33.61235535871921]",0.383253745
E:/Organized Photos/2021/2021-12-25 08-13-23.jpg,"[200.30552913518648, 195.95033469124076, 197.43052240547016]",0.11951798,"[120.7651463496275, 91.59040286955191, 81.35983040551424]",0.25166566,"[61.970136301995915, 36.57879680741208, 33.21500146827378]",0.310013116,"[165.74703618421063, 147.46222368421058, 137.46585197368407]",0.318803245
E:/Organized Photos/2021/2021-12-25 08-23-03.jpg,"[130.56039591750846, 112.13261930841387, 111.90244601289746]",0.213956667,"[95.45599174209943, 66.6056280768622, 62.96419564872165]",0.243209171,"[25.04616443902033, 17.30771663036833, 19.615598745859256]",0.260318904,"[194.26169428243162, 169.22550675906203, 149.58153041646102]",0.282515258
E:/Organized Photos/2021/2021-12-25 08-23-07.jpg,"[128.84879224345678, 111.80146275850474, 110.92579723140722]",0.224163127,"[23.969604863221893, 17.75721217938465, 20.061216871967137]",0.233772348,"[94.87262995313166, 66.15493182786533, 62.08079463144437]",0.234096474,"[192.41422448979586, 168.7178775510203, 151.10067346938774]",0.307968051
E:/Organized Photos/2021/2021-12-25 08-23-13.jpg,"[101.08663058488527, 66.66792180946439, 61.35997259557264]",0.219059856,"[28.983066014508022, 19.135893966291306, 21.049328806293136]",0.22649861,"[129.543812564714, 114.69025134664533, 117.75915569626089]",0.261048927,"[191.16478596771535, 164.6862950832294, 145.82926510354883]",0.293392608
E:/Organized Photos/2021/2021-12-25 08-23-16.jpg,"[194.15511363636364, 167.63465909090908, 152.21448863636363]",0.217866854,"[113.66985028394429, 56.357511615900876, 49.513164687661344]",0.242872004,"[143.1232843727426, 112.57043101372503, 104.71225620033708]",0.254889374,"[29.761422369237128, 19.373785404176147, 22.910068224105856]",0.284371769
E:/Organized Photos/2021/2021-12-25 08-23-37.jpg,"[108.13261050875727, 100.95246038365305, 109.95162635529606]",0.203169453,"[147.4571773220748, 82.87816646562122, 60.648572577402504]",0.204965763,"[179.03671328671328, 158.12727272727273, 147.33426573426573]",0.234978719,"[50.96984371560644, 28.5478758529606, 26.72617213295179]",0.356886066
E:/Organized Photos/2021/2021-12-25 08-23-40.jpg,"[197.17166725039212, 175.72276919484736, 158.20416131584753]",0.144743589,"[118.11970135982459, 68.1878842232749, 56.76379371138603]",0.238092039,"[146.39798022327756, 122.57099248930359, 115.74407905735512]",0.295886463,"[42.497000435051376, 23.96777757424495, 22.97947244292812]",0.321277908
