Path,RGB_4,Percent-4,RGB_3,Percent-3,RGB_2,Percent-2,RGB_1,Percent-1
E:/Organized Photos/2021/2021-08-22 19-03-35.jpg,"[130.42746350364962, 159.00364963503648, 183.3535583941606]",0.125027229,"[178.8953974895398, 123.71882845188284, 74.7952580195258]",0.203155838,"[94.5987572126054, 59.62738570794496, 37.244340878828226]",0.258638399,"[25.166315789473682, 16.234947368421054, 15.936842105263159]",0.413178533
E:/Organized Photos/2021/2021-08-22 19-03-37.jpg,"[125.76470526755848, 156.30933319397997, 189.25788043478275]",0.11499899,"[182.59521874221568, 131.52894712691884, 85.67294859525153]",0.184569738,"[92.10484050178432, 60.20980300739428, 41.041193720288824]",0.27866888,"[26.56266428148939, 17.67206601555177, 17.67534948136824]",0.421762392
E:/Organized Photos/2021/2021-08-22 19-03-39.jpg,"[135.3985914452533, 155.54273812067885, 176.60474196722896]",0.122331205,"[183.58094335309667, 124.53280091999775, 71.64414248546316]",0.24191775,"[96.74199009049194, 60.060321686042236, 35.63223325304737]",0.24703808,"[23.11397016404699, 15.280618168519156, 14.992300461048481]",0.388712965
E:/Organized Photos/2021/2021-08-22 19-03-42.jpg,"[123.7201726844584, 155.93681318681323, 180.65109890109892]",0.11035066,"[193.4143767423337, 135.2881322182398, 82.3100358422939]",0.209557092,"[122.09024793388429, 77.9011570247934, 45.0804958677686]",0.243085245,"[30.4043446513326, 19.800748448338812, 16.490690032858705]",0.437007003
E:/Organized Photos/2021/2021-08-22 19-03-44.jpg,"[132.27088305489266, 159.06849642004786, 182.02966770699481]",0.119927485,"[104.35714724977373, 66.1362681964736, 39.79188593216018]",0.247900313,"[187.48241420077198, 128.55243575924067, 75.90480371362015]",0.249216339,"[26.00463316035433, 17.327658476447176, 16.133524470311624]",0.382955864
E:/Organized Photos/2021/2021-08-22 19-04-36.jpg,"[149.0573360199383, 172.07169918871674, 175.05709210456595]",0.08351057,"[190.1718600332039, 125.00426618358937, 57.751674853570634]",0.156711831,"[98.1514956559121, 61.72796281043231, 35.631908672453115]",0.232105294,"[28.47815937184711, 17.151511003249546, 15.041883162542833]",0.527672305
E:/Organized Photos/2021/2021-08-22 19-04-59.jpg,"[134.60466423152562, 174.20286597358802, 186.92329305984825]",0.083192184,"[100.3604932834177, 71.37910151948908, 45.957608456287176]",0.21771496,"[171.87264894399507, 130.1384890196491, 74.2910581065462]",0.221111974,"[25.93120145263796, 21.621708867144164, 20.657469988903458]",0.477980882
E:/Organized Photos/2021/2021-08-22 19-05-01.jpg,"[141.62885274642687, 170.62951802513905, 183.2903354570069]",0.061057095,"[177.985905229639, 118.67794897134131, 69.34624272552131]",0.193937751,"[99.38921289079315, 60.328280078648284, 37.80561191317369]",0.244264715,"[25.27487836273094, 15.316486959762246, 14.210843636930555]",0.500740439
E:/Organized Photos/2021/2021-08-22 19-05-12.jpg,"[139.51691268465297, 168.94738946021965, 186.16989968525408]",0.085196487,"[183.82752571530023, 120.92469055029562, 71.96501362031017]",0.219801935,"[102.35004986783487, 64.1228877443912, 41.77230047282951]",0.253169748,"[32.591953277058536, 18.474221720041832, 14.766792185203634]",0.44183183
E:/Organized Photos/2021/2021-08-22 19-05-16.jpg,"[136.33683628318585, 166.32743362831854, 185.53097345132744]",0.086048303,"[183.02053249097474, 122.52008122743683, 74.36574909747294]",0.218469998,"[99.42096505823628, 63.44019227213903, 42.50545387317433]",0.267187976,"[32.174272449326246, 18.770467670705475, 15.728569810893447]",0.428293723
E:/Organized Photos/2021/2021-08-22 19-05-18.jpg,"[131.79948846514205, 164.18192408012362, 187.00154473397666]",0.080240844,"[172.5922105753555, 116.62548334498027, 74.21760074539957]",0.216046512,"[91.59011307174535, 59.6954837945308, 42.27003191481484]",0.270034335,"[28.46001189888714, 17.025471920009966, 15.41640570593146]",0.433678308
E:/Organized Photos/2021/2021-08-22 19-05-22.jpg,"[131.86128048780492, 168.9176829268293, 190.40548780487808]",0.068164423,"[174.29945054945057, 117.21153846153847, 74.32074175824177]",0.231187619,"[96.87549108491991, 62.01752795406466, 42.86642490178301]",0.264179799,"[30.696728885603402, 18.340048050267978, 15.938089077804474]",0.436468159
E:/Organized Photos/2021/2021-08-22 19-05-23.jpg,"[134.3965967425685, 165.97498300341925, 186.4108837236795]",0.073535722,"[172.83000924858268, 117.13946442298472, 74.1599884692996]",0.236461319,"[90.59769183992275, 60.351463634552736, 43.62661592174388]",0.273761709,"[29.250652237099214, 18.1702012493017, 16.51609663725873]",0.416241251
E:/Organized Photos/2021/2021-08-22 19-06-30.jpg,"[104.60870098149678, 63.702183807558185, 36.682285291970445]",0.181199462,"[148.07785117621867, 146.63905569036757, 148.61486605025863]",0.186425019,"[179.73453789588132, 111.61910663553861, 56.91342900266198]",0.233604379,"[24.820301893409027, 12.73946269429586, 10.815713598640542]",0.39877114
E:/Organized Photos/2021/2021-08-22 19-06-32.jpg,"[139.85592515470523, 169.34314925066764, 186.97791125318878]",0.090937103,"[112.41300499549612, 67.38809754496981, 37.227878037276206]",0.212654747,"[184.09095776814752, 116.80290554715039, 61.4392584871466]",0.277672387,"[25.271441808031252, 13.09336524542971, 11.354866713291281]",0.418735762
E:/Organized Photos/2021/2021-08-22 19-06-33.jpg,"[150.39253226873063, 167.88111146489047, 183.50084008915138]",0.076195906,"[181.2916616677574, 117.4034612060502, 66.47208240137135]",0.240596967,"[116.18610554990678, 69.3345727223479, 38.113028026270555]",0.249611819,"[26.746538061212604, 13.680058080793149, 10.910636204033151]",0.433595308
E:/Organized Photos/2021/2021-08-22 19-14-05.jpg,"[218.07041139240505, 178.31724683544303, 129.03718354430384]",0.109625886,"[180.48586891160554, 113.29555021046302, 59.03728202044497]",0.258893469,"[102.13879467779805, 59.37646751891468, 33.47299765196973]",0.315270905,"[27.948253557567924, 16.3117723156533, 12.000776196636483]",0.31620974
E:/Organized Photos/2021/2021-08-22 19-14-09.jpg,"[215.48833330572415, 146.80396222088802, 75.0560339603991]",0.180300322,"[26.278046050548433, 12.681106271198185, 7.623564585040787]",0.264337433,"[90.4990543344537, 45.52715076384587, 19.360098802579138]",0.272981738,"[159.2393442187766, 86.92498720968388, 28.709872796687]",0.282380506
E:/Organized Photos/2021/2021-08-22 19-14-13.jpg,"[217.64145841733554, 180.31064347629433, 132.34082039624127]",0.101643942,"[187.68639497874884, 117.24627865476776, 61.50968911347064]",0.235726867,"[111.14458104419766, 65.82084587721253, 36.01730528190041]",0.313054755,"[33.67146460386114, 19.394419883076605, 13.415541669854006]",0.349574436
E:/Organized Photos/2021/2021-08-22 19-14-14.jpg,"[226.95269807816757, 180.30300482023327, 123.6793136907122]",0.094502249,"[181.39403661788305, 110.4854686495905, 53.96477386065279]",0.27499129,"[103.51737647917349, 58.631071797268966, 29.942368492731585]",0.298673935,"[28.719818971323505, 16.738460593073647, 9.667185342968203]",0.331832526
E:/Organized Photos/2021/2021-08-22 19-15-04.jpg,"[132.46510402949664, 199.84461416908078, 224.49433763497493]",0.008975402,"[119.81737719947807, 68.58470561961518, 27.301644392726622]",0.199344726,"[204.99427229804718, 127.10250522459289, 45.05591819534394]",0.275723035,"[25.0177480174601, 14.267742304088491, 8.91526841419658]",0.515956836
E:/Organized Photos/2021/2021-08-22 19-15-08.jpg,"[152.19117895907377, 86.67342326008658, 40.770698866246036]",0.189661199,"[81.47004706635515, 46.3850075282458, 26.36882476377907]",0.193185419,"[213.97181907571292, 134.95423795476884, 58.546027531956746]",0.238157078,"[24.03145618866317, 10.862543971513235, 11.72190905674557]",0.378996303
E:/Organized Photos/2021/2021-08-22 19-15-10.jpg,"[226.8113537117904, 144.53362445414842, 22.970305676855897]",0.101602524,"[201.2937576499388, 126.29742962056301, 76.03019175846593]",0.197245859,"[124.15197060788246, 68.6503006012024, 29.116566466265862]",0.240816441,"[27.53159003159003, 14.363987363987363, 9.308704808704809]",0.460335176
E:/Organized Photos/2021/2021-08-22 19-15-12.jpg,"[229.7611864492865, 151.85519833409515, 55.61237239067497]",0.144765323,"[186.23574144486687, 108.39674839386393, 56.6268847515406]",0.207575097,"[111.00503544052086, 61.32290965072646, 26.700086596747802]",0.213885313,"[25.783138649060422, 12.95533900457084, 8.859033773489077]",0.433774267
E:/Organized Photos/2021/2021-08-22 19-15-13.jpg,"[72.13863363963245, 39.95924890131842, 20.689972033559727]",0.19354227,"[143.77620087336248, 82.54803493449782, 41.364264919941775]",0.208785405,"[211.35963367382882, 133.99330750264178, 60.540683339203945]",0.23807416,"[20.846593616007617, 9.445926631729392, 8.543115769414007]",0.359598165
E:/Organized Photos/2021/2021-08-22 19-15-14.jpg,"[87.25950258094791, 48.25480994838103, 26.62881276396058]",0.177592242,"[156.1508581752484, 86.18112014453477, 44.19963866305329]",0.184693008,"[212.72074573581912, 137.21380404601348, 58.10749702499008]",0.198319118,"[24.374400590188124, 11.453338251567684, 10.83732939874585]",0.439395632
E:/Organized Photos/2021/2021-08-22 19-15-15.jpg,"[221.6425902864259, 144.34952262349523, 40.34620174346203]",0.121054546,"[111.54599553682122, 57.21819985122737, 24.133895363253167]",0.210258081,"[173.3683439179287, 98.4533463605276, 51.011968734733756]",0.21131305,"[26.9859865470852, 12.92219730941704, 11.539686098654709]",0.457374322
E:/Organized Photos/2021/2021-08-22 19-21-21.jpg,"[151.44858870967744, 166.6648185483871, 164.95010080645162]",0.165382053,"[120.17906815020862, 59.729485396383865, 23.28963838664812]",0.233914563,"[199.03389283408657, 94.07553260167849, 24.364105874757907]",0.246674422,"[27.41986143187067, 14.484526558891453, 10.326789838337183]",0.354028962
E:/Organized Photos/2021/2021-08-22 19-21-26.jpg,"[148.38846825859056, 188.66686080372745, 198.18520675596974]",0.141651592,"[207.12737015663643, 132.46949711459192, 52.97568013190437]",0.218268813,"[63.22308892355694, 32.61528861154447, 15.285803432137286]",0.245108576,"[158.22044534412956, 84.264979757085, 23.878137651821863]",0.394971019
E:/Organized Photos/2021/2021-08-22 19-21-27.jpg,"[145.4401223540238, 181.4866788582486, 185.92887644168596]",0.138396466,"[45.470962714876414, 21.57073647517173, 8.93047400977411]",0.237643413,"[126.65562727920927, 63.079023389010516, 15.69950816574321]",0.31153451,"[180.48297353352302, 105.19422445822545, 35.4834819256235]",0.312425612
E:/Organized Photos/2021/2021-08-22 19-27-46.jpg,"[218.28185549528368, 136.87273699524977, 78.89820453034528]",0.11954972,"[171.80538100586844, 97.50196617713425, 50.24000587858617]",0.122810997,"[95.98008887524507, 49.9713793570242, 26.29181522732044]",0.245639218,"[27.131751737506914, 14.729164035636227, 10.611422214418985]",0.512000064
E:/Organized Photos/2021/2021-08-22 19-27-49.jpg,"[142.48657594703934, 85.28797351967636, 46.09121000367783]",0.163305494,"[214.56255066198332, 118.02512834369091, 47.68900297216969]",0.204287574,"[92.5968226706741, 43.187419493344784, 19.18484328037784]",0.268930894,"[30.553080568720375, 13.645181674565558, 9.128120063191153]",0.363476038
E:/Organized Photos/2021/2021-08-22 19-27-54.jpg,"[223.60930576070902, 123.30132939438701, 26.018463810930577]",0.120679324,"[110.07571115973741, 48.48490153172866, 13.645514223194748]",0.185153527,"[181.68926788685525, 80.72753743760398, 8.975873544093178]",0.199014121,"[43.179823859087264, 15.731625300240188, 6.1698959167333856]",0.495153028
E:/Organized Photos/2021/2021-08-22 19-28-32.jpg,"[126.80242914979755, 166.01862348178133, 175.38542510121457]",0.098750341,"[174.5093724531377, 91.03545232273842, 30.66340668296659]",0.197237166,"[35.3802900266351, 14.21574430304824, 7.575022195915952]",0.283238474,"[113.10421455938697, 54.85996168582378, 23.40153256704981]",0.420774019
E:/Organized Photos/2021/2021-08-22 19-28-36.jpg,"[127.70103092783508, 169.8818398096749, 186.27676447264074]",0.097705213,"[163.15978728792095, 96.92833628766775, 50.04811344644212]",0.15781683,"[30.318346088435373, 14.098852040816325, 8.639668367346939]",0.349015088,"[115.8588180549093, 62.40018613308519, 29.408841321544916]",0.395462868
E:/Organized Photos/2021/2021-08-22 19-28-42.jpg,"[130.8034321372855, 159.64898595943842, 165.3712948517941]",0.094390298,"[181.9359708485164, 92.52889120249871, 30.30192608016658]",0.161814692,"[35.79197161233088, 16.309824794854734, 8.452428476380572]",0.326341976,"[121.79946428571428, 59.70214285714286, 24.226964285714285]",0.417453034
E:/Organized Photos/2021/2021-08-22 19-30-26.jpg,"[56.98224852071006, 139.71153846153845, 182.98816568047334]",0.06052916,"[176.41010498687663, 133.46128608923883, 94.62893700787401]",0.238140511,"[111.2428810720268, 69.85460636515913, 40.275711892797325]",0.247467843,"[26.190356694748157, 15.283025631833661, 11.25219573400251]",0.453862486
E:/Organized Photos/2021/2021-08-22 19-30-29.jpg,"[59.648201287473626, 147.94802228531202, 178.70285946043398]",0.03804698,"[179.15339788343385, 133.03479754631937, 99.85865771676347]",0.240351002,"[125.28948003165725, 77.4556341062707, 40.78669847226689]",0.271497826,"[26.99577747087929, 15.181787805433238, 11.366790029586452]",0.450104193
E:/Organized Photos/2021/2021-08-22 19-44-06.jpg,"[43.4171773028902, 61.50599510081708, 209.26192621976836]",0.120838025,"[143.84258111788958, 136.42799741951893, 192.1721921343126]",0.139351786,"[102.36094306860834, 67.95176865197713, 80.0009511909719]",0.299503935,"[21.373695848283262, 16.65855595754194, 37.10960602849965]",0.440306254
E:/Organized Photos/2021/2021-08-22 19-44-10.jpg,"[115.26710706244411, 114.75576101310087, 201.8617234845103]",0.219673662,"[67.2959983766743, 50.253271900554374, 101.8037519370242]",0.224456169,"[131.56478010835005, 58.37073477320577, 51.21732702474271]",0.225707239,"[20.255132184621683, 12.994239820512098, 29.256770100679287]",0.330162929
E:/Organized Photos/2021/2021-08-22 20-29-15.jpg,"[156.55951417004044, 104.16275303643724, 138.3182186234818]",0.09088207,"[65.00537412153781, 59.669284828441505, 216.828441504754]",0.19604564,"[22.77256240665671, 8.878173671858333, 52.80520588862812]",0.346278794,"[58.059746529873266, 32.29370348018507, 117.14041440354053]",0.366793496
E:/Organized Photos/2021/2021-08-22 20-29-19.jpg,"[119.89698162729661, 84.18897637795277, 123.26902887139107]",0.104992976,"[58.59897959183674, 66.21326530612247, 222.88163265306125]",0.153218285,"[17.941568426447976, 8.826499231163506, 45.25781650435674]",0.313459175,"[40.93722578467769, 26.7092473844077, 100.27455281808977]",0.428329564
E:/Organized Photos/2021/2021-08-22 20-29-22.jpg,"[124.207679461227, 87.72096356484248, 148.15971327422466]",0.15362861,"[36.001794351218116, 44.21179736463196, 213.74094225506718]",0.172649393,"[22.221235478972115, 9.118463059401101, 48.985042414588825]",0.30583769,"[46.19610463679203, 26.69357346393494, 103.6609223506152]",0.367884307
E:/Organized Photos/2021/2021-08-22 20-29-25.jpg,"[129.11229000884174, 85.05747126436779, 93.4288240495137]",0.079965845,"[67.27884089666485, 73.1651175505741, 223.78676872607977]",0.149371168,"[18.03719497749348, 8.704335465529496, 48.31343283582089]",0.339645026,"[41.36733894654397, 29.29175641276679, 112.79185431760327]",0.431017961
E:/Organized Photos/2021/2021-08-22 20-29-27.jpg,"[149.37942857142858, 103.57371428571432, 98.35314285714288]",0.065932363,"[55.52657369016208, 60.1982661138334, 214.91858273652468]",0.220817455,"[16.984415584415583, 7.982142857142857, 45.37467532467532]",0.263881836,"[43.3375, 29.897535211267602, 109.75897887323944]",0.449368347
E:/Organized Photos/2021/2021-08-22 20-29-31.jpg,"[146.73618784530382, 104.37260943476414, 103.65628984275395]",0.06436586,"[50.945162216480014, 59.430006972642616, 217.5361141872768]",0.163586562,"[15.095938557667273, 7.448320749804743, 45.54339147791376]",0.314512258,"[38.78909541511773, 26.577461914133714, 98.17642685326929]",0.457535319
E:/Organized Photos/2021/2021-08-22 20-29-32.jpg,"[163.44823535034027, 108.64977817425857, 101.99063313925166]",0.054325646,"[66.63241328304471, 61.21627191447153, 206.28039995473003]",0.167617476,"[22.21758031993, 8.909320064926018, 54.02394027572334]",0.309884023,"[49.08741229690488, 29.645034292632136, 112.87844105708908]",0.468172855
E:/Organized Photos/2021/2021-08-22 20-29-40.jpg,"[142.02272619630227, 117.78767307115447, 130.36522157844033]",0.053674194,"[8.41018468117106, 58.665343239861116, 211.92298217161726]",0.305543253,"[11.919031347700283, 26.619756822658164, 132.07118234736924]",0.31130954,"[9.312143663932831, 10.764874286366267, 63.09857728398027]",0.329473012
E:/Organized Photos/2021/2021-08-22 20-29-43.jpg,"[171.32489451476795, 122.11673699015473, 102.73417721518987]",0.064960229,"[49.45867997781476, 57.057127010538, 226.08153078202997]",0.146494873,"[48.616881647431555, 34.894998868522286, 121.29463679565512]",0.356852849,"[20.030252100840336, 10.295051353874886, 55.30849673202613]",0.431692049
E:/Organized Photos/2021/2021-08-22 20-29-45.jpg,"[176.2572214580468, 132.22696011004123, 112.56258596973865]",0.060434431,"[49.671709044093994, 59.67878982941745, 209.8242677824268]",0.236876647,"[56.691431670281986, 40.399945770065074, 113.11767895878525]",0.33025856,"[20.598195551825434, 11.96936634494335, 63.58245908518674]",0.372430362
E:/Organized Photos/2021/2021-08-22 20-29-46.jpg,"[171.62813284490394, 125.37900090045862, 113.31743717256118]",0.060452311,"[57.12236419668833, 64.43851799076924, 226.1144660809393]",0.185895278,"[51.64924516629058, 38.18366611991753, 121.83534340767496]",0.361236185,"[20.949010943149894, 10.959718748101478, 50.33881820318916]",0.392416226
E:/Organized Photos/2021/2021-08-26 17-06-35.jpg,"[159.07680822826808, 124.42435301924353, 105.5398142003981]",0.187059247,"[196.2150143866073, 196.89249280669625, 191.33690818728738]",0.235000125,"[9.899754299754292, 94.33918918918916, 206.55442260442263]",0.246939743,"[45.566003286470675, 40.58188789483293, 48.366532773416104]",0.331000885
E:/Organized Photos/2021/2021-08-27 17-23-01.jpg,"[120.61927749447042, 133.48950174295314, 142.22632214214127]",0.17560713,"[198.4916203920522, 206.57344332327156, 214.4588428132331]",0.226541586,"[76.19312313264095, 89.48429825021601, 100.88420000182069]",0.255880863,"[37.87614463728525, 44.01644567846913, 53.91253671401725]",0.34197042
E:/Organized Photos/2021/2021-08-27 19-40-04.jpg,"[129.77892254220487, 173.65065183252202, 231.41034849079747]",0.11139505,"[129.92401310158294, 120.09966447165716, 115.34654257443836]",0.280891427,"[62.58888366482031, 54.52453713606912, 58.387743756182225]",0.293193145,"[22.30998893790322, 19.702159559017463, 20.83176542099049]",0.314520378
E:/Organized Photos/2021/2021-08-28 17-13-42.jpg,"[161.0224242249486, 96.40179817858315, 162.33639560268054]",0.166294315,"[217.61066438364023, 133.53178633499942, 230.01315575082714]",0.192145131,"[55.12615393534204, 47.6547426320754, 51.45406928500783]",0.318845729,"[100.70072458588895, 92.19876952015049, 92.87107287174155]",0.322714826
E:/Organized Photos/2021/2021-08-28 17-14-06.jpg,"[206.35115014446853, 192.24778543500537, 196.16085871164685]",0.185715007,"[168.05385967948158, 151.4024730411153, 157.87300977429692]",0.217912126,"[113.820573022807, 112.56183254017897, 116.15031994060385]",0.275356014,"[76.24589508634058, 78.71642189803886, 86.4763767852884]",0.321016852
E:/Organized Photos/2021/2021-08-29 08-41-35.jpg,"[54.796039603960395, 40.648844884488454, 43.16468646864686]",0.225720279,"[189.7332494495124, 149.98112614029566, 125.18622208241585]",0.235416109,"[132.23459988485894, 84.79677605066209, 64.52331606217616]",0.260229425,"[218.39707908514742, 197.68117938826123, 185.88040782584736]",0.278634187
E:/Organized Photos/2021/2021-08-29 08-41-38.jpg,"[171.8411652438776, 146.59391286309813, 130.58194394556983]",0.183087712,"[210.9054681409539, 199.13251714795487, 190.4573526537907]",0.267461088,"[95.7513592923294, 71.55076612405134, 66.0436270765332]",0.27200534,"[39.25130074216038, 28.640089981469483, 28.444840602917978]",0.27744586
E:/Organized Photos/2021/2021-08-29 08-41-40.jpg,"[158.6948293559149, 136.80635103926122, 127.06875801898889]",0.17538495,"[89.06005082252246, 67.93195322799444, 62.050172911213345]",0.234354332,"[207.64147602268054, 195.12131754520894, 186.657681506788]",0.250555657,"[30.614898922551767, 27.34276322807768, 30.8351357478131]",0.339705061
E:/Organized Photos/2021/2021-08-29 08-41-57.jpg,"[57.3551005187326, 32.98493992681346, 37.662705371963405]",0.188095517,"[125.03918694119801, 69.52953188011156, 52.460500692764995]",0.227277924,"[168.61273221818294, 109.86829114569024, 84.26507309929944]",0.285537214,"[209.16487962526264, 183.68357242510803, 173.83819847668062]",0.299089345
E:/Organized Photos/2021/2021-08-29 18-58-14.jpg,"[168.55329570768492, 143.35262114062164, 129.8294510712426]",0.177496201,"[126.27448959992836, 80.55674159594557, 63.663216530134584]",0.205479264,"[59.22460964700496, 26.30327619791762, 23.41396016497342]",0.223729673,"[207.0159363398952, 187.29872182824113, 178.59719659383933]",0.393294861
E:/Organized Photos/2021/2021-08-31 11-51-41.jpg,"[212.24179740603284, 219.06508799647278, 222.13932468677612]",0.086094232,"[146.83893313161457, 144.69670035650975, 151.25113291728846]",0.22123754,"[47.50823840784651, 33.08634110900642, 30.519389449648376]",0.239986933,"[99.92263790701276, 90.16562258114449, 86.22468651633194]",0.452681294
E:/Organized Photos/2021/2021-08-31 11-51-44.jpg,"[223.880410022779, 228.17084282460132, 228.17425968109336]",0.076961851,"[150.5849470222872, 151.55425648520279, 158.75155279503107]",0.224355044,"[46.811133780239004, 35.267560477994756, 32.12561935295832]",0.275731073,"[106.06009156810379, 95.50381533765739, 91.670545593285]",0.422952032
E:/Organized Photos/2021/2021-08-31 14-08-02.jpg,"[82.24173742651861, 53.974134552580054, 33.90339647289352]",0.140398964,"[171.6294934815131, 164.16011968369315, 157.79773455866632]",0.211397363,"[208.04172235458202, 209.23943866581425, 212.2786623278517]",0.316846921,"[115.26017286321866, 106.515461654548, 99.17316504321589]",0.331356752
E:/Organized Photos/2021/2021-09-02 14-43-22.jpg,"[91.24022655062852, 81.48556430446193, 69.91518165492471]",0.160675082,"[135.29234793983008, 128.54452022797346, 118.50686723348599]",0.23546294,"[17.957505015502456, 14.651285792449386, 15.559547692868865]",0.245646518,"[199.6167946494923, 203.40066881347533, 215.99684171414424]",0.35821546
E:/Organized Photos/2021/2021-09-04 11-20-39.jpg,"[39.17577331783732, 28.448715448676555, 21.45201750349074]",0.082336267,"[16.291415717291873, 71.74443513577067, 118.91019695540432]",0.096668041,"[97.04353755129426, 99.1812097139087, 75.78375420572293]",0.136665604,"[188.04198421998913, 173.90903408610845, 155.00010381176233]",0.684330088
E:/Organized Photos/2021/2021-09-04 18-04-39 (1).jpg,"[236.70718806901914, 236.1927729125119, 233.3030000867074]",0.099464289,"[37.0638088631714, 41.46064081062807, 48.72139050111074]",0.249062641,"[167.62106502800683, 153.15083870578098, 149.3567858922288]",0.285327007,"[118.77114130467278, 95.66502680957154, 93.97228780986424]",0.366146063
E:/Organized Photos/2021/2021-09-04 18-04-39.jpg,"[232.24928023137468, 232.91502579808105, 231.60334960003155]",0.094735584,"[33.54447273205902, 35.70513960633478, 41.47223845282093]",0.258435902,"[161.54941769183498, 140.82175987155054, 133.85651042029176]",0.267756837,"[104.39528964466851, 84.1271270009967, 82.9738147413633]",0.379071676
E:/Organized Photos/2021/2021-09-04 18-05-09.jpg,"[233.650542118432, 235.57798165137615, 232.8148457047539]",0.099339543,"[149.47528981086026, 132.23550945698594, 128.5387431360586]",0.250208484,"[25.735776614310648, 32.40139616055846, 38.855497382198955]",0.250436652,"[94.33724221593205, 76.4793772745653, 78.31803477557621]",0.400015321
E:/Organized Photos/2021/2021-09-04 18-05-13.jpg,"[235.3430907984073, 236.385941992302, 233.55061316436803]",0.093425299,"[160.8913440525824, 140.3541457983932, 133.4490460021364]",0.235293577,"[30.54035286313093, 36.026121892985564, 41.891494078886815]",0.262596401,"[100.80383730291945, 83.28965414696346, 84.44587239427432]",0.408684722
E:/Organized Photos/2021/2021-09-04 18-05-15.jpg,"[235.63491629886983, 236.77734480553846, 234.09436809596664]",0.097048513,"[169.83820802679648, 149.33117129859374, 142.06686885532372]",0.244025065,"[37.248111277323844, 41.95890680846126, 48.085942816850206]",0.262325011,"[111.00711012849533, 92.13009539359194, 93.12963560456129]",0.396601412
E:/Organized Photos/2021/2021-09-04 18-05-16.jpg,"[244.25062662365474, 245.83381769391102, 242.92670644323306]",0.109977242,"[156.71202398730657, 141.07689121709967, 133.175900107336]",0.214515523,"[25.980059176171537, 33.460756063625155, 38.92906374536227]",0.290296346,"[101.92192330951656, 79.50139998800243, 77.8753078433376]",0.385210889
E:/Organized Photos/2021/2021-09-04 18-05-27.jpg,"[206.2258885137181, 218.5744960276272, 229.54366658281447]",0.173628662,"[158.33325882430947, 146.16250418000186, 137.15098184933515]",0.230879731,"[36.51021036176326, 38.15485917560962, 42.1834974247696]",0.281037251,"[100.81123371708057, 84.18911918608266, 80.52330876825131]",0.314454355
E:/Organized Photos/2021/2021-09-04 18-21-24.jpg,"[171.72553061659443, 121.94354222502281, 51.97314656429466]",0.15679803,"[103.26582911803209, 107.30298418802924, 109.25518512621362]",0.199305851,"[193.04358182932762, 185.8723806990996, 176.8872198957331]",0.319021899,"[55.11136178313321, 46.003595300342134, 29.281260275709645]",0.324874221
E:/Organized Photos/2021/2021-09-04 18-21-26.jpg,"[231.76652380434706, 229.57696292224773, 227.802333518583]",0.12651311,"[24.89438042155724, 28.041075694478888, 33.56188101837184]",0.279069609,"[160.82672287478334, 136.72037502165648, 125.72099141388087]",0.281319877,"[98.78562641574814, 73.23472450651016, 65.02101521919647]",0.313097403
E:/Organized Photos/2021/2021-09-04 18-21-30.jpg,"[167.56451131852268, 124.5915157069101, 87.84402829540839]",0.180683172,"[26.257690319013697, 26.50550595856191, 29.100318015954638]",0.223209693,"[91.64955161241124, 72.5449644892552, 64.3599251476338]",0.282884658,"[192.05667116462595, 183.89972804650236, 177.530324545014]",0.313222477
E:/Organized Photos/2021/2021-09-04 20-16-37.jpg,"[43.97786062371116, 32.25943960216446, 30.862598320302766]",0.173294858,"[125.44759089068434, 113.12274758775133, 107.56222146660691]",0.212021011,"[221.5094722046982, 212.27418575988102, 207.08859411644085]",0.22012721,"[178.86342845533824, 169.32679520007787, 161.50365889246225]",0.394556921
E:/Organized Photos/2021/2021-09-05 07-57-01.jpg,"[47.652718135844815, 36.432304860954396, 32.54278803212876]",0.117763989,"[137.2414795238386, 93.48819473298228, 73.67658404455534]",0.165116403,"[183.89454817927015, 165.5113231152111, 154.55748931245077]",0.280783248,"[213.82035597563913, 196.43943846779828, 187.0846284979839]",0.436336359
E:/Organized Photos/2021/2021-09-05 12-14-25.jpg,"[199.23221306918708, 203.510703997574, 210.63426492141258]",0.112485532,"[41.9450076750975, 40.635109307435386, 36.03612061440907]",0.229520565,"[98.88205874220019, 85.85023904845484, 78.25301866301176]",0.285294775,"[149.765018889769, 142.60970690390565, 134.62256870391775]",0.372699128
E:/Organized Photos/2021/2021-09-05 12-14-26.jpg,"[196.59844397256916, 203.30133672155145, 210.00654436592762]",0.134753733,"[41.52503427232122, 42.50486888073233, 42.7500552779375]",0.263514815,"[103.25811980263472, 86.49388228783997, 81.26519821079994]",0.299703972,"[151.73042248951302, 130.05039127982897, 124.49934722318793]",0.302027481
E:/Organized Photos/2021/2021-09-05 12-14-36.jpg,"[205.287428751278, 212.99348029918238, 218.95516212328107]",0.109882186,"[38.35466076496363, 39.3075972392892, 37.71827828459603]",0.245381525,"[99.898846052163, 87.07840083693469, 80.99594602417329]",0.306242028,"[160.75894447955676, 137.10583706459573, 124.77306914157896]",0.338494262
E:/Organized Photos/2021/2021-09-05 17-29-14.jpg,"[151.1016759776536, 127.47709497206704, 110.10391061452513]",0.216397376,"[166.17196439923714, 88.09313413858868, 26.023204068658615]",0.246804171,"[78.03905511811021, 52.27023622047244, 38.553700787401574]",0.261780672,"[202.27818403412553, 183.46739792809262, 172.8759902498476]",0.275017781
